Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,56.32,43.62,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,55.36,25.72,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Teoscar Hernandez,FREEAGENT,54.36,33.06,LAD,RF,"RF,OF,UTIL,BE,IL,LF",ACTIVE
Cole Ragans,FREEAGENT,53.32,32.72,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Willy Adames,FREEAGENT,50.93,37.22,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,47.45,24.42,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Emilio Pagan,FREEAGENT,47.29,36.35,Cin,RP,"P,RP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,46.05,37.15,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Trevor Rogers,FREEAGENT,43.91,24.86,Bal,SP,"P,SP,BE,IL",ACTIVE
Brooks Lee,FREEAGENT,43.48,37.35,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.23,33.62,Mia,RP,"P,RP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,40.82,28.5,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.42,34.95,Tor,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.17,28.09,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.74,11.96,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Isaac Paredes,FREEAGENT,37.98,30.57,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Jack Flaherty,FREEAGENT,37.64,24.94,Det,SP,"P,SP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,37.03,30.12,Det,RP,"P,RP,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,37.0,20.69,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Jo Adell,FREEAGENT,34.8,23.94,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Caleb Durbin,FREEAGENT,34.05,25.4,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,33.98,26.31,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,32.92,15.58,Tor,C,"C,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,32.75,14.36,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Ryan Pepiot,FREEAGENT,32.52,19.2,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Bryan Abreu,FREEAGENT,30.97,26.22,Hou,RP,"P,RP,BE,IL",ACTIVE
Ildemaro Vargas,FREEAGENT,30.92,22.17,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jake Bennett,FREEAGENT,29.91,16.03,Bos,SP,"P,SP,BE,IL",ACTIVE
Ben Brown,FREEAGENT,29.49,2.69,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Ryan Jeffers,FREEAGENT,29.17,11.61,Min,C,"C,DH,UTIL,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,29.12,15.47,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Brayan Rocchio,FREEAGENT,29.01,23.57,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Kris Bubic,FREEAGENT,28.38,8.24,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Sal Frelick,FREEAGENT,27.22,13.62,Mil,RF,"RF,OF,UTIL,BE,IL",ACTIVE
Gregory Soto,FREEAGENT,26.16,24.68,Pit,RP,"P,RP,BE,IL",ACTIVE
Seth Lugo,FREEAGENT,23.08,12.87,KC,SP,"P,SP,BE,IL",ACTIVE
Ezequiel Duran,FREEAGENT,22.94,17.95,Tex,SS,"1B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,2B,LF,3B,RF",ACTIVE
J.T. Ginn,FREEAGENT,22.06,13.88,Oak,SP,"P,SP,BE,IL",ACTIVE
Esmerlyn Valdez,FREEAGENT,21.02,18.79,Pit,RF,"RF,OF,DH,UTIL,BE,IL",ACTIVE
Bubba Chandler,FREEAGENT,20.9,16.15,Pit,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,20.69,10.47,Ari,SP,"P,SP,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,19.87,9.58,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Spencer Torkelson,FREEAGENT,19.86,12.38,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Andre Pallante,FREEAGENT,18.74,10.54,StL,SP,"P,SP,BE,IL",ACTIVE
Brandon Young,FREEAGENT,18.68,13.14,Bal,SP,"P,SP,BE,IL",ACTIVE
