Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,PlayerType,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP
Tommy Nance,TOR,24,,,22.0,,,,2.0,10.0,,8.0,,25.0,1.0,,,,,,0.231857,0.0784541,0.236842,,,,,,,,0.289374,,,,,,,,,,0.0694953,999.0,,,,,,,130.8,,129.0,,,,,,,,,,,,,,,,,,,,Tommy Nance,19178,667297,Pitcher,2.0,1.0,0.0,3.40542,0.0,0.0,3.0,,24.0,104.0,9.0,9.0776,3.00695,3.01887,0.871506,0.1583884060382843,1.23327,0.747012,,,3.48883,0.0640464,5.45,5.375
George Soriano,STL,30,,,28.0,,,,4.0,15.0,,13.0,,28.0,1.0,,,,,,0.241096,0.0956361,0.216091,,,,,,,,0.288645,,,,,,,,,,0.0694949,999.0,,,,,,,156.0,,154.0,,,,,,,,,,,,,,,,,,,,George Soriano,21863,666277,Pitcher,2.0,2.0,0.0,4.12209,0.0,2.0,8.0,,30.0,131.0,14.0,8.44051,3.73555,2.25951,1.09364,0.1204548180103302,1.34935,0.72005,,,4.20416,0.0512111,5.2,5.133333333333334
Kody Funderburk,MIN,26,,,25.0,,,,2.0,13.0,,11.0,,23.0,1.0,,,,,,0.250557,0.0990821,0.204778,,,,,,,,0.302907,,,,,,,,,,0.0694772,748.510009765625,,,,,,,132.8,,134.0,,,,,,,,,,,,,,,,,,,,Kody Funderburk,24993,681892,Pitcher,1.0,1.0,0.0,4.11875,0.0,0.0,5.0,,26.0,112.0,12.0,7.9958,3.86877,2.06675,0.866651,0.1056961193680763,1.3966,0.710707,,,4.02096,0.0618193,5.107692307692308,5.153846153846154
Anthony Eyanson,BOS,1,,,3.0,,,,0.0,2.0,,2.0,0.0,4.0,0.0,,,,,,0.241627,0.0970808,0.236274,,,,,,,,0.301851,,,,,,,,,,0.0694702,999.0,,,,,,,25.11101417541504,,22.885820388793945,,,,,,,,,,,,,,,,,,,,Anthony Eyanson,sa3031104,809254,Pitcher,0.0,0.0,0.0,3.98005,1.0,0.0,0.0,,4.17716,16.0,2.0,7.96898,3.27431,2.43379,0.851957,0.1391931399703025,1.17098,0.662497,,,3.81573,0.065984,6.011498161903201,5.478793737274758
Anthony Bender,MIA,22,,,18.0,,,,2.0,9.0,,9.0,,24.0,1.0,,,,,,0.221222,0.0931863,0.259134,,,,,,,,0.286279,,,,,,,,,,0.0689143,999.0,,,,,,,109.40000000000002,,102.0,,,,,,,,,,,,,,,,,,,,Anthony Bender,19742,669622,Pitcher,1.0,1.0,0.0,3.29587,0.0,0.0,0.0,,22.0,91.0,8.0,9.86408,3.54719,2.78082,0.849663,0.1659475490450859,1.23195,0.756489,,,3.4678,0.0662864,4.9727272727272736,4.636363636363637
Franco Aleman,CLE,21,,,16.0,,,,2.0,8.0,,8.0,,26.0,1.0,,,,,,0.202284,0.0961592,0.293939,,,,,,,,0.271294,,,,,,,,,,0.0688604,999.0,,,,,,,114.20000000000002,,104.0,,,,,,,,,,,,,,,,,,,,Franco Aleman,30195,680916,Pitcher,1.0,1.0,0.0,2.99735,0.0,0.0,0.0,,21.0,88.0,7.0,11.2143,3.66864,3.05679,0.950879,0.1977792903780937,1.17282,0.789409,,,3.35602,0.0798198,5.438095238095239,4.9523809523809526
Brandon Eisert,CHW,27,,,27.0,,,,4.0,14.0,,9.0,,24.0,1.0,,,,,,0.253111,0.0809552,0.209418,,,,,,,,0.297701,,,,,,,,,,0.0675671,999.0,,,,,,,114.40000000000002,,117.0,,,,,,,,,,,,,,,,,,,,Brandon Eisert,27668,685126,Pitcher,1.0,1.0,0.0,4.36049,0.0,0.0,4.0,,27.0,116.0,13.0,8.11123,3.13557,2.58684,1.20523,0.1284632459282875,1.33753,0.702885,,,4.23103,0.025936,4.237037037037037,4.333333333333333
Seth Hernandez,PIT,1,,,3.0,,,,1.0,2.0,,2.0,0.0,5.0,0.0,,,,,,0.223662,0.108054,0.264344,,,,,,,,0.286067,,,,,,,,,,0.0662512,999.0,,,,,,,16.67873477935791,,13.147793769836426,,,,,,,,,,,,,,,,,,,,Seth Hernandez,sa3069247,815825,Pitcher,0.0,0.0,0.0,3.87489,1.0,0.0,0.0,,4.42956,17.0,2.0,9.31184,3.80632,2.44641,1.0213,0.1562902629375457,1.19335,0.699003,,,3.94926,0.0832463,3.76532645930473,2.96819491513929
Dax Fulton,MIA,22,,,29.0,,,,4.0,16.0,,15.0,,26.0,2.0,,,,,,0.248705,0.11104,0.19485,,,,,,,,0.29191,,,,,,,,,,0.0662063,999.0,,,,,,,91.00000000000004,,94.0,,,,,,,,,,,,,,,,,,,,Dax Fulton,27757,690978,Pitcher,2.0,3.0,1.0,4.49448,2.0,0.0,0.0,,29.0,132.0,14.0,8.01534,4.56772,1.75478,1.10311,0.0838102251291275,1.50444,0.719514,,,4.60462,0.0431497,3.13793103448276,3.2413793103448274
Rico Garcia,BAL,28,,,25.0,,,,4.0,14.0,,12.0,,31.0,1.0,,,,,,0.229422,0.0983376,0.256917,,,,,,,,0.284362,,,,,,,,,,0.0661989,999.0,,,,,,,145.00000000000006,,140.0,,,,,,,,,,,,,,,,,,,,Rico Garcia,20023,670329,Pitcher,2.0,1.0,0.0,4.12477,0.0,1.0,6.0,,28.0,123.0,13.0,10.0335,3.84043,2.6126,1.31818,0.158579409122467,1.31284,0.733234,,,4.2106,0.0746351,5.178571428571431,5.0
Matt Krook,ATH,23,,,21.0,,,,2.0,11.0,,13.0,,27.0,1.0,,,,,,0.225154,0.119065,0.251424,,,,,,,,0.291327,,,,,,,,,,0.0657123,999.0,,,,,,,111.00000000000004,,109.0,,,,,,,,,,,,,,,,,,,,Matt Krook,19315,640454,Pitcher,2.0,1.0,0.0,3.72522,0.0,0.0,2.0,,23.0,106.0,10.0,10.2734,4.86509,2.11165,0.9088,0.1323589459061622,1.42856,0.75861,,,3.9238,0.0687543,4.82608695652174,4.739130434782608
Keaton Winn,SFG,22,,,24.0,,,,3.0,12.0,,8.0,,22.0,1.0,,,,,,0.246478,0.0796957,0.211698,,,,,,,,0.295786,,,,,,,,,,0.0656733,999.0,,,,,,,95.3,,98.0,,,,,,,,,,,,,,,,,,,,Keaton Winn,23499,676775,Pitcher,1.0,1.0,1.0,3.9082,1.0,0.0,0.0,,24.0,105.0,11.0,8.17426,3.07728,2.65633,0.974816,0.1320020481944084,1.30355,0.719899,,,3.86381,0.0912419,3.9708333333333337,4.083333333333333
Elmer Rodríguez,NYY,8,,,13.0,,,,2.0,8.0,,7.0,,11.0,1.0,,,,,,0.252535,0.114417,0.186273,,,,,,,,0.293506,,,,,,,,,,0.0652275,748.5700073242188,,,,,,,43.2,,42.0,,,,,,,,,,,,,,,,,,,,Elmer Rodriguez,31811,695684,Pitcher,1.0,1.0,1.0,4.64565,2.0,0.0,0.0,,14.0,60.0,7.0,6.98032,4.28763,1.62802,1.00165,0.071855828166008,1.39488,0.670743,,,4.58149,0.088361,3.085714285714286,3.0
Chase Silseth,LAA,28,,,25.0,,,,3.0,14.0,,13.0,,28.0,1.0,,,,,,0.237434,0.107695,0.231546,,,,,,,,0.290242,,,,,,,,,,0.0649361,999.0,,,,,,,148.30000000000004,,144.0,,,,,,,,,,,,,,,,,,,,Chase Silseth,30074,681217,Pitcher,2.0,1.0,0.0,4.23943,0.0,1.0,6.0,,28.0,119.0,13.0,8.96477,4.16963,2.15002,1.12972,0.1238511428236961,1.36259,0.71458,,,4.2883,0.118666,5.296428571428573,5.142857142857143
George Klassen,LAA,10,,,16.0,,,,2.0,9.0,,9.0,,16.0,1.0,,,,,,0.244722,0.11625,0.213384,,,,,,,,0.291453,,,,,,,,,,0.0645205,999.0,,,,,,,61.600000000000016,,61.0,,,,,,,,,,,,,,,,,,,,George Klassen,33464,691946,Pitcher,1.0,1.0,1.0,4.62268,2.0,0.0,0.0,,17.0,76.0,9.0,8.71949,4.75029,1.83557,1.23766,0.0971346274018287,1.49626,0.717373,,,4.70461,0.0669576,3.6235294117647063,3.588235294117647
Antonio Senzatela,COL,32,,,39.0,,,,5.0,21.0,,13.0,,27.0,2.0,,,,,,0.272387,0.0846331,0.172754,,,,,,,,0.306292,,,,,,,,,,0.062837,999.0,,,,,,,157.1,,171.0,,,,,,,,,,,,,,,,,,,,Antonio Senzatela,15488,622608,Pitcher,2.0,1.0,1.0,4.98923,1.0,8.0,3.0,,35.0,159.0,19.0,7.05381,3.4557,2.04121,1.30987,0.0881206169724464,1.50143,0.69043,,,4.73321,0.0256429,4.488571428571428,4.885714285714286
Kutter Crawford,BOS,8,,,12.0,,,,2.0,7.0,,4.0,,12.0,1.0,,,,,,0.249029,0.0727156,0.222182,,,,,,,,0.29023,,,,,,,,,,0.0614094,999.0,,,,,,,42.000000000000014,,43.0,,,,,,,,,,,,,,,,,,,,Kutter Crawford,20531,676710,Pitcher,1.0,0.0,1.0,4.44829,1.0,0.0,0.0,,12.0,52.0,6.0,8.43436,2.7604,3.05549,1.42912,0.1494662389159202,1.26947,0.696776,,,4.35131,0.0374844,3.5000000000000013,3.583333333333333
Brycen Mautz,STL,20,,,34.0,,,,5.0,20.0,,15.0,,27.0,2.0,,,,,,0.257343,0.101136,0.176891,,,,,,,,0.288813,,,,,,,,,,0.0609915,999.0,,,,,,,104.70000000000002,,108.0,,,,,,,,,,,,,,,,,,,,Brycen Mautz,31910,802408,Pitcher,2.0,3.0,2.0,4.89157,4.0,0.0,0.0,,34.0,150.0,19.0,6.94504,3.97076,1.74905,1.27902,0.0757554247975349,1.43722,0.68127,,,4.88581,0.0277404,3.079411764705883,3.176470588235294
Daniel Lynch IV,KCR,30,,,30.0,,,,4.0,16.0,,10.0,,24.0,1.0,,,,,,0.254731,0.0777289,0.181595,,,,,,,,0.290394,,,,,,,,,,0.0609232,999.0,,,,,,,147.8,,151.0,,,,,,,,,,,,,,,,,,,,Daniel Lynch IV,21537,663738,Pitcher,2.0,1.0,0.0,4.29746,0.0,2.0,7.0,,30.0,130.0,14.0,7.06373,3.02352,2.33626,1.10896,0.103865846991539,1.33935,0.700883,,,4.28663,0.0703045,4.926666666666667,5.033333333333333
Matt Festa,CLE,23,,,20.0,,,,3.0,10.0,,8.0,,23.0,1.0,,,,,,0.231406,0.0819583,0.235379,,,,,,,,0.281476,,,,,,,,,,0.0607892,999.0,,,,,,,108.3,,103.0,,,,,,,,,,,,,,,,,,,,Matt Festa,19330,670036,Pitcher,1.0,1.0,0.0,3.73225,0.0,0.0,2.0,,23.0,96.0,9.0,9.00325,3.1349,2.87194,1.1093,0.1534206867218017,1.24036,0.737425,,,3.89268,0.0963332,4.708695652173914,4.478260869565218
Craig Yoho,MIL,21,,,18.0,,,,2.0,9.0,,9.0,,26.0,1.0,,,,,,0.218765,0.0997719,0.278818,,,,,,,,0.289379,,,,,,,,,,0.0601942,999.0,,,,,,,106.0,,101.0,,,,,,,,,,,,,,,,,,,,Craig Yoho,33248,684974,Pitcher,1.0,1.0,0.0,3.44167,0.0,0.0,0.0,,21.0,92.0,8.0,10.7903,3.86117,2.79456,0.976712,0.1790464520454406,1.26494,0.761242,,,3.55536,0.045327,5.047619047619048,4.809523809523809
Gavin Stone,LAD,1,,,4.0,,,,1.0,2.0,,1.0,,4.0,0.0,,,,,,0.252066,0.0776515,0.206439,,,,,,,,0.293296,,,,,,,,,,0.0591361,999.0,,,,,,,11.9,,12.0,,,,,,,,,,,,,,,,,,,,Gavin Stone,27792,694813,Pitcher,0.0,0.0,0.0,4.54768,1.0,0.0,0.0,,4.0,19.0,2.0,7.99511,3.00733,2.65854,1.24694,0.1287878826260566,1.32844,0.689655,,,4.20591,0.0493755,2.975,3.0
Drew Rom,MIL,23,,,22.0,,,,3.0,11.0,,9.0,,26.0,1.0,,,,,,0.235095,0.0861399,0.247982,,,,,,,,0.290236,,,,,,,,,,0.0590885,999.0,,,,,,,106.1,,106.0,,,,,,,,,,,,,,,,,,,,Drew Rom,24602,680723,Pitcher,1.0,0.0,0.0,3.96326,0.0,0.0,2.0,,23.0,105.0,10.0,10.0043,3.47514,2.87883,1.26168,0.1618422567844391,1.33742,0.750508,,,4.01326,0.0384194,4.61304347826087,4.608695652173913
Tyson Hardin,MIL,1,,,4.0,,,,0.0,2.0,,1.0,,3.0,0.0,,,,,,0.2468,0.0754436,0.211694,,,,,,,,0.291116,,,,,,,,,,0.0584577,999.0,,,,,,,22.200000000000003,,23.0,,,,,,,,,,,,,,,,,,,,Tyson Hardin,sa3025574,824620,Pitcher,0.0,0.0,0.0,4.07467,1.0,0.0,0.0,,4.0,16.0,2.0,7.99286,2.8485,2.80599,1.12561,0.1362506300210952,1.26258,0.706296,,,4.04078,0.0483939,5.550000000000001,5.75
Ronel Blanco,HOU,9,,,13.0,,,,2.0,8.0,,6.0,,13.0,1.0,,,,,,0.244764,0.0976219,0.220083,,,,,,,,0.288095,,,,,,,,,,0.0574916,999.0,,,,,,,50.20000000000003,,49.0,,,,,,,,,,,,,,,,,,,,Ronel Blanco,19407,669854,Pitcher,1.0,0.0,1.0,4.57711,1.0,0.0,0.0,,14.0,60.0,7.0,8.44424,3.7456,2.25444,1.3368,0.1224611178040504,1.34575,0.694568,,,4.55612,0.0294556,3.585714285714288,3.5
Ian Hamilton,ATL,23,,,21.0,,,,3.0,11.0,,10.0,,24.0,1.0,,,,,,0.237308,0.0983754,0.243578,,,,,,,,0.298061,,,,,,,,,,0.057484,999.0,,,,,,,101.70000000000002,,99.0,,,,,,,,,,,,,,,,,,,,Ian Hamilton,19261,641656,Pitcher,1.0,1.0,0.0,3.94532,0.0,0.0,2.0,,23.0,99.0,10.0,9.31686,3.76286,2.47601,1.00953,0.1452026292681694,1.31578,0.722323,,,3.8951,0.0454116,4.421739130434784,4.304347826086956
Joseph Dzierwa,BAL,1,,,5.0,,,,1.0,3.0,,2.0,0.0,4.0,0.0,,,,,,0.247439,0.077314,0.215542,,,,,,,,0.288731,,,,,,,,,,0.0571598,999.0,,,,,,,13.843176269531252,,14.09674072265625,,,,,,,,,,,,,,,,,,,,Joseph Dzierwa,sa3030726,804530,Pitcher,0.0,0.0,0.0,4.33592,1.0,0.0,0.0,,5.01935,21.0,2.0,7.94969,2.85152,2.78788,1.27469,0.1382282376289367,1.24143,0.685653,,,4.29379,0.00534696,2.757962960711116,2.808480367717694
Mason Peters,SEA,1,,,3.0,,,,0.0,2.0,,1.0,0.0,4.0,0.0,,,,,,0.231235,0.0890493,0.236682,,,,,,,,0.28424,,,,,,,,,,0.0565087,999.0,,,,,,,26.89063549041748,,25.061240196228027,,,,,,,,,,,,,,,,,,,,Mason Peters,sa3060252,830336,Pitcher,0.0,0.0,0.0,3.74153,1.0,0.0,0.0,,4.01225,15.0,2.0,8.19847,3.0846,2.65787,0.947832,0.1476324871182441,1.14345,0.692149,,,3.84042,0.0328854,6.70213686377015,6.246184171839015
Dylan Brown,BOS,1,,,4.0,,,,1.0,2.0,,2.0,0.0,4.0,0.0,,,,,,0.252352,0.0994509,0.210303,,,,,,,,0.302962,,,,,,,,,,0.0561228,999.0,,,,,,,13.89703388214111,,12.37637424468994,,,,,,,,,,,,,,,,,,,,Dylan Brown,sa3027818,832562,Pitcher,0.0,0.0,0.0,4.38629,1.0,0.0,0.0,,4.67527,20.0,2.0,8.0823,3.82206,2.11464,1.03237,0.1108523458242416,1.38261,0.695815,,,4.25279,0.0985807,2.9724528142549502,2.647197147671713
Justin Lawrence,WSN,26,,,23.0,,,,3.0,13.0,,13.0,,26.0,1.0,,,,,,0.234722,0.11508,0.22824,,,,,,,,0.289852,,,,,,,,,,0.0560483,999.0,,,,,,,130.7,,126.0,,,,,,,,,,,,,,,,,,,,Justin Lawrence,17639,664875,Pitcher,2.0,1.0,0.0,4.08907,0.0,1.0,5.0,,26.0,113.0,12.0,8.9604,4.51788,1.98332,0.997167,0.1131604835391044,1.39564,0.725016,,,4.21921,0.0472734,5.026923076923077,4.846153846153846
Justin Martinez,ARI,16,,,12.0,,,,1.0,7.0,,9.0,,20.0,1.0,,,,,,0.207483,0.125364,0.28863,,,,,,,,0.294737,,,,,,,,,,0.0556203,999.0,,,,,,,84.9,,77.0,,,,,,,,,,,,,,,,,,,,Justin Martinez,24453,679885,Pitcher,1.0,1.0,0.0,3.2913,0.0,0.0,0.0,,16.0,70.0,6.0,11.2358,4.8802,2.30233,0.567465,0.1632653027772903,1.31148,0.742268,,,3.28222,0.0336311,5.30625,4.8125
Blade Tidwell,SFG,10,,,13.0,,,,2.0,7.0,,6.0,,14.0,1.0,,,,,,0.23461,0.095852,0.22188,,,,,,,,0.280845,,,,,,,,,,0.055107,999.0,,,,,,,52.20000000000003,,51.0,,,,,,,,,,,,,,,,,,,,Blade Tidwell,31701,694918,Pitcher,1.0,0.0,1.0,4.02866,1.0,0.0,0.0,,14.0,62.0,6.0,8.70877,3.76219,2.31482,1.14836,0.1260276362299919,1.33137,0.730837,,,4.2333,0.104308,3.728571428571431,3.642857142857143
Eric Orze,MIN,27,,,25.0,,,,3.0,14.0,,12.0,,26.0,1.0,,,,,,0.242898,0.100797,0.224906,,,,,,,,0.295677,,,,,,,,,,0.054722,999.0,,,,,,,130.9,,129.0,,,,,,,,,,,,,,,,,,,,Eric Orze,27626,679358,Pitcher,2.0,1.0,0.0,4.2135,0.0,0.0,5.0,,27.0,116.0,13.0,8.77132,3.93109,2.23127,1.08831,0.1241083145141601,1.371,0.715366,,,4.19012,0.0371021,4.848148148148148,4.777777777777778
Austin Peterson,CLE,8,,,16.0,,,,2.0,9.0,,5.0,,11.0,1.0,,,,,,0.265784,0.0712076,0.166946,,,,,,,,0.291351,,,,,,,,,,0.05455,999.0,,,,,,,56.20000000000001,,58.0,,,,,,,,,,,,,,,,,,,,Austin Peterson,sa3020868,804926,Pitcher,1.0,0.0,1.0,4.82994,2.0,0.0,0.0,,16.0,66.0,8.0,6.33873,2.70366,2.3445,1.34836,0.0957384556531906,1.32989,0.663966,,,4.68083,0.0503129,3.5125000000000006,3.625
Jesse Scholtens,TBR,5,,,9.0,,,,1.0,5.0,,3.0,,7.0,0.0,,,,,,0.253961,0.0721529,0.193279,,,,,,,,0.287138,,,,,,,,,,0.0541766,999.0,,,,,,,35.90000000000001,,37.0,,,,,,,,,,,,,,,,,,,,Jesse Scholtens,19205,669947,Pitcher,0.0,0.0,1.0,4.48872,1.0,0.0,0.0,,9.0,37.0,4.0,7.44123,2.77789,2.67874,1.35393,0.1211258023977279,1.30504,0.694702,,,4.47091,0.0220251,3.98888888888889,4.111111111111111
Tyler Wells,BAL,29,,,27.0,,,,5.0,15.0,,8.0,,27.0,1.0,,,,,,0.243592,0.0681263,0.227618,,,,,,,,0.282789,,,,,,,,,,0.0537703,748.469970703125,,,,,,,142.90000000000003,,140.0,,,,,,,,,,,,,,,,,,,,Tyler Wells,20000,669330,Pitcher,2.0,1.0,0.0,4.33028,0.0,1.0,7.0,,29.0,119.0,14.0,8.48277,2.5389,3.34112,1.46818,0.1594915091991424,1.21141,0.697742,,,4.31879,0.0373211,4.927586206896553,4.827586206896552
Tyler Zuber,MIA,26,,,24.0,,,,4.0,13.0,,12.0,,30.0,1.0,,,,,,0.227141,0.101951,0.243833,,,,,,,,0.279381,,,,,,,,,,0.0533571,999.0,,,,,,,121.79999999999998,,119.0,,,,,,,,,,,,,,,,,,,,Tyler Zuber,20379,676604,Pitcher,2.0,1.0,0.0,3.95623,0.0,0.0,5.0,,26.0,122.0,12.0,10.1556,4.24622,2.39168,1.26101,0.1418825984001159,1.40352,0.764809,,,4.24781,0.0498655,4.684615384615384,4.576923076923077
Spencer Turnbull,,2,,,8.0,,,,1.0,5.0,,3.0,,6.0,1.0,,,,,,0.263359,0.0915254,0.159322,,,,,,,,0.294686,,,,,,,,,,0.0529611,999.0,,,,,,,26.100000000000005,,27.0,,,,,,,,,,,,,,,,,,,,Spencer Turnbull,16207,605513,Pitcher,0.0,1.0,1.0,4.96172,2.0,0.0,0.0,,8.0,35.0,4.0,6.47779,3.72129,1.74074,1.1026,0.0677966028451919,1.47014,0.660377,,,4.77489,0.0060893,3.2625000000000006,3.375
Justin Lamkin,KCR,1,,,4.0,,,,1.0,3.0,,2.0,0.0,4.0,0.0,,,,,,0.24663,0.0880685,0.216913,,,,,,,,0.289001,,,,,,,,,,0.0529045,999.0,,,,,,,15.463020801544191,,13.434473514556885,,,,,,,,,,,,,,,,,,,,Justin Lamkin,sa3035887,703610,Pitcher,0.0,0.0,0.0,4.46659,1.0,0.0,0.0,,4.88689,19.0,2.0,7.5714,3.07406,2.463,1.20397,0.1288442909717559,1.20312,0.65076,,,4.34686,0.0100238,3.164181293354257,2.749081846709992
Matt Brash,SEA,19,,,16.0,,,,2.0,7.0,,8.0,,22.0,1.0,,,,,,0.214975,0.0933776,0.273777,,,,,,,,0.284754,,,,,,,,,,0.0523388,733.280029296875,,,,,,,96.4,,91.0,,,,,,,,,,,,,,,,,,,,Matt Brash,25756,666374,Pitcher,1.0,1.0,0.0,3.10922,0.0,1.0,0.0,,19.0,82.0,7.0,10.4035,3.54835,2.93193,0.823017,0.1803993955254554,1.20684,0.768911,,,3.30965,0.0657945,5.0736842105263165,4.789473684210527
Austin Warren,NYM,26,,,24.0,,,,3.0,13.0,,10.0,,26.0,1.0,,,,,,0.235014,0.0920268,0.228792,,,,,,,,0.282732,,,,,,,,,,0.052239,999.0,,,,,,,132.1,,130.0,,,,,,,,,,,,,,,,,,,,Austin Warren,24937,681810,Pitcher,1.0,1.0,0.0,4.03512,0.0,0.0,5.0,,26.0,113.0,12.0,8.83709,3.55454,2.48615,1.17939,0.1367652416229248,1.29929,0.725556,,,4.17636,0.00318694,5.080769230769231,5.0
Eric Lauer,LAD,14,,,25.0,,,,5.0,16.0,,8.0,,19.0,1.0,,,,,,0.26107,0.0756581,0.183269,,,,,,,,0.281855,,,,,,,,,,0.0519636,720.5399780273438,,,,,,,69.5,,71.0,,,,,,,,,,,,,,,,,,,,Eric Lauer,19316,641778,Pitcher,1.0,1.0,1.0,5.24114,2.0,0.0,0.0,,25.0,105.0,15.0,6.94757,2.86813,2.42234,1.72444,0.1076112538576126,1.32326,0.651374,,,5.14523,-0.0706718,2.78,2.84
Jackson Steensma,SEA,1,,,2.0,,,,0.0,1.0,,1.0,0.0,3.0,0.0,,,,,,0.225491,0.0894971,0.253807,,,,,,,,0.284381,,,,,,,,,,0.0514999,999.0,,,,,,,21.22598032951355,,18.828365087509155,,,,,,,,,,,,,,,,,,,,Jackson Steensma,sa3043006,805517,Pitcher,0.0,0.0,0.0,3.56641,1.0,0.0,0.0,,3.16567,11.0,1.0,7.98343,2.81511,2.83592,0.844894,0.1643095090985298,1.02147,0.661384,,,3.63791,0.0917156,6.705045092200927,5.947665783362373
Sam Hentges,SFG,29,,,25.0,,,,3.0,14.0,,13.0,,26.0,1.0,,,,,,0.241154,0.10722,0.217507,,,,,,,,0.294515,,,,,,,,,,0.0509497,999.0,,,,,,,151.70000000000002,,145.0,,,,,,,,,,,,,,,,,,,,Sam Hentges,18548,656529,Pitcher,2.0,1.0,0.0,4.08615,0.0,1.0,6.0,,29.0,119.0,13.0,8.19085,4.03769,2.0286,0.910195,0.11028653383255,1.33753,0.70375,,,4.09483,0.0750049,5.231034482758622,5.0
Jack Dreyer,LAD,23,,,19.0,,,,3.0,10.0,,8.0,,24.0,1.0,,,,,,0.22544,0.0820153,0.252877,,,,,,,,0.276895,,,,,,,,,,0.0506621,999.0,,,,,,,116.9,,109.0,,,,,,,,,,,,,,,,,,,,Jack Dreyer,30249,676263,Pitcher,1.0,1.0,0.0,3.72721,0.0,0.0,3.0,,23.0,95.0,9.0,9.58501,3.1087,3.08329,1.22406,0.1708616316318512,1.20653,0.742239,,,3.91917,0.0469885,5.082608695652175,4.739130434782608
Hayden Wesneski,HOU,8,,,11.0,,,,2.0,6.0,,4.0,,11.0,0.0,,,,,,0.241627,0.0786026,0.222707,,,,,,,,0.283333,,,,,,,,,,0.0505435,999.0,,,,,,,38.20000000000001,,39.0,,,,,,,,,,,,,,,,,,,,Hayden Wesneski,27581,669713,Pitcher,1.0,1.0,1.0,4.32133,1.0,0.0,0.0,,11.0,48.0,5.0,8.47645,2.99169,2.83333,1.32964,0.1441048011183738,1.265,0.706806,,,4.25064,0.0394097,3.4727272727272736,3.5454545454545454
Riley Quick,MIN,1,,,3.0,,,,0.0,2.0,,2.0,0.0,4.0,0.0,,,,,,0.234984,0.106741,0.248874,,,,,,,,0.297805,,,,,,,,,,0.0493606,999.0,,,,,,,19.52829351425171,,19.113711833953857,,,,,,,,,,,,,,,,,,,,Riley Quick,sa3040326,804981,Pitcher,0.0,0.0,0.0,4.01736,1.0,0.0,0.0,,3.42274,14.0,2.0,9.37804,4.02221,2.33156,1.00584,0.1421330049633979,1.3141,0.714009,,,3.99336,0.0120289,5.705452359992204,5.584326772416482
Ryan Sloan,SEA,6,,,8.0,,,,1.0,4.0,,3.0,,8.0,0.0,,,,,,0.23094,0.0703236,0.230201,,,,,,,,0.277017,,,,,,,,,,0.0487475,999.0,,,,,,,40.500000000000014,,39.0,,,,,,,,,,,,,,,,,,,,Ryan Sloan,sa3067131,815549,Pitcher,1.0,1.0,1.0,3.61146,1.0,0.0,0.0,,9.0,36.0,3.0,8.58554,2.62278,3.27345,1.10511,0.1598771512508392,1.17096,0.733376,,,3.80047,0.110631,4.500000000000002,4.333333333333333
Adam Seminaris,PHI,1,,,5.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.264152,0.07726,0.171886,,,,,,,,0.296084,,,,,,,,,,0.0476086,999.0,,,,,,,10.15673370361328,,10.957252502441406,,,,,,,,,,,,,,,,,,,,Adam Seminaris,sa3015010,694372,Pitcher,0.0,0.0,0.0,4.64293,1.0,0.0,0.0,,4.79145,20.0,2.0,6.40657,2.87966,2.22477,1.15294,0.0946258082985878,1.31751,0.662521,,,4.47162,0.00712002,2.1197617929222563,2.2868341228454283
Jackson Kent,WSN,1,,,5.0,,,,1.0,3.0,,2.0,0.0,4.0,0.0,,,,,,0.25269,0.0817991,0.195235,,,,,,,,0.288784,,,,,,,,,,0.047563,999.0,,,,,,,12.53540840148926,,13.21311378479004,,,,,,,,,,,,,,,,,,,,Jackson Kent,sa3035282,800600,Pitcher,0.0,0.0,0.0,4.49711,1.0,0.0,0.0,,4.84262,20.0,2.0,7.17978,3.00817,2.38676,1.22219,0.1134356558322906,1.27094,0.670954,,,4.4427,0.00562827,2.588557694996592,2.728503632831009
Grant Anderson,MIL,30,,,26.0,,,,4.0,15.0,,13.0,,29.0,1.0,,,,,,0.233378,0.0995618,0.230961,,,,,,,,0.279706,,,,,,,,,,0.0471905,999.0,,,,,,,145.20000000000002,,138.0,,,,,,,,,,,,,,,,,,,,Grant Anderson,20546,681982,Pitcher,2.0,1.0,0.0,4.19938,0.0,0.0,6.0,,30.0,127.0,14.0,8.90849,3.84024,2.31978,1.25427,0.1313991844654083,1.31571,0.719331,,,4.36689,0.0638442,4.840000000000001,4.6
