Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,PlayerType,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP
Lucas Giolito,SDP,6,,,34.0,,,,5.0,21.0,,15.0,,26.0,2.0,,,,,,0.259286,0.10072,0.173519,,,,,,,,0.286664,,,,,,,,,,0.119985,728.47998046875,,,,,,,102.70000000000002,,106.0,,,,,,,,,,,,,,,,,,,,Lucas Giolito,15474,608337,Pitcher,2.0,3.0,2.0,5.09811,6.0,0.0,0.0,,34.0,148.0,19.0,6.80888,3.95224,1.72279,1.3994,0.0727992057800293,1.44261,0.672626,,,5.08353,-0.0417584,3.020588235294118,3.117647058823529
Zach Thornton,NYM,3,,,13.0,,,,2.0,8.0,,5.0,,10.0,1.0,,,,,,0.255813,0.0813897,0.175058,,,,,,,,0.28402,,,,,,,,,,0.117479,999.0,,,,,,,47.2,,46.0,,,,,,,,,,,,,,,,,,,,Zach Thornton,33891,804267,Pitcher,1.0,1.0,1.0,4.63574,3.0,0.0,0.0,,14.0,57.0,7.0,6.4953,3.01986,2.15086,1.24989,0.093668408691883,1.29273,0.664797,,,4.61029,0.0481828,3.3714285714285714,3.2857142857142856
Brandyn Garcia,ARI,28,,,24.0,,,,2.0,12.0,,13.0,,29.0,1.0,,,,,,0.226977,0.109612,0.239184,,,,,,,,0.289928,,,,,,,,,,0.116192,999.0,,,,,,,156.20000000000005,,150.0,,,,,,,,,,,,,,,,,,,,Brandyn Garcia,33568,805299,Pitcher,2.0,1.0,0.0,3.54155,0.0,0.0,5.0,,28.0,122.0,11.0,9.54345,4.3735,2.18211,0.789258,0.1295726299285888,1.36991,0.753819,,,3.7414,0.192576,5.57857142857143,5.357142857142857
Kenley Jansen,DET,28,,,23.0,,,,4.0,13.0,,11.0,,29.0,1.0,,,,,,0.219909,0.0973038,0.251523,,,,,,,,0.266831,,,,,,,,,,0.114032,133.02000427246094,,,,,,,183.20000000000005,,173.0,,,,,,,,,,,,,,,,,,,,Kenley Jansen,3096,445276,Pitcher,2.0,1.0,0.0,3.92442,0.0,11.0,2.0,,28.0,117.0,12.0,9.43213,3.64889,2.58493,1.29398,0.1542195752263069,1.22201,0.730611,,,4.23903,0.304438,6.5428571428571445,6.178571428571429
Gabriel Hughes,COL,14,,,23.0,,,,3.0,13.0,,7.0,,16.0,1.0,,,,,,0.2818,0.0799149,0.180181,,,,,,,,0.321675,,,,,,,,,,0.11146,999.0,,,,,,,59.3,,69.0,,,,,,,,,,,,,,,,,,,,Gabriel Hughes,sa3020661,687312,Pitcher,1.0,1.0,1.0,5.12157,2.0,0.0,0.0,,20.0,90.0,12.0,7.18923,3.1886,2.25466,1.2769,0.1002662926912307,1.49009,0.672531,,,4.56094,0.0161629,2.965,3.45
Alex Lange,KCR,29,,,27.0,,,,3.0,15.0,,15.0,,28.0,2.0,,,,,,0.239525,0.115067,0.222526,,,,,,,,0.295512,,,,,,,,,,0.111152,999.0,,,,,,,174.5,,173.0,,,,,,,,,,,,,,,,,,,,Alex Lange,19883,656638,Pitcher,2.0,1.0,0.0,4.13585,0.0,10.0,3.0,,29.0,127.0,13.0,8.74272,4.52082,1.93388,0.942065,0.1074590012431144,1.41496,0.719829,,,4.18909,0.163829,6.017241379310345,5.965517241379311
Michael Rucker,SEA,26,,,24.0,,,,3.0,11.0,,11.0,,30.0,1.0,,,,,,0.223925,0.0892287,0.252092,,,,,,,,0.283013,,,,,,,,,,0.110808,999.0,,,,,,,141.1,,139.0,,,,,,,,,,,,,,,,,,,,Michael Rucker,19454,621074,Pitcher,2.0,1.0,0.0,3.46076,0.0,0.0,6.0,,26.0,119.0,10.0,10.4346,3.69338,2.82523,1.05039,0.1628628224134445,1.33675,0.781316,,,3.6905,0.153531,5.426923076923076,5.346153846153846
Pierce Johnson,CIN,28,,,25.0,,,,4.0,14.0,,12.0,,31.0,1.0,,,,,,0.231191,0.0974423,0.250491,,,,,,,,0.28324,,,,,,,,,,0.110035,999.0,,,,,,,145.00000000000006,,140.0,,,,,,,,,,,,,,,,,,,,Pierce Johnson,13435,572955,Pitcher,2.0,1.0,0.0,4.18598,0.0,1.0,6.0,,28.0,122.0,13.0,9.71985,3.78108,2.57065,1.33022,0.1530482023954391,1.30828,0.726631,,,4.27656,0.103305,5.178571428571431,5.0
Carson Seymour,SFG,19,,,26.0,,,,3.0,13.0,,10.0,,22.0,1.0,,,,,,0.252552,0.0880208,0.196033,,,,,,,,0.298052,,,,,,,,,,0.10998,999.0,,,,,,,98.9,,102.0,,,,,,,,,,,,,,,,,,,,Carson Seymour,30084,693313,Pitcher,1.0,1.0,1.0,4.17007,2.0,0.0,0.0,,26.0,113.0,12.0,7.7188,3.46582,2.22712,0.978462,0.1080121845006942,1.38036,0.711874,,,4.10618,0.128463,3.803846153846154,3.923076923076923
Jonathan Cannon,CHW,13,,,27.0,,,,4.0,16.0,,10.0,,19.0,1.0,,,,,,0.263312,0.0862367,0.167199,,,,,,,,0.289505,,,,,,,,,,0.109593,999.0,,,,,,,77.99999999999999,,83.0,,,,,,,,,,,,,,,,,,,,Jonathan Cannon,31730,686563,Pitcher,1.0,1.0,2.0,4.95473,3.0,0.0,0.0,,26.0,114.0,14.0,6.54787,3.37722,1.93884,1.36493,0.0809620544314384,1.40942,0.675073,,,4.89353,0.0597554,3.0,3.1923076923076925
Steven Matz,TBR,19,,,26.0,,,,4.0,14.0,,8.0,,21.0,1.0,,,,,,0.256382,0.0717962,0.191552,,,,,,,,0.291482,,,,,,,,,,0.107801,712.989990234375,,,,,,,90.6,,93.0,,,,,,,,,,,,,,,,,,,,Steven Matz,13361,571927,Pitcher,1.0,1.0,1.0,4.45581,2.0,0.0,0.0,,26.0,112.0,13.0,7.30151,2.7367,2.668,1.27119,0.1197558268904686,1.30037,0.688922,,,4.3672,0.0511734,3.484615384615384,3.576923076923077
Quinn Mathews,STL,7,,,16.0,,,,2.0,9.0,,9.0,,17.0,1.0,,,,,,0.23946,0.122339,0.220791,,,,,,,,0.292314,,,,,,,,,,0.103529,999.0,,,,,,,63.600000000000016,,63.0,,,,,,,,,,,,,,,,,,,,Quinn Mathews,sa3023407,687273,Pitcher,1.0,1.0,1.0,4.37566,2.0,0.0,0.0,,17.0,75.0,8.0,8.84266,4.89966,1.80475,1.0642,0.0984520316123962,1.46648,0.719067,,,4.47585,0.11837,3.741176470588236,3.7058823529411766
Julian Garcia,CIN,24,,,19.0,,,,3.0,12.0,,9.0,,25.0,1.0,,,,,,0.233127,0.0931905,0.269046,,,,,,,,0.296844,,,,,,,,,,0.103229,999.0,,,,,,,119.3,,109.0,,,,,,,,,,,,,,,,,,,,Julian Garcia,22362,670062,Pitcher,1.0,0.0,0.0,4.06434,0.0,0.0,2.0,,24.0,92.0,11.0,9.28975,3.21773,2.88705,1.12012,0.1758554726839065,1.15838,0.675863,,,3.86284,0.0466569,4.970833333333334,4.541666666666667
A.J. Minter,NYM,27,,,24.0,,,,3.0,13.0,,9.0,,25.0,1.0,,,,,,0.232606,0.0824273,0.22431,,,,,,,,0.277004,,,,,,,,,,0.103129,999.0,,,,,,,144.5,,140.0,,,,,,,,,,,,,,,,,,,,A.J. Minter,18655,621345,Pitcher,2.0,1.0,0.0,3.84735,0.0,0.0,6.0,,27.0,112.0,12.0,8.3081,3.05298,2.72131,1.1212,0.1418827772140503,1.20702,0.716743,,,4.03278,0.050005,5.351851851851852,5.185185185185185
Caleb Kilian,SFG,30,,,29.0,,,,4.0,15.0,,12.0,,28.0,1.0,,,,,,0.241641,0.0898129,0.212733,,,,,,,,0.288994,,,,,,,,,,0.102904,999.0,,,,,,,180.4,,181.0,,,,,,,,,,,,,,,,,,,,Caleb Kilian,26213,668873,Pitcher,2.0,2.0,0.0,3.99577,0.0,10.0,4.0,,30.0,132.0,14.0,8.32849,3.51617,2.36862,1.04139,0.1229199916124343,1.33557,0.724839,,,4.07831,0.0447152,6.013333333333334,6.033333333333333
Jose Quintana,COL,4,,,25.0,,,,3.0,15.0,,8.0,,13.0,1.0,,,,,,0.295065,0.0874,0.139583,,,,,,,,0.315959,,,,,,,,,,0.10112,999.0,,,,,,,52.5,,65.0,,,,,,,,,,,,,,,,,,,,Jose Quintana,11423,500779,Pitcher,1.0,2.0,1.0,5.90776,4.0,0.0,0.0,,21.0,93.0,14.0,5.55714,3.47961,1.59706,1.47065,0.0521826669573783,1.56319,0.63416,,,5.30345,0.0017902,2.5,3.095238095238096
Craig Kimbrel,TBR,27,,,22.0,,,,4.0,12.0,,13.0,,32.0,1.0,,,,,,0.212765,0.109808,0.275386,,,,,,,,0.272888,,,,,,,,,,0.101105,999.0,,,,,,,140.40000000000003,,130.0,,,,,,,,,,,,,,,,,,,,Craig Kimbrel,6655,518886,Pitcher,2.0,1.0,0.0,3.72448,0.0,1.0,5.0,,27.0,116.0,11.0,10.7401,4.2825,2.50789,1.19859,0.1655781269073486,1.28557,0.758403,,,4.03292,0.169877,5.200000000000001,4.814814814814815
Justin Steele,CHC,8,,,11.0,,,,1.0,5.0,,3.0,,11.0,0.0,,,,,,0.240244,0.0655367,0.225989,,,,,,,,0.290268,,,,,,,,,,0.0983225,605.5,,,,,,,60.90000000000001,,60.0,,,,,,,,,,,,,,,,,,,,Justin Steele,17312,657006,Pitcher,1.0,1.0,1.0,3.5443,1.0,0.0,0.0,,12.0,48.0,5.0,8.43882,2.44726,3.44828,1.01266,0.1604519635438919,1.1955,0.740741,,,3.60731,0.0763725,5.075000000000001,5.0
Kendry Rojas,MIN,21,,,26.0,,,,3.0,15.0,,12.0,,25.0,1.0,,,,,,0.245281,0.0996901,0.213184,,,,,,,,0.29201,,,,,,,,,,0.0982251,999.0,,,,,,,113.70000000000005,,112.0,,,,,,,,,,,,,,,,,,,,Kendry Rojas,29423,696070,Pitcher,2.0,3.0,1.0,4.34341,2.0,0.0,0.0,,28.0,119.0,13.0,8.30311,3.88275,2.13846,1.14004,0.1134935021400451,1.37476,0.707901,,,4.35211,0.0681904,4.060714285714288,4.0
Trey Gibson,BAL,9,,,16.0,,,,2.0,9.0,,7.0,,15.0,1.0,,,,,,0.252822,0.101534,0.206758,,,,,,,,0.301134,,,,,,,,,,0.09634,999.0,,,,,,,65.60000000000002,,65.0,,,,,,,,,,,,,,,,,,,,Trey Gibson,33794,694346,Pitcher,1.0,1.0,1.0,4.48069,2.0,0.0,0.0,,17.0,73.0,8.0,8.17656,4.01532,2.03634,1.0988,0.1052237674593925,1.43131,0.704186,,,4.36796,0.112447,3.858823529411766,3.823529411764706
Mason Fluharty,TOR,27,,,23.0,,,,3.0,13.0,,11.0,,28.0,1.0,,,,,,0.228027,0.0974282,0.242753,,,,,,,,0.280566,,,,,,,,,,0.0958483,999.0,,,,,,,143.10000000000002,,136.0,,,,,,,,,,,,,,,,,,,,Mason Fluharty,31553,689254,Pitcher,2.0,1.0,0.0,3.88104,0.0,0.0,5.0,,27.0,115.0,12.0,9.36335,3.75794,2.49161,1.14161,0.1453252881765365,1.28833,0.735845,,,4.07474,0.0960806,5.300000000000001,5.037037037037037
Johan Oviedo,BOS,13,,,18.0,,,,3.0,10.0,,8.0,,19.0,1.0,,,,,,0.246044,0.0940365,0.223212,,,,,,,,0.294076,,,,,,,,,,0.0953691,536.780029296875,,,,,,,67.89999999999999,,67.0,,,,,,,,,,,,,,,,,,,,Johan Oviedo,22487,670912,Pitcher,1.0,1.0,1.0,4.40935,2.0,0.0,0.0,,19.0,83.0,9.0,8.60381,3.62468,2.37368,1.23806,0.1291757002472877,1.34539,0.70288,,,4.33689,0.136092,3.573684210526315,3.526315789473684
Lake Bachar,MIA,27,,,24.0,,,,4.0,13.0,,11.0,,28.0,1.0,,,,,,0.232182,0.0961064,0.243906,,,,,,,,0.285334,,,,,,,,,,0.0921958,999.0,,,,,,,133.20000000000002,,128.0,,,,,,,,,,,,,,,,,,,,Lake Bachar,19222,669199,Pitcher,2.0,1.0,0.0,4.02818,0.0,1.0,5.0,,27.0,117.0,12.0,9.42087,3.71211,2.53787,1.19773,0.1477996632456779,1.3017,0.728761,,,4.12738,0.102891,4.933333333333334,4.7407407407407405
Sam Bachman,LAA,28,,,27.0,,,,3.0,14.0,,13.0,,27.0,1.0,,,,,,0.240621,0.107351,0.215298,,,,,,,,0.290443,,,,,,,,,,0.0913691,999.0,,,,,,,157.10000000000002,,158.0,,,,,,,,,,,,,,,,,,,,Sam Bachman,29754,696147,Pitcher,2.0,1.0,0.0,4.18711,0.0,5.0,5.0,,28.0,126.0,13.0,8.61578,4.29595,2.00556,1.05179,0.1079476401209831,1.4197,0.725715,,,4.30038,0.193216,5.610714285714287,5.642857142857143
Evan Phillips,LAD,20,,,16.0,,,,2.0,9.0,,7.0,,20.0,1.0,,,,,,0.223253,0.0864803,0.25249,,,,,,,,0.277653,,,,,,,,,,0.0887049,999.0,,,,,,,105.8,,98.0,,,,,,,,,,,,,,,,,,,,Evan Phillips,17734,623465,Pitcher,1.0,1.0,0.0,3.5857,0.0,0.0,2.0,,20.0,80.0,8.0,9.25194,3.16888,2.91962,1.06609,0.166009247303009,1.1723,0.732416,,,3.78225,0.065527,5.290000000000001,4.9
Jose Cabrera,ARI,3,,,16.0,,,,2.0,10.0,,6.0,,11.0,1.0,,,,,,0.269099,0.0850006,0.160759,,,,,,,,0.296358,,,,,,,,,,0.0873757,999.0,,,,,,,53.20000000000001,,55.0,,,,,,,,,,,,,,,,,,,,Jose Cabrera,30412,703615,Pitcher,1.0,1.0,1.0,4.98114,3.0,0.0,0.0,,16.0,68.0,9.0,6.06946,3.2092,1.89127,1.23425,0.0757586732506752,1.37694,0.651881,,,4.74932,0.0137947,3.3250000000000006,3.4375
Luis Gil,NYY,15,,,26.0,,,,4.0,17.0,,14.0,,27.0,1.0,,,,,,0.238429,0.114321,0.215038,,,,,,,,0.277077,,,,,,,,,,0.0872776,376.5,,,,,,,106.80000000000004,,102.0,,,,,,,,,,,,,,,,,,,,Luis Gil,21052,661563,Pitcher,2.0,1.0,2.0,4.72937,3.0,0.0,0.0,,29.0,124.0,15.0,8.30828,4.41696,1.88099,1.37991,0.1007164195179939,1.38495,0.692992,,,4.88051,0.13114,3.6827586206896568,3.5172413793103448
Javier Assad,CHC,29,,,39.0,,,,5.0,22.0,,14.0,,31.0,2.0,,,,,,0.255918,0.0846052,0.182007,,,,,,,,0.289436,,,,,,,,,,0.0871102,999.0,,,,,,,164.70000000000002,,169.0,,,,,,,,,,,,,,,,,,,,Javier Assad,21741,665871,Pitcher,2.0,1.0,2.0,4.55705,2.0,1.0,5.0,,39.0,169.0,20.0,7.06566,3.28445,2.15124,1.22212,0.0974012687802314,1.36317,0.690619,,,4.53928,-0.0224195,4.223076923076923,4.333333333333333
Trevor Williams,WSN,13,,,23.0,,,,3.0,13.0,,7.0,,16.0,1.0,,,,,,0.267097,0.0702349,0.168196,,,,,,,,0.292793,,,,,,,,,,0.0858,999.0,,,,,,,74.10000000000001,,79.0,,,,,,,,,,,,,,,,,,,,Trevor Williams,16977,592866,Pitcher,1.0,1.0,1.0,4.87777,3.0,0.0,0.0,,22.0,95.0,12.0,6.62925,2.76822,2.39477,1.42834,0.0979613661766052,1.3827,0.681376,,,4.75804,0.021916,3.3681818181818186,3.590909090909091
Clarke Schmidt,NYY,5,,,8.0,,,,1.0,4.0,,3.0,,8.0,1.0,,,,,,0.237581,0.0802348,0.227006,,,,,,,,0.286145,,,,,,,,,,0.0847328,999.0,,,,,,,37.500000000000014,,36.0,,,,,,,,,,,,,,,,,,,,Clarke Schmidt,19899,657376,Pitcher,1.0,1.0,1.0,4.05,1.0,0.0,0.0,,9.0,37.0,4.0,8.7,3.075,2.82927,1.125,0.1467710360884666,1.25833,0.707692,,,3.99734,0.116926,4.166666666666668,4.0
Hogan Harris,ATH,31,,,28.0,,,,4.0,16.0,,15.0,,31.0,2.0,,,,,,0.23745,0.11345,0.230743,,,,,,,,0.290959,,,,,,,,,,0.084628,618.1699829101562,,,,,,,158.39999999999998,,154.0,,,,,,,,,,,,,,,,,,,,Hogan Harris,21520,663687,Pitcher,2.0,2.0,0.0,4.29844,0.0,4.0,5.0,,31.0,134.0,15.0,8.99898,4.42454,2.03388,1.11898,0.1172933578491211,1.39143,0.714479,,,4.35374,0.161514,5.1096774193548375,4.967741935483871
James Karinchak,ATL,27,,,23.0,,,,4.0,13.0,,13.0,,33.0,1.0,,,,,,0.221145,0.108794,0.278933,,,,,,,,0.286691,,,,,,,,,,0.0805776,999.0,,,,,,,134.8,,127.0,,,,,,,,,,,,,,,,,,,,James Karinchak,20151,675916,Pitcher,2.0,1.0,0.0,3.94346,0.0,0.0,5.0,,27.0,119.0,12.0,10.9202,4.25927,2.56388,1.22572,0.1701397001743316,1.31913,0.744873,,,4.02448,0.0795,4.992592592592593,4.703703703703703
Matt Svanson,STL,27,,,25.0,,,,3.0,13.0,,11.0,,24.0,1.0,,,,,,0.241804,0.0957229,0.214747,,,,,,,,0.293664,,,,,,,,,,0.0803536,528.7999877929688,,,,,,,129.9,,128.0,,,,,,,,,,,,,,,,,,,,Matt Svanson,29629,694335,Pitcher,2.0,1.0,0.0,3.93351,0.0,0.0,5.0,,27.0,114.0,12.0,8.2661,3.6846,2.24342,0.91347,0.1190239042043685,1.33272,0.718413,,,3.96357,0.0521235,4.811111111111111,4.7407407407407405
Ryne Stanek,STL,30,,,25.0,,,,4.0,14.0,,14.0,,32.0,2.0,,,,,,0.220795,0.110926,0.246248,,,,,,,,0.274451,,,,,,,,,,0.0801523,745.9000244140625,,,,,,,152.8,,143.0,,,,,,,,,,,,,,,,,,,,Ryne Stanek,15947,592773,Pitcher,2.0,1.0,0.0,3.8305,0.0,1.0,6.0,,30.0,129.0,13.0,9.64062,4.34274,2.21994,1.10731,0.1353225782513618,1.32495,0.746152,,,4.16654,0.142264,5.093333333333334,4.766666666666667
Jeremiah Estrada,SDP,23,,,17.0,,,,3.0,9.0,,9.0,,30.0,1.0,,,,,,0.19539,0.0992283,0.316697,,,,,,,,0.267044,,,,,,,,,,0.0788671,623.5800170898438,,,,,,,119.1,,106.0,,,,,,,,,,,,,,,,,,,,Jeremiah Estrada,22210,669093,Pitcher,2.0,1.0,0.0,3.03989,0.0,0.0,0.0,,23.0,95.0,8.0,11.7675,3.68704,3.1916,1.05737,0.2174683809280395,1.12696,0.787598,,,3.39047,0.0681924,5.178260869565218,4.608695652173913
Tyler Kinley,ATL,30,,,26.0,,,,4.0,15.0,,13.0,,33.0,2.0,,,,,,0.228278,0.102045,0.254315,,,,,,,,0.283326,,,,,,,,,,0.0769403,999.0,,,,,,,154.20000000000002,,147.0,,,,,,,,,,,,,,,,,,,,Tyler Kinley,18297,641755,Pitcher,2.0,2.0,0.0,4.08635,0.0,0.0,7.0,,30.0,129.0,14.0,9.73661,3.90685,2.49219,1.24288,0.1522698923945427,1.29475,0.725286,,,4.18855,0.0823773,5.140000000000001,4.9
Edwin Díaz,LAD,17,,,13.0,,,,2.0,6.0,,7.0,,23.0,1.0,,,,,,0.199851,0.0950333,0.321006,,,,,,,,0.278455,,,,,,,,,,0.0754871,33.0,,,,,,,124.40000000000002,,116.0,,,,,,,,,,,,,,,,,,,,Edwin Diaz,14710,621242,Pitcher,1.0,1.0,0.0,2.9908,0.0,7.0,0.0,,17.0,70.0,6.0,11.7313,3.47303,3.37783,0.970024,0.2259728536009788,1.111,0.779126,,,3.19697,0.0787749,7.317647058823531,6.823529411764706
John Schreiber,KCR,29,,,27.0,,,,3.0,15.0,,11.0,,25.0,1.0,,,,,,0.248899,0.0873193,0.20362,,,,,,,,0.292739,,,,,,,,,,0.0749471,999.0,,,,,,,150.5,,149.0,,,,,,,,,,,,,,,,,,,,John Schreiber,20020,670167,Pitcher,2.0,1.0,0.0,4.2322,0.0,1.0,6.0,,29.0,122.0,13.0,7.78847,3.33996,2.3319,1.08633,0.1163007020950317,1.32472,0.701815,,,4.20005,0.0995242,5.189655172413793,5.137931034482759
Robby Snelling,MIA,1,,,5.0,,,,1.0,2.0,,2.0,0.0,5.0,0.0,,,,,,0.242104,0.0877533,0.22755,,,,,,,,0.295053,,,,,,,,,,0.0746375,999.0,,,,,,,16.24524908065796,,16.368411540985107,,,,,,,,,,,,,,,,,,,,Robby Snelling,31893,702281,Pitcher,0.0,0.0,0.0,3.99381,1.0,0.0,0.0,,5.07368,21.0,2.0,8.43424,3.25261,2.59307,1.02159,0.1397967860102653,1.25981,0.704091,,,3.95915,0.125482,3.20186564586675,3.226140413746514
Cade Povich,BAL,11,,,15.0,,,,2.0,9.0,,5.0,,15.0,1.0,,,,,,0.246352,0.0800867,0.218515,,,,,,,,0.287441,,,,,,,,,,0.0741828,999.0,,,,,,,66.80000000000001,,66.0,,,,,,,,,,,,,,,,,,,,Cade Povich,30055,700249,Pitcher,1.0,0.0,1.0,4.40334,2.0,0.0,0.0,,16.0,67.0,8.0,8.22412,3.01417,2.72848,1.34489,0.138428546488285,1.27132,0.693844,,,4.36284,0.0241186,4.175000000000001,4.125
Tyler Alexander,TEX,31,,,36.0,,,,6.0,19.0,,11.0,,29.0,2.0,,,,,,0.252814,0.0687069,0.191226,,,,,,,,0.283455,,,,,,,,,,0.0741274,999.0,,,,,,,142.00000000000003,,145.0,,,,,,,,,,,,,,,,,,,,Tyler Alexander,17735,641302,Pitcher,2.0,2.0,2.0,4.47208,2.0,0.0,6.0,,36.0,154.0,18.0,7.35565,2.64286,2.78321,1.39535,0.1225190907716751,1.2885,0.696051,,,4.50317,-0.0329428,3.944444444444445,4.027777777777778
Steven Cruz,KCR,26,,,23.0,,,,3.0,12.0,,11.0,,26.0,1.0,,,,,,0.23224,0.0994178,0.235129,,,,,,,,0.285561,,,,,,,,,,0.0738076,999.0,,,,,,,131.7,,127.0,,,,,,,,,,,,,,,,,,,,Steven Cruz,23165,674444,Pitcher,2.0,1.0,0.0,3.91891,0.0,0.0,5.0,,26.0,111.0,11.0,9.123,3.85741,2.36506,1.07214,0.1357109174132347,1.31867,0.73191,,,4.06269,0.153789,5.065384615384615,4.884615384615385
Kai-Wei Teng,HOU,20,,,23.0,,,,3.0,13.0,,11.0,,24.0,1.0,,,,,,0.242002,0.098952,0.225561,,,,,,,,0.290705,,,,,,,,,,0.0737446,999.0,,,,,,,100.3,,98.0,,,,,,,,,,,,,,,,,,,,Kai-Wei Teng,24282,678906,Pitcher,1.0,1.0,1.0,4.34316,1.0,0.0,0.0,,25.0,109.0,12.0,8.84277,3.87925,2.2795,1.22988,0.1266092732548713,1.36866,0.714816,,,4.36144,0.0174528,4.012,3.92
Germán Márquez,SDP,17,,,43.0,,,,7.0,25.0,,15.0,,30.0,2.0,,,,,,0.263774,0.0851284,0.166493,,,,,,,,0.286162,,,,,,,,,,0.0737426,743.3200073242188,,,,,,,114.50000000000004,,123.0,,,,,,,,,,,,,,,,,,,,German Marquez,15038,608566,Pitcher,2.0,2.0,2.0,5.12835,5.0,0.0,0.0,,41.0,179.0,23.0,6.61238,3.38092,1.95579,1.52506,0.0813648104667663,1.42762,0.676466,,,5.1133,-0.0785402,2.792682926829269,3.0
Phil Maton,CHC,23,,,19.0,,,,2.0,10.0,,9.0,,24.0,1.0,,,,,,0.229397,0.0957451,0.249054,,,,,,,,0.289348,,,,,,,,,,0.0731446,743.3800048828125,,,,,,,122.20000000000002,,115.0,,,,,,,,,,,,,,,,,,,,Phil Maton,18064,664208,Pitcher,1.0,1.0,0.0,3.70628,0.0,0.0,2.0,,23.0,95.0,9.0,9.44874,3.63242,2.60123,0.989748,0.1533094197511673,1.26692,0.734202,,,3.79144,0.0861884,5.31304347826087,5.0
Paul Sewald,ARI,30,,,26.0,,,,5.0,15.0,,10.0,,31.0,1.0,,,,,,0.226506,0.0804806,0.246723,,,,,,,,0.268348,,,,,,,,,,0.0724457,389.9100036621094,,,,,,,200.9,,193.0,,,,,,,,,,,,,,,,,,,,Paul Sewald,13892,623149,Pitcher,2.0,1.0,0.0,4.041,0.0,15.0,1.0,,30.0,126.0,13.0,9.34762,3.04918,3.06562,1.45987,0.1662423014640808,1.20512,0.73077,,,4.29201,0.147712,6.696666666666667,6.433333333333334
Jake Bird,NYY,24,,,20.0,,,,3.0,10.0,,10.0,,26.0,1.0,,,,,,0.220051,0.101294,0.254468,,,,,,,,0.277878,,,,,,,,,,0.0721329,999.0,,,,,,,115.70000000000002,,108.0,,,,,,,,,,,,,,,,,,,,Jake Bird,21267,656234,Pitcher,2.0,1.0,0.0,3.60142,0.0,0.0,2.0,,24.0,103.0,10.0,9.89545,3.93899,2.51218,1.04557,0.1531744599342346,1.28107,0.75464,,,3.88098,0.120879,4.820833333333334,4.5
Ty Johnson,TBR,1,,,3.0,,,,0.0,2.0,,1.0,,4.0,0.0,,,,,,0.221688,0.0896275,0.268797,,,,,,,,0.279892,,,,,,,,,,0.0711328,999.0,,,,,,,26.8,,25.0,,,,,,,,,,,,,,,,,,,,Ty Johnson,sa3023410,694494,Pitcher,0.0,0.0,0.0,3.70555,1.0,0.0,0.0,,4.0,14.0,1.0,9.67668,3.22659,2.99904,1.14495,0.1791692823171615,1.15579,0.72221,,,3.81985,0.0554062,6.7,6.25
Kade Morris,ATH,14,,,26.0,,,,3.0,15.0,,8.0,,16.0,1.0,,,,,,0.274553,0.079391,0.156077,,,,,,,,0.300792,,,,,,,,,,0.0709878,999.0,,,,,,,78.10000000000002,,86.0,,,,,,,,,,,,,,,,,,,,Kade Morris,33787,695034,Pitcher,1.0,2.0,1.0,5.05582,2.0,0.0,0.0,,24.0,105.0,14.0,6.09516,3.10039,1.96593,1.28895,0.076686181128025,1.42821,0.663553,,,4.78875,0.0609356,3.254166666666668,3.583333333333333
Brennan Bernardino,COL,26,,,28.0,,,,3.0,15.0,,11.0,,22.0,1.0,,,,,,0.269476,0.0954682,0.191144,,,,,,,,0.31639,,,,,,,,,,0.0702413,999.0,,,,,,,110.7,,119.0,,,,,,,,,,,,,,,,,,,,Brennan Bernardino,16835,657514,Pitcher,1.0,1.0,0.0,4.78309,0.0,0.0,5.0,,26.0,116.0,14.0,7.62271,3.8072,2.00218,1.08382,0.0956762433052063,1.4894,0.688168,,,4.39866,0.0330342,4.257692307692308,4.576923076923077
Drew Thorpe,CHW,2,,,9.0,,,,1.0,5.0,,3.0,,6.0,0.0,,,,,,0.26087,0.0833333,0.176136,,,,,,,,0.28841,,,,,,,,,,0.0700147,999.0,,,,,,,26.500000000000007,,30.0,,,,,,,,,,,,,,,,,,,,Drew Thorpe,31967,689672,Pitcher,0.0,1.0,1.0,4.76773,2.0,0.0,0.0,,8.0,36.0,4.0,6.82152,3.22738,2.11364,1.39364,0.0928030312061309,1.38549,0.69735,,,4.70306,0.0116268,3.312500000000001,3.75
