Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Emmet Sheehan","LAD",4,2,6,3.8149,16,11,0,0,,61,252,52,28,26,9,19,,3,68,10.1191,2.82776,3.57848,1.36394,0.270675,0.0756396,0.19503506273031235,0.225043,1.16818,0.278869,0.737661,,,3.90437,1.02287,0.860175,111.20999908447266,,,,,,,275.5000000000001,4.516393442622952,258,4.229508196721311,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Nick Martinez","TBR",4,2,7,4.31819,14,14,0,0,,83,353,84,43,40,12,21,,4,64,6.95681,2.24564,3.09792,1.31408,0.181514,0.0585922,0.12292208150029182,0.255079,1.261,0.284099,0.697485,,,4.33725,1.0194,0.991422,738.3400268554688,,,,,,,301.20000000000005,3.628915662650603,312,3.7590361445783134,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Sean Manaea","NYM",5,2,7,3.9663,16,13,0,0,,74,313,67,36,33,10,25,,3,73,8.82623,2.97983,2.96199,1.26108,0.232554,0.0785126,0.15404119342565536,0.234732,1.23246,0.279955,0.724815,,,4.09703,0.997791,0.925434,423.3599853515625,,,,,,,312.40000000000003,4.2216216216216225,302,4.081081081081081,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Blake Snell","LAD",4,2,5,3.10081,8,8,0,0,,42,176,32,16,14,4,18,,2,53,11.4836,3.87416,2.96415,0.964353,0.30347,0.10238,0.20108997076749802,0.202443,1.18455,0.276253,0.78126,,,3.38553,0.996631,1.066,178.41000366210938,,,,,,,224.40000000000003,5.342857142857143,204,4.857142857142857,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Casey Mize","DET",4,4,6,4.08306,13,13,0,0,,67,284,66,33,30,9,18,,3,60,8.13238,2.48244,3.27596,1.20642,0.212698,0.0649267,0.14777079224586487,0.249941,1.25761,0.293293,0.712279,,,4.00179,0.990205,0.94209,289.6499938964844,,,,,,,270.5,4.037313432835821,275,4.104477611940299,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Brady Singer","CIN",4,5,6,4.65248,14,14,0,0,,77,331,78,44,40,12,25,,4,67,7.79796,2.91643,2.6738,1.37099,0.202683,0.0758033,0.12687960267066956,0.258632,1.3339,0.29715,0.686474,,,4.46391,0.977006,0.613293,388.25,,,,,,,266.40000000000003,3.45974025974026,276,3.5844155844155843,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Andre Pallante","STL",4,4,7,4.1339,13,13,0,0,,71,308,72,36,33,7,26,,3,55,7.01307,3.30779,2.12017,0.828066,0.179304,0.0845705,0.09473324567079544,0.258679,1.38417,0.302279,0.702977,,,3.99063,0.972283,0.747381,999,,,,,,,275.09999999999997,3.874647887323943,287,4.042253521126761,,,,,,,,,,,,,,,,,,,"Andre Pallante","26108",669467
"Payton Tolle","BOS",4,1,6,3.75853,12,12,0,0,,56,240,50,26,23,8,18,,3,61,9.82505,2.9589,3.3205,1.24955,0.255196,0.0768547,0.17834147065877914,0.229716,1.22526,0.283542,0.746092,,,3.85273,0.970411,1.07093,673,,,,,,,245.0000000000001,4.375000000000002,235,4.196428571428571,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Grant Taylor","CHW",3,2,0,2.75707,38,0,5,5,,38,160,29,13,12,3,14,,2,50,11.7679,3.37214,3.48973,0.810368,0.311482,0.0892568,0.22222508490085602,0.203433,1.14282,0.285119,0.794904,,,2.92692,0.952878,1.0727,506.67999267578125,,,,,,,265.9,6.997368421052631,248,6.526315789473684,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Bryce Miller","SEA",5,4,6,3.52655,19,11,0,0,,68,286,59,29,27,9,20,,3,71,9.38235,2.64164,3.55171,1.18921,0.249136,0.0701453,0.17899049818515778,0.224807,1.15822,0.274185,0.750333,,,3.75238,0.950396,1.08922,341.6000061035156,,,,,,,312.1,4.589705882352941,296,4.352941176470588,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Will Warren","NYY",5,2,6,3.91973,17,12,0,0,,69,297,63,33,30,9,25,,3,69,8.96094,3.19041,2.80871,1.2053,0.232203,0.0826726,0.1495308056473732,0.234356,1.26521,0.281809,0.732586,,,4.0608,0.945861,0.979409,285.04998779296875,,,,,,,290.1,4.2043478260869565,282,4.086956521739131,,,,,,,,,,,,,,,,,,,"Will Warren","30182",701542
"Cade Smith","CLE",3,2,0,2.49661,33,0,16,1,,33,134,24,10,9,3,10,,1,43,11.8223,2.7584,4.28591,0.79728,0.322635,0.075278,0.24735664576292038,0.198727,1.04595,0.280692,0.805884,,,2.68144,0.942563,1.16203,39.90999984741211,,,,,,,281.9000000000001,8.542424242424245,263,7.96969696969697,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Gage Jump","ATH",3,3,6,3.8098,11,11,0,0,,53,219,46,24,22,6,19,,2,55,9.4392,3.22886,2.92339,1.10549,0.251262,0.0859489,0.16531302779912949,0.232707,1.2358,0.29039,0.727042,,,3.82075,0.938613,1.04937,999,,,,,,,245.80000000000004,4.637735849056605,234,4.415094339622642,,,,,,,,,,,,,,,,,,,"Gage Jump","35418",695611
"Brandon Pfaadt","ARI",5,5,6,4.15442,23,12,0,0,,79,336,79,40,37,11,21,,3,69,7.81312,2.37982,3.28307,1.20305,0.205009,0.0624442,0.14256476610898972,0.253829,1.26101,0.295072,0.704781,,,4.0322,0.932397,0.845183,588.5999755859375,,,,,,,309.9,3.922784810126582,318,4.025316455696203,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Kumar Rocker","TEX",4,2,6,4.15479,18,13,0,0,,69,296,67,35,32,9,24,,3,62,8.06309,3.07329,2.6236,1.10778,0.209542,0.0798682,0.12967375665903091,0.249706,1.31214,0.295505,0.70882,,,4.07883,0.926092,0.798676,720.72998046875,,,,,,,268.70000000000005,3.8942028985507253,271,3.927536231884058,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Brandon Woodruff","MIL",4,4,6,4.15923,13,13,0,0,,68,280,61,34,32,11,20,,3,66,8.76693,2.64512,3.31438,1.41839,0.236859,0.0714641,0.165395125746727,0.237023,1.18862,0.278883,0.706487,,,4.21959,0.924136,0.825309,143.82000732421875,,,,,,,272.30000000000007,4.004411764705884,260,3.823529411764706,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"David Peterson","CHC",4,4,6,4.10802,17,11,0,0,,70,301,69,35,32,7,26,,3,60,7.74994,3.32256,2.33252,0.922736,0.199092,0.085355,0.11373711377382278,0.254188,1.3625,0.302559,0.708768,,,3.9682,0.917038,0.729086,452.0400085449219,,,,,,,285.5,4.078571428571428,292,4.171428571428572,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Kris Bubic","KCR",4,2,6,4.07842,16,11,0,0,,65,277,62,32,30,7,24,,3,59,8.12467,3.25772,2.49397,0.994194,0.213188,0.0854813,0.12770657986402512,0.249134,1.315,0.299614,0.706731,,,3.96356,0.913463,0.914219,190.69000244140625,,,,,,,270.7,4.164615384615384,271,4.1692307692307695,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Grayson Rodriguez","LAA",3,3,5,3.90316,10,10,0,0,,56,240,51,27,25,7,21,,3,59,9.34599,3.27005,2.85805,1.15433,0.244977,0.0857147,0.15926243364810944,0.234769,1.26212,0.289488,0.728315,,,3.92781,0.912545,0.901091,397.1099853515625,,,,,,,241.70000000000007,4.31607142857143,235,4.196428571428571,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Sean Burke","CHW",4,5,6,4.29031,13,13,0,0,,72,314,67,37,34,11,30,,4,73,9.10857,3.73866,2.43632,1.32338,0.231657,0.0950849,0.13657262176275253,0.23755,1.34265,0.284304,0.72308,,,4.38935,0.895211,0.887583,748.5599975585938,,,,,,,267.30000000000007,3.712500000000001,261,3.625,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Noah Cameron","KCR",4,5,6,4.41085,14,14,0,0,,75,318,75,40,37,10,23,,3,63,7.53488,2.75923,2.73079,1.23126,0.196827,0.072077,0.12475035339593887,0.257299,1.31043,0.296175,0.69277,,,4.26588,0.894777,0.887351,298,,,,,,,285,3.8,293,3.9066666666666667,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Shota Imanaga","CHC",5,5,7,4.37384,14,14,0,0,,78,321,74,41,38,13,18,,3,70,8.12587,2.12373,3.82622,1.53889,0.218699,0.057158,0.1615414060652256,0.247547,1.1891,0.281706,0.693157,,,4.35697,0.888362,0.703509,157.92999267578125,,,,,,,301.9000000000001,3.870512820512822,298,3.8205128205128207,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Michael McGreevy","STL",4,4,6,4.57036,18,14,0,0,,79,332,86,44,40,10,18,,3,52,5.91578,2.06265,2.86805,1.10879,0.156502,0.0545674,0.10193459689617157,0.275843,1.31279,0.305101,0.664857,,,4.2076,0.883126,0.387668,715.3800048828125,,,,,,,279,3.5316455696202533,306,3.8734177215189876,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Stephen Kolek","KCR",4,2,6,4.48977,17,13,0,0,,75,325,82,41,37,9,22,,3,52,6.29121,2.60593,2.41419,1.03187,0.160798,0.0666052,0.09419242292642593,0.271826,1.38011,0.305133,0.684853,,,4.2038,0.866366,0.729989,999,,,,,,,260.1,3.4680000000000004,287,3.8266666666666667,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Michael Soroka","ARI",4,1,6,3.98078,16,11,0,0,,64,271,60,31,28,8,21,,3,62,8.82057,3.00021,2.93998,1.13859,0.229667,0.0781185,0.15154839307069778,0.242995,1.278,0.294194,0.722058,,,3.92964,0.866265,0.935149,710.3599853515625,,,,,,,271.20000000000005,4.237500000000001,268,4.1875,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Michael Wacha","KCR",4,5,6,4.46727,14,14,0,0,,77,328,78,42,38,11,23,,3,60,7.00999,2.64116,2.65413,1.24956,0.183531,0.0691491,0.11438184976577759,0.258926,1.3047,0.291989,0.686792,,,4.36806,0.855936,0.820624,609.2899780273438,,,,,,,273.70000000000005,3.554545454545455,284,3.688311688311688,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Bubba Chandler","PIT",4,3,6,3.99393,17,11,0,0,,66,283,59,32,29,8,29,,3,65,8.85491,3.9421,2.24624,1.05482,0.228702,0.101815,0.1268867403268814,0.234462,1.3322,0.286424,0.725533,,,4.12618,0.84526,0.913703,150.00999450683594,,,,,,,270.60000000000014,4.100000000000002,260,3.9393939393939394,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Zebby Matthews","MIN",3,2,5,4.23635,11,11,0,0,,60,251,59,31,28,9,15,,3,54,8.17123,2.29993,3.55282,1.31593,0.215763,0.0607302,0.15503303706645966,0.252904,1.24414,0.295071,0.702328,,,4.08748,0.843668,0.72926,488.6400146484375,,,,,,,233.9,3.8983333333333334,237,3.95,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Bryce Elder","ATL",5,4,6,4.67316,14,14,0,0,,82,353,86,46,42,11,26,,4,66,7.32704,2.91786,2.5111,1.22101,0.188377,0.0750177,0.11335917562246323,0.267776,1.38217,0.307315,0.68363,,,4.35359,0.841981,0.546947,740.5499877929688,,,,,,,289.9,3.5353658536585364,309,3.768292682926829,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"J.T. Ginn","ATH",4,2,6,4.37039,17,12,0,0,,65,281,65,35,32,8,24,,3,58,7.99762,3.3152,2.41241,1.103,0.206787,0.0857181,0.12106865644454956,0.256031,1.36203,0.303537,0.698602,,,4.17032,0.838377,0.7886,748.3499755859375,,,,,,,248.60000000000002,3.824615384615385,256,3.9384615384615387,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Trey Yesavage","TOR",4,3,6,3.99082,13,13,0,0,,64,269,53,31,28,9,28,,3,67,9.45793,3.94012,2.40042,1.21069,0.25021,0.104236,0.14597387611865997,0.22374,1.26851,0.275453,0.725985,,,4.2141,0.835725,0.916419,194.2899932861328,,,,,,,266.1,4.1578125,244,3.8125,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Shane Baz","BAL",5,5,7,4.32045,14,14,0,0,,73,311,69,38,35,10,27,,3,68,8.3564,3.35808,2.48845,1.22103,0.218807,0.087929,0.1308775320649147,0.246033,1.31364,0.291763,0.70243,,,4.2745,0.833223,0.771832,186.92999267578125,,,,,,,283.80000000000007,3.887671232876713,281,3.8493150684931505,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Shane Bieber","TOR",4,3,6,4.49424,16,12,0,0,,74,305,73,40,37,10,20,,3,58,7.1583,2.49358,2.87069,1.25651,0.191985,0.0668776,0.1251075342297554,0.260402,1.27238,0.296373,0.675043,,,4.2918,0.823812,0.592486,474.0400085449219,,,,,,,281.8,3.808108108108108,287,3.8783783783783785,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Adrian Morejon","SDP",3,2,0,2.49049,32,0,1,7,,32,134,25,10,9,2,10,,1,38,10.6399,2.82306,3.76892,0.667288,0.285072,0.0756375,0.2094341367483139,0.203608,1.08506,0.275347,0.79777,,,2.78058,0.822865,0.944745,735.8499755859375,,,,,,,223.20000000000005,6.975000000000001,210,6.5625,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Slade Cecconi","CLE",4,5,6,4.3271,13,13,0,0,,72,302,71,38,34,10,20,,3,58,7.30418,2.45571,2.97437,1.26123,0.192052,0.0645691,0.12748321145772934,0.255509,1.2716,0.290352,0.694129,,,4.25523,0.822177,0.709378,584.5599975585938,,,,,,,272.20000000000005,3.7805555555555563,277,3.8472222222222223,,,,,,,,,,,,,,,,,,,"Slade Cecconi","27500",677944
"Anthony Kay","CHW",3,2,5,4.24767,11,11,0,0,,62,271,61,32,29,8,23,,3,54,7.74271,3.34318,2.31597,1.12986,0.198422,0.0856754,0.11274648457765579,0.248817,1.34582,0.289687,0.709649,,,4.27635,0.818685,0.750085,717.8599853515625,,,,,,,231.79999999999998,3.7387096774193544,236,3.806451612903226,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Zac Gallen","ARI",4,5,6,4.53728,14,14,0,0,,81,344,82,45,41,11,27,,4,66,7.28066,2.94893,2.46891,1.18267,0.191458,0.0775475,0.11391053348779678,0.261235,1.33385,0.300478,0.681132,,,4.31681,0.815462,0.601398,222.69000244140625,,,,,,,289.9,3.579012345679012,301,3.7160493827160495,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Ian Seymour","TBR",3,1,5,3.94725,18,10,0,0,,62,259,55,30,27,9,20,,3,61,8.91239,2.85299,3.12387,1.31474,0.236063,0.0755675,0.1604958102107048,0.232589,1.20842,0.276435,0.726555,,,4.11117,0.811659,0.848794,521.1400146484375,,,,,,,258.09999999999997,4.162903225806451,246,3.967741935483871,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Matthew Liberatore","STL",4,4,6,4.26902,13,13,0,0,,69,294,67,36,33,9,22,,3,59,7.80798,2.93686,2.65861,1.2274,0.202384,0.0761239,0.1262601912021637,0.249862,1.30427,0.289197,0.706156,,,4.26161,0.792863,0.62205,410.2300109863281,,,,,,,268.70000000000005,3.8942028985507253,271,3.927536231884058,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Trevor Rogers","BAL",5,5,6,4.39978,14,14,0,0,,74,314,73,39,36,10,24,,3,62,7.55844,2.91739,2.59082,1.25933,0.197116,0.0760825,0.12103382498025894,0.25295,1.30821,0.290023,0.696083,,,4.35582,0.79128,0.733821,146.07000732421875,,,,,,,277.8,3.754054054054054,283,3.824324324324324,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Kyle Leahy","STL",4,2,6,4.25796,25,11,0,0,,77,332,77,40,37,9,27,,4,64,7.46252,3.10906,2.40025,1.05929,0.193159,0.0804744,0.11268413811922073,0.255125,1.34048,0.297068,0.700641,,,4.15499,0.786686,0.549802,733.6699829101562,,,,,,,293.9000000000001,3.816883116883118,303,3.935064935064935,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Brandon Sproat","MIL",4,2,6,4.10933,17,11,0,0,,66,283,60,33,30,8,27,,3,64,8.71744,3.76895,2.31296,1.1222,0.224805,0.0971935,0.1276114657521248,0.238284,1.33384,0.287729,0.7204,,,4.1946,0.77843,0.663668,528.2000122070312,,,,,,,272.0000000000001,4.121212121212123,264,4,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Andrew Abbott","CIN",4,5,6,4.88071,14,14,0,0,,80,339,78,48,44,14,28,,4,69,7.70056,3.09919,2.4847,1.55034,0.202614,0.0815448,0.12106931954622269,0.253679,1.31647,0.285236,0.673447,,,4.80625,0.778077,0.425209,221.92999267578125,,,,,,,259,3.2375,260,3.25,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Edward Cabrera","CHC",3,3,5,4.01678,10,10,0,0,,53,222,47,26,24,6,21,,3,53,9.021,3.57123,2.52602,1.08071,0.238978,0.0946065,0.14437176287174225,0.237489,1.28727,0.293247,0.714646,,,3.99628,0.764367,0.670824,174.72000122070312,,,,,,,230.20000000000005,4.343396226415095,221,4.169811320754717,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Joey Cantillo","CLE",4,2,6,4.04905,16,11,0,0,,65,277,58,32,29,8,27,,3,65,8.97777,3.80498,2.35948,1.10219,0.233568,0.0989915,0.13457649946212769,0.235791,1.31845,0.288661,0.721073,,,4.11931,0.760654,0.773551,270.80999755859375,,,,,,,271.8,4.181538461538461,261,4.015384615384615,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Ben Brown","CHC",3,2,4,3.5362,13,6,0,0,,45,187,39,19,18,5,15,,2,47,9.46636,2.95526,3.20323,1.03874,0.253149,0.0790295,0.17411988973617554,0.228306,1.19163,0.286099,0.740243,,,3.62361,0.757582,0.735756,733.6500244140625,,,,,,,213.1,4.735555555555555,203,4.511111111111111,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Christian Scott","NYM",3,2,6,3.79166,12,12,0,0,,49,206,42,22,20,7,16,,2,52,9.56868,3.00754,3.18156,1.30396,0.251429,0.079027,0.17240212857723236,0.225839,1.20325,0.2743,0.742799,,,4.00382,0.749798,0.788847,748.5700073242188,,,,,,,217.3,4.4346938775510205,204,4.163265306122449,,,,,,,,,,,,,,,,,,,"Christian Scott","30107",681035
"Logan Henderson","MIL",3,1,5,3.73603,14,9,0,0,,48,203,41,22,20,7,16,,2,56,10.4267,2.95635,3.52686,1.37631,0.275982,0.0782514,0.19773054122924805,0.220361,1.17105,0.274524,0.749935,,,3.89926,0.739981,0.693497,413.3999938964844,,,,,,,220.50000000000003,4.593750000000001,207,4.3125,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Louis Varland","TOR",2,2,0,2.80481,31,0,12,2,,31,130,25,11,10,3,10,,1,37,10.4828,2.92861,3.57945,0.779041,0.280714,0.078424,0.20229052007198334,0.211154,1.12327,0.28145,0.781257,,,3.0133,0.734812,0.843283,999,,,,,,,236.5,7.629032258064516,225,7.258064516129032,,,,,,,,,,,,,,,,,,,"Louis Varland","27691",686973
"Kyle Freeland","COL",3,5,5,5.23287,13,13,0,0,,71,312,82,45,41,12,19,,3,53,6.68009,2.4075,2.7747,1.53455,0.169653,0.0611428,0.10851021111011505,0.282374,1.41459,0.310069,0.662942,,,4.77584,0.722883,0.484893,999,,,,,,,204.59999999999997,2.88169014084507,239,3.3661971830985915,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Ryan Weathers","NYY",4,2,5,3.84534,17,8,0,0,,53,227,48,25,23,7,18,,2,55,9.33415,2.9788,3.13352,1.24834,0.24282,0.0774909,0.16532865911722183,0.232349,1.2357,0.281835,0.738385,,,3.96675,0.715642,0.729169,232.55999755859375,,,,,,,231.3,4.3641509433962264,224,4.226415094339623,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Connelly Early","BOS",3,1,4,4.04716,9,9,0,0,,45,190,42,22,20,5,17,,2,44,8.92284,3.38958,2.63243,1.0535,0.232472,0.0883109,0.14416159689426422,0.244748,1.31651,0.301212,0.716062,,,3.91801,0.712252,0.750176,266.4800109863281,,,,,,,193.3,4.295555555555556,191,4.2444444444444445,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Robbie Ray","SFG",5,5,7,4.37773,15,15,0,0,,82,350,75,44,40,12,34,,4,79,8.6529,3.71493,2.32922,1.2873,0.225762,0.0969258,0.12883588671684265,0.239914,1.32369,0.285207,0.705348,,,4.42757,0.70388,0.560574,166.44000244140625,,,,,,,308.20000000000005,3.7585365853658543,298,3.6341463414634148,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Seth Lugo","KCR",4,5,6,4.75138,14,14,0,0,,78,336,81,45,41,11,25,,4,61,6.96859,2.91695,2.38899,1.30395,0.180329,0.0754832,0.10484571009874344,0.265016,1.36383,0.297875,0.678054,,,4.55203,0.701939,0.598832,493.1000061035156,,,,,,,266.30000000000007,3.414102564102565,282,3.6153846153846154,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Aroldis Chapman","BOS",2,1,0,2.88684,30,0,15,1,,30,123,22,10,10,3,13,,1,40,11.9633,3.92153,3.05068,0.802106,0.323193,0.105941,0.2172515019774437,0.199609,1.16003,0.287382,0.782115,,,3.05859,0.697881,1.00437,64.55000305175781,,,,,,,244.90000000000003,8.163333333333334,228,7.6,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Michael Lorenzen","COL",3,5,5,5.27655,19,13,0,0,,78,340,86,50,46,12,28,,4,60,6.91778,3.24499,2.13184,1.38065,0.175304,0.0822317,0.09307271242141724,0.279925,1.47346,0.314212,0.661886,,,4.78932,0.690438,0.399496,999,,,,,,,230.00000000000003,2.948717948717949,258,3.3076923076923075,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Luis Castillo","SEA",4,4,5,3.91548,18,10,0,0,,65,270,59,31,28,9,19,,3,61,8.45709,2.68767,3.14663,1.23031,0.224569,0.0713681,0.15320070087909698,0.237301,1.21013,0.280244,0.721432,,,4.03321,0.685773,0.639079,171.0500030517578,,,,,,,272.9,4.1984615384615385,264,4.061538461538461,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Grant Holmes","ATL",5,3,5,4.47584,21,11,0,0,,73,315,70,40,36,10,30,,4,70,8.63755,3.65559,2.36283,1.22564,0.222982,0.0943706,0.12861155718564987,0.249655,1.36703,0.299574,0.700332,,,4.32262,0.679807,0.553012,369.45001220703125,,,,,,,273.20000000000005,3.7424657534246584,273,3.73972602739726,,,,,,,,,,,,,,,,,,,"Grant Holmes","16944",656550
"Brayan Bello","BOS",3,4,4,4.47466,14,9,0,0,,56,241,59,30,28,6,20,,3,45,7.25838,3.15233,2.30255,0.998206,0.186958,0.0811963,0.10576197504997253,0.267436,1.39755,0.312267,0.687866,,,4.12755,0.677488,0.540875,421.4100036621094,,,,,,,208.20000000000002,3.717857142857143,223,3.982142857142857,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Justin Wrobleski","LAD",4,2,5,4.49406,19,10,0,0,,67,284,66,36,33,10,21,,3,55,7.38552,2.83852,2.60189,1.34014,0.192742,0.0740777,0.11866415292024612,0.25336,1.30258,0.28641,0.692061,,,4.48375,0.676296,0.438894,650.3499755859375,,,,,,,239.19999999999996,3.570149253731343,243,3.626865671641791,,,,,,,,,,,,,,,,,,,"Justin Wrobleski","31204",680736
"Spencer Arrighetti","HOU",4,2,6,4.33055,16,12,0,0,,68,296,62,36,33,10,30,,3,70,9.20496,3.95037,2.33015,1.28297,0.236025,0.101292,0.13473313301801682,0.237259,1.35093,0.28726,0.716881,,,4.38157,0.672751,0.661106,728.3099975585938,,,,,,,260.00000000000006,3.8235294117647065,251,3.6911764705882355,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Luis Severino","ATH",3,3,4,4.24376,8,8,0,0,,49,212,48,25,23,6,18,,2,45,8.17519,3.28388,2.48949,1.17076,0.211044,0.084774,0.12627040594816208,0.247744,1.32895,0.292323,0.709728,,,4.21811,0.66058,0.689629,642.52001953125,,,,,,,194,3.9591836734693877,197,4.020408163265306,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Roki Sasaki","LAD",4,2,5,4.19557,16,10,0,0,,58,246,51,29,27,8,25,,3,57,8.85302,3.88458,2.27902,1.247,0.230134,0.100979,0.12915434688329697,0.23252,1.31356,0.278344,0.718478,,,4.38369,0.660544,0.601808,289.7200012207031,,,,,,,228.20000000000007,3.9344827586206907,216,3.7241379310344827,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Andrés Muñoz","SEA",2,1,0,2.54311,29,0,13,2,,29,117,20,9,8,2,12,,1,38,11.9196,3.77118,3.1607,0.695718,0.324756,0.102748,0.22200827300548553,0.19171,1.11136,0.278337,0.800224,,,2.86201,0.656499,0.899458,41.189998626708984,,,,,,,248,8.551724137931034,229,7.896551724137931,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Tyler Mahle","SFG",4,4,6,4.36276,12,12,0,0,,65,273,62,34,31,8,24,,3,55,7.64509,3.3444,2.28594,1.09354,0.20204,0.088384,0.11365631967782974,0.2528,1.32859,0.296839,0.689813,,,4.24272,0.650411,0.521354,322.7200012207031,,,,,,,250.40000000000003,3.8523076923076927,250,3.8461538461538463,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Tyler Phillips","MIA",3,3,5,4.45814,17,9,0,0,,62,268,63,34,31,7,23,,3,48,6.94368,3.37358,2.05825,1.02678,0.179056,0.0869941,0.09206178039312363,0.260532,1.38722,0.29941,0.689362,,,4.31481,0.64413,0.475637,999,,,,,,,226.89999999999992,3.6596774193548374,237,3.8225806451612905,,,,,,,,,,,,,,,,,,,"Tyler Phillips","20629",663969
"Tanner Gordon","COL",3,2,5,5.23377,22,11,0,0,,73,319,84,46,42,13,18,,3,56,6.86976,2.17011,3.16563,1.6305,0.174733,0.0551969,0.11953604221343994,0.281422,1.39018,0.308386,0.664312,,,4.79038,0.641771,0.388216,999,,,,,,,210.90000000000006,2.889041095890412,245,3.356164383561644,,,,,,,,,,,,,,,,,,,"Tanner Gordon","27669",685299
"Chris Bassitt","BAL",4,3,5,4.54527,11,11,0,0,,64,277,65,36,33,9,22,,3,54,7.5395,3.12214,2.41485,1.22901,0.194871,0.0806971,0.1141742393374443,0.258574,1.35658,0.297942,0.69073,,,4.38769,0.638293,0.410521,359.3599853515625,,,,,,,226.90000000000003,3.5453125000000005,236,3.6875,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
