Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Bo Bichette,FREEAGENT,76.55,63.06,NYM,SS,"SS,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Nick Pivetta,FREEAGENT,50.04,24.49,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Gleyber Torres,FREEAGENT,49.83,38.64,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL,DH",ACTIVE
Trevor Rogers,FREEAGENT,49.32,30.41,Bal,SP,"P,SP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,47.89,39.49,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF,CF",ACTIVE
Willy Adames,FREEAGENT,47.66,34.05,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,47.2,31.2,Tor,C,"C,UTIL,BE,IL",ACTIVE
Cole Ragans,FREEAGENT,45.49,30.67,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Vinnie Pasquantino,FREEAGENT,44.13,28.81,KC,1B,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Bryce Elder,FREEAGENT,43.72,36.18,Atl,SP,"P,SP,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,43.61,35.74,Mia,RP,"P,RP,BE,IL",ACTIVE
Noah Cameron,FREEAGENT,42.95,32.3,KC,SP,"P,SP,BE,IL",ACTIVE
Ryan Jeffers,FREEAGENT,42.62,33.88,Min,C,"C,DH,UTIL,BE,IL",ACTIVE
Brandon Woodruff,FREEAGENT,41.51,25.02,Mil,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brooks Lee,FREEAGENT,41.33,33.27,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Nick Lodolo,FREEAGENT,41.25,23.81,Cin,SP,"P,SP,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,40.76,24.79,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Yainer Diaz,FREEAGENT,40.5,29.68,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Emmet Sheehan,FREEAGENT,39.5,28.27,LAD,SP,"P,SP,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,39.06,33.86,Min,RP,"P,RP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,39.0,32.33,Det,RP,"P,RP,BE,IL",ACTIVE
Jonathan Aranda,FREEAGENT,38.83,29.65,TB,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Michael Busch,FREEAGENT,38.73,27.23,ChC,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Kyle Leahy,FREEAGENT,35.85,22.07,StL,RP,"P,RP,BE,IL,SP",ACTIVE
Robert Suarez,FREEAGENT,35.78,13.88,Atl,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Brendan Donovan,FREEAGENT,35.1,18.1,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",DAY_TO_DAY
Marcus Semien,FREEAGENT,34.73,22.77,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Dansby Swanson,FREEAGENT,34.16,12.49,ChC,SS,"SS,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Ryan Helsley,FREEAGENT,33.63,15.77,Bal,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Zac Gallen,FREEAGENT,33.28,22.45,Ari,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Bryan Abreu,FREEAGENT,31.84,27.4,Hou,RP,"P,RP,BE,IL",ACTIVE
Alec Bohm,FREEAGENT,31.37,24.82,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Daniel Palencia,FREEAGENT,31.06,16.25,ChC,RP,"P,RP,BE,IL",ACTIVE
Ryan Pepiot,FREEAGENT,30.52,18.38,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Jack Flaherty,FREEAGENT,30.14,15.55,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Kyle Stowers,FREEAGENT,27.66,7.22,Mia,LF,"LF,RF,OF,UTIL,BE,IL,1B,1B/3B,IF",TEN_DAY_DL
Kody Clemens,FREEAGENT,27.01,22.54,Min,1B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,LF,RF",ACTIVE
Casey Schmitt,FREEAGENT,26.64,7.42,SF,2B,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,DH,1B,LF,OF",TEN_DAY_DL
Jakob Marsee,FREEAGENT,25.97,13.45,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Hunter Greene,FREEAGENT,25.8,10.36,Cin,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ildemaro Vargas,FREEAGENT,25.7,19.12,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
JJ Bleday,FREEAGENT,24.73,20.26,Cin,CF,"CF,RF,OF,UTIL,BE,IL,LF",ACTIVE
Joey Cantillo,FREEAGENT,24.57,20.86,Cle,RP,"P,SP,RP,BE,IL",ACTIVE
Sal Frelick,FREEAGENT,23.64,6.86,Mil,RF,"RF,OF,UTIL,BE,IL",TEN_DAY_DL
