Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Bryan Woo,FREEAGENT,90.36,75.59,Sea,SP,"P,SP,BE,IL",ACTIVE
Aaron Judge,FREEAGENT,89.96,38.57,NYY,RF,"RF,OF,DH,UTIL,BE,IL",TEN_DAY_DL
Bo Bichette,FREEAGENT,75.89,63.14,NYM,SS,"SS,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Adley Rutschman,FREEAGENT,69.47,51.47,Bos,C,"C,UTIL,BE,IL,DH",ACTIVE
Ian Happ,FREEAGENT,69.34,55.95,ChC,LF,"LF,OF,UTIL,BE,IL",ACTIVE
Robbie Ray,FREEAGENT,61.21,48.91,SD,SP,"P,SP,BE,IL",ACTIVE
Austin Riley,FREEAGENT,58.28,47.24,Atl,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Trevor Rogers,FREEAGENT,56.77,37.18,Bal,SP,"P,SP,BE,IL",ACTIVE
Kyle Bradish,FREEAGENT,55.45,40.75,Bal,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Davis Martin,FREEAGENT,52.11,42.23,ChW,SP,"P,SP,BE,IL",ACTIVE
Edwin Diaz,FREEAGENT,51.36,33.07,LAD,RP,"P,RP,BE,IL",ACTIVE
Vinnie Pasquantino,FREEAGENT,51.32,38.66,KC,1B,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Abner Uribe,FREEAGENT,46.67,37.85,Mil,RP,"P,RP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,46.26,39.26,Det,RP,"P,RP,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,45.36,33.47,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL,DH",ACTIVE
Jung Hoo Lee,FREEAGENT,45.25,25.71,SF,CF,"CF,OF,UTIL,BE,IL,RF",TEN_DAY_DL
Cole Ragans,FREEAGENT,44.44,30.36,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Yainer Diaz,FREEAGENT,43.9,33.41,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Michael Soroka,FREEAGENT,43.73,22.71,Ari,SP,"P,SP,BE,IL",ACTIVE
Willy Adames,FREEAGENT,43.68,25.33,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Jeff Hoffman,FREEAGENT,43.4,37.81,Min,RP,"P,RP,BE,IL",ACTIVE
Emmet Sheehan,FREEAGENT,42.74,31.93,LAD,SP,"P,SP,BE,IL",ACTIVE
Javier Sanoja,FREEAGENT,41.68,39.2,Mia,LF,"2B,3B,2B/SS,1B/3B,IF,LF,OF,UTIL,P,RP,BE,IL,RF,SS",ACTIVE
Alejandro Kirk,FREEAGENT,40.09,23.93,Tor,C,"C,UTIL,BE,IL",ACTIVE
Brandon Woodruff,FREEAGENT,39.96,24.65,Mil,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brent Rooker,FREEAGENT,39.56,24.03,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Michael Busch,FREEAGENT,39.49,27.86,ChC,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Nick Lodolo,FREEAGENT,39.25,23.87,Cin,SP,"P,SP,BE,IL",ACTIVE
Jonathan Aranda,FREEAGENT,37.59,29.35,TB,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Bryan Abreu,FREEAGENT,36.1,31.36,Hou,RP,"P,RP,BE,IL",ACTIVE
Nolan Arenado,FREEAGENT,35.96,31.71,Ari,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,34.81,23.62,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,34.76,22.34,Mia,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Robert Suarez,FREEAGENT,32.97,17.16,Atl,RP,"P,RP,BE,IL",ACTIVE
Zac Gallen,FREEAGENT,32.46,23.67,Ari,SP,"P,SP,BE,IL",ACTIVE
Tyler Mahle,FREEAGENT,32.38,18.01,Atl,SP,"P,SP,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,32.24,11.99,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",SEVEN_DAY_DL
Ryan Helsley,FREEAGENT,31.99,15.3,Bal,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Dansby Swanson,FREEAGENT,30.74,12.94,ChC,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Ryan Pepiot,FREEAGENT,30.7,18.63,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Jack Flaherty,FREEAGENT,29.61,15.49,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Jakob Marsee,FREEAGENT,29.6,17.33,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,27.75,18.1,ChC,RP,"P,RP,BE,IL",ACTIVE
Kyle Stowers,FREEAGENT,27.43,14.0,Mia,LF,"LF,RF,OF,UTIL,BE,IL,1B,1B/3B,IF,DH",ACTIVE
Alec Bohm,FREEAGENT,27.01,21.62,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Hayden Wesneski,FREEAGENT,25.31,19.6,Hou,SP,"P,SP,BE,IL",ACTIVE
Jose Caballero,FREEAGENT,23.89,16.81,NYY,RF,"2B,3B,SS,2B/SS,1B/3B,IF,RF,OF,UTIL,BE,IL,LF",ACTIVE
Ryan Weathers,FREEAGENT,23.46,6.58,NYY,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Hunter Greene,FREEAGENT,23.02,9.93,Cin,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Sal Frelick,FREEAGENT,22.96,8.76,Mil,RF,"RF,OF,UTIL,BE,IL",ACTIVE
