Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Jung Hoo Lee,FREEAGENT,54.71,41.39,SF,CF,"CF,OF,UTIL,BE,IL,RF",ACTIVE
Nick Pivetta,FREEAGENT,53.77,25.18,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Emilio Pagan,FREEAGENT,50.62,41.12,Cin,RP,"P,RP,BE,IL",ACTIVE
Cole Ragans,FREEAGENT,47.95,31.67,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Gleyber Torres,FREEAGENT,46.3,32.08,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL,DH",ACTIVE
Brandon Woodruff,FREEAGENT,46.0,25.75,Mil,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Trevor Rogers,FREEAGENT,45.96,23.51,Bal,SP,"P,SP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,44.14,34.83,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF,CF",ACTIVE
Casey Schmitt,FREEAGENT,44.11,13.47,SF,2B,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,DH,1B,LF,OF",TEN_DAY_DL
Brent Rooker,FREEAGENT,43.44,25.87,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Vinnie Pasquantino,FREEAGENT,41.79,21.63,KC,1B,"1B,1B/3B,IF,DH,UTIL,BE,IL",TEN_DAY_DL
Brooks Lee,FREEAGENT,41.62,32.94,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,41.3,30.34,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Nick Lodolo,FREEAGENT,41.2,19.16,Cin,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Pete Fairbanks,FREEAGENT,40.09,31.9,Mia,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.01,28.76,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Robert Suarez,FREEAGENT,39.94,15.29,Atl,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Bryce Elder,FREEAGENT,39.06,25.68,Atl,SP,"P,SP,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,38.95,33.74,Tor,RP,"P,RP,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,38.18,11.89,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Kenley Jansen,FREEAGENT,37.49,30.39,Det,RP,"P,RP,BE,IL",ACTIVE
Zac Gallen,FREEAGENT,35.83,24.45,Ari,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Caleb Durbin,FREEAGENT,35.79,26.5,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,35.38,22.5,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Kyle Stowers,FREEAGENT,33.79,20.32,Mia,LF,"LF,RF,OF,UTIL,BE,IL,1B,1B/3B,IF",ACTIVE
Jo Adell,FREEAGENT,33.34,21.45,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,32.57,25.3,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,32.46,16.84,Tor,C,"C,UTIL,BE,IL",ACTIVE
Konnor Griffin,FREEAGENT,32.13,4.8,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Jack Flaherty,FREEAGENT,32.07,16.75,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Ryan Pepiot,FREEAGENT,31.44,18.82,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Daniel Palencia,FREEAGENT,31.24,13.43,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Bryan Abreu,FREEAGENT,30.79,26.32,Hou,RP,"P,RP,BE,IL",ACTIVE
Brayan Rocchio,FREEAGENT,28.19,21.0,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Nick Gonzales,FREEAGENT,27.93,26.03,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Ildemaro Vargas,FREEAGENT,27.54,21.03,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,26.58,12.76,Mia,CF,"CF,OF,UTIL,BE,IL",DAY_TO_DAY
Seth Lugo,FREEAGENT,26.02,19.72,KC,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,25.91,17.56,Ari,SP,"P,SP,BE,IL",ACTIVE
Kris Bubic,FREEAGENT,25.26,7.74,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Sal Frelick,FREEAGENT,24.59,7.7,Mil,RF,"RF,OF,UTIL,BE,IL",TEN_DAY_DL
Ben Brown,FREEAGENT,24.56,1.93,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Gregory Soto,FREEAGENT,24.14,22.83,Pit,RP,"P,RP,BE,IL",ACTIVE
Joey Cantillo,FREEAGENT,23.72,17.75,Cle,RP,"P,SP,RP,BE,IL",ACTIVE
Josh Jung,FREEAGENT,23.54,6.05,Tex,3B,"3B,1B/3B,IF,UTIL,BE,IL",TEN_DAY_DL
Carson Benge,FREEAGENT,21.22,16.83,NYM,CF,"LF,CF,RF,OF,UTIL,BE,IL",ACTIVE
Spencer Torkelson,FREEAGENT,20.94,13.07,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
