Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,57.13,44.03,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,55.93,25.85,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Cole Ragans,FREEAGENT,55.09,32.95,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Willy Adames,FREEAGENT,51.32,37.64,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,47.91,24.73,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Emilio Pagan,FREEAGENT,47.54,35.36,Cin,RP,"P,RP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,45.25,35.61,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Trevor Rogers,FREEAGENT,41.97,22.34,Bal,SP,"P,SP,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.2,33.32,Mia,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.9,28.94,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,40.79,28.58,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.78,35.48,Tor,RP,"P,RP,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.95,12.03,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Isaac Paredes,FREEAGENT,39.03,32.88,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Kenley Jansen,FREEAGENT,36.86,29.7,Det,RP,"P,RP,BE,IL",ACTIVE
Jack Flaherty,FREEAGENT,34.93,21.26,Det,SP,"P,SP,BE,IL",ACTIVE
Jo Adell,FREEAGENT,34.63,22.41,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,34.24,26.69,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Caleb Durbin,FREEAGENT,34.13,24.85,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,33.69,16.35,Tor,C,"C,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,33.02,14.63,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Ildemaro Vargas,FREEAGENT,32.81,24.28,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Ryan Pepiot,FREEAGENT,32.72,19.28,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ben Brown,FREEAGENT,31.29,3.11,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Bryan Abreu,FREEAGENT,31.25,26.47,Hou,RP,"P,RP,BE,IL",ACTIVE
J.T. Ginn,FREEAGENT,31.03,28.27,Oak,SP,"P,SP,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,29.31,14.47,Mia,CF,"CF,OF,UTIL,BE,IL",DAY_TO_DAY
Kris Bubic,FREEAGENT,29.16,8.37,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brayan Rocchio,FREEAGENT,28.9,21.32,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Sal Frelick,FREEAGENT,27.98,14.83,Mil,RF,"RF,OF,UTIL,BE,IL",ACTIVE
Ryan Jeffers,FREEAGENT,26.76,3.33,Min,C,"C,DH,UTIL,BE,IL",TEN_DAY_DL
Seth Lugo,FREEAGENT,25.71,19.99,KC,SP,"P,SP,BE,IL",ACTIVE
Ian Seymour,FREEAGENT,24.31,22.51,TB,RP,"P,SP,RP,BE,IL",ACTIVE
Esmerlyn Valdez,FREEAGENT,24.07,20.06,Pit,RF,"RF,OF,DH,UTIL,BE,IL",ACTIVE
Ezequiel Duran,FREEAGENT,23.16,16.75,Tex,SS,"1B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,2B,LF,3B,RF",ACTIVE
Bubba Chandler,FREEAGENT,21.22,15.3,Pit,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,20.51,10.22,Ari,SP,"P,SP,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,20.16,9.64,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Andre Pallante,FREEAGENT,20.15,10.52,StL,SP,"P,SP,BE,IL",ACTIVE
Spencer Torkelson,FREEAGENT,19.95,11.76,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jake Bennett,FREEAGENT,19.67,9.46,Bos,SP,"P,SP,BE,IL",ACTIVE
Shane Bieber,FREEAGENT,19.41,6.77,Tor,SP,"P,SP,BE,IL",ACTIVE
Alec Bohm,FREEAGENT,18.58,13.61,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Aaron Ashby,FREEAGENT,17.76,17.05,Mil,RP,"P,RP,BE,IL",ACTIVE
Josh Bell,FREEAGENT,15.68,11.94,Min,DH,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Paul Goldschmidt,FREEAGENT,15.51,11.03,NYY,1B,"1B,1B/3B,IF,UTIL,BE,IL,DH",ACTIVE
Brandon Young,FREEAGENT,15.42,8.47,Bal,SP,"P,SP,BE,IL",ACTIVE
Nolan Arenado,FREEAGENT,15.31,11.33,Ari,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Clay Holmes,FREEAGENT,15.07,3.32,NYM,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Randy Vasquez,FREEAGENT,14.92,8.05,SD,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Seranthony Dominguez,FREEAGENT,14.92,13.01,ChW,RP,"P,RP,BE,IL",ACTIVE
Luis Robert Jr.,FREEAGENT,14.64,4.22,NYM,CF,"CF,OF,UTIL,BE,IL",SIXTY_DAY_DL
Angel Martinez,FREEAGENT,14.54,2.88,Cle,CF,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL,LF,RF",TEN_DAY_DL
Dalton Rushing,FREEAGENT,14.49,11.24,LAD,C,"C,UTIL,BE,IL",ACTIVE
Rico Garcia,FREEAGENT,14.17,13.3,Bal,RP,"P,RP,BE,IL",ACTIVE
Nick Gonzales,FREEAGENT,14.0,11.93,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
J.T. Realmuto,FREEAGENT,13.94,8.69,Phi,C,"C,UTIL,BE,IL",ACTIVE
Heliot Ramos,FREEAGENT,13.78,8.22,SF,LF,"LF,OF,UTIL,BE,IL",ACTIVE
Noah Cameron,FREEAGENT,11.82,7.08,KC,SP,"P,SP,BE,IL",ACTIVE
Tommy Edman,FREEAGENT,11.6,6.39,LAD,2B,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL",DAY_TO_DAY
Jack Leiter,FREEAGENT,11.57,4.51,Tex,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Keibert Ruiz,FREEAGENT,11.48,9.01,Wsh,C,"C,UTIL,BE,IL",ACTIVE
Alex Vesia,FREEAGENT,11.08,10.35,LAD,RP,"P,RP,BE,IL",ACTIVE
Lucas Erceg,FREEAGENT,10.8,9.23,KC,RP,"P,RP,BE,IL",ACTIVE
Garrett Whitlock,FREEAGENT,10.73,9.4,Bos,RP,"P,RP,BE,IL",ACTIVE
Daulton Varsho,FREEAGENT,10.69,7.36,Tor,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Nasim Nunez,FREEAGENT,10.47,8.85,Wsh,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Trevor Story,FREEAGENT,10.39,3.76,Bos,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Jeffrey Springs,FREEAGENT,10.36,6.63,Oak,SP,"P,SP,BE,IL",ACTIVE
Jake Burger,FREEAGENT,10.29,7.03,Tex,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Ryan Walker,FREEAGENT,9.98,7.25,SF,RP,"P,RP,BE,IL",ACTIVE
Francisco Alvarez,FREEAGENT,9.81,6.12,NYM,C,"C,UTIL,BE,IL,DH",ACTIVE
Keider Montero,FREEAGENT,9.77,7.97,Det,SP,"P,SP,RP,BE,IL",ACTIVE
Andres Gimenez,FREEAGENT,9.6,6.52,Tor,2B,"2B,2B/SS,IF,UTIL,BE,IL,SS",ACTIVE
Lawrence Butler,FREEAGENT,9.55,4.81,Oak,RF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Royce Lewis,FREEAGENT,9.43,5.94,Min,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Chase Meidroth,FREEAGENT,9.38,6.68,ChW,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Troy Johnston,FREEAGENT,9.24,7.6,Col,RF,"1B,1B/3B,IF,LF,RF,OF,UTIL,BE,IL,DH",ACTIVE
TJ Friedl,FREEAGENT,9.08,3.14,Cin,CF,"CF,OF,UTIL,BE,IL,LF",ACTIVE
Jordan Westburg,FREEAGENT,9.06,3.36,Bal,3B,"3B,1B/3B,IF,UTIL,BE,IL",SIXTY_DAY_DL
Spencer Horwitz,FREEAGENT,9.0,0.78,Pit,1B,"1B,1B/3B,IF,UTIL,BE,IL",TEN_DAY_DL
Garrett Mitchell,FREEAGENT,8.85,8.12,Mil,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Carlos Correa,FREEAGENT,8.65,3.41,Hou,SS,"3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",SIXTY_DAY_DL
Curtis Mead,FREEAGENT,8.6,7.51,Wsh,1B,"1B,3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Brandon Sproat,FREEAGENT,8.57,6.42,Mil,SP,"P,SP,BE,IL",ACTIVE
Eric Lauer,FREEAGENT,8.39,6.69,LAD,SP,"P,SP,RP,BE,IL",ACTIVE
A.J. Ewing,FREEAGENT,8.36,6.58,NYM,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Dean Kremer,FREEAGENT,8.27,3.8,Bal,SP,"P,SP,BE,IL",ACTIVE
Javier Sanoja,FREEAGENT,8.26,6.49,Mia,LF,"2B,3B,2B/SS,1B/3B,IF,LF,OF,UTIL,P,RP,BE,IL",ACTIVE
Joe Musgrove,FREEAGENT,8.26,0.99,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Martin Perez,FREEAGENT,8.26,3.23,Atl,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Walker Buehler,FREEAGENT,8.22,5.25,SD,SP,"P,SP,BE,IL",ACTIVE
Kyle Teel,FREEAGENT,7.95,4.18,ChW,C,"C,UTIL,BE,IL",ACTIVE
Dennis Santana,FREEAGENT,7.94,6.75,Pit,RP,"P,RP,BE,IL",ACTIVE
Cam Smith,FREEAGENT,7.75,5.8,Hou,RF,"RF,OF,UTIL,BE,IL",ACTIVE
Dylan Crews,FREEAGENT,7.72,5.87,Wsh,RF,"RF,OF,UTIL,BE,IL,CF",ACTIVE
Yusei Kikuchi,FREEAGENT,7.31,3.02,LAA,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Masyn Winn,FREEAGENT,7.3,4.98,StL,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
