Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,55.94,43.29,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,54.94,25.26,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Teoscar Hernandez,FREEAGENT,53.58,32.92,LAD,RF,"RF,OF,UTIL,BE,IL,LF",ACTIVE
Cole Ragans,FREEAGENT,51.38,31.99,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Willy Adames,FREEAGENT,51.16,37.36,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Trevor Rogers,FREEAGENT,48.2,35.24,Bal,SP,"P,SP,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,47.38,26.59,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Emilio Pagan,FREEAGENT,47.35,37.1,Cin,RP,"P,RP,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,47.35,24.13,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Luke Keaschall,FREEAGENT,46.06,37.48,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Brooks Lee,FREEAGENT,44.34,37.79,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.67,34.0,Mia,RP,"P,RP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,41.3,28.59,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.57,35.18,Tor,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.55,26.45,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.93,11.86,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Bryce Elder,FREEAGENT,39.82,25.11,Atl,SP,"P,SP,BE,IL",ACTIVE
Isaac Paredes,FREEAGENT,38.68,31.71,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Jack Flaherty,FREEAGENT,37.99,22.6,Det,SP,"P,SP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,37.77,30.94,Det,RP,"P,RP,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,36.79,21.08,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Konnor Griffin,FREEAGENT,36.62,6.98,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Caleb Durbin,FREEAGENT,35.27,26.91,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jo Adell,FREEAGENT,34.93,23.72,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,33.65,26.06,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,33.0,14.23,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Alejandro Kirk,FREEAGENT,32.81,15.63,Tor,C,"C,UTIL,BE,IL",ACTIVE
Brayan Rocchio,FREEAGENT,32.65,26.63,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Ryan Pepiot,FREEAGENT,32.19,19.07,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ryan Jeffers,FREEAGENT,30.96,18.2,Min,C,"C,DH,UTIL,BE,IL",ACTIVE
Bryan Abreu,FREEAGENT,30.93,26.24,Hou,RP,"P,RP,BE,IL",ACTIVE
Ildemaro Vargas,FREEAGENT,29.86,21.42,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,29.0,15.06,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Ben Brown,FREEAGENT,28.87,2.54,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Kris Bubic,FREEAGENT,28.02,8.11,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Trent Grisham,FREEAGENT,27.55,21.86,NYY,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Sal Frelick,FREEAGENT,27.07,12.6,Mil,RF,"RF,OF,UTIL,BE,IL",OUT
Gregory Soto,FREEAGENT,26.86,25.36,Pit,RP,"P,RP,BE,IL",ACTIVE
J.T. Ginn,FREEAGENT,24.36,21.06,Oak,SP,"P,SP,BE,IL",ACTIVE
Seth Lugo,FREEAGENT,24.05,16.14,KC,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,21.47,11.6,Ari,SP,"P,SP,BE,IL",ACTIVE
Bubba Chandler,FREEAGENT,20.25,14.29,Pit,SP,"P,SP,BE,IL",ACTIVE
Spencer Torkelson,FREEAGENT,20.06,12.31,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,19.83,9.62,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Shane Bieber,FREEAGENT,18.11,9.63,Tor,SP,"P,SP,BE,IL",ACTIVE
Aaron Ashby,FREEAGENT,17.57,16.68,Mil,RP,"P,RP,BE,IL",ACTIVE
Alec Bohm,FREEAGENT,17.55,11.38,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Andre Pallante,FREEAGENT,17.16,7.98,StL,SP,"P,SP,BE,IL",ACTIVE
Josh Bell,FREEAGENT,16.93,13.2,Min,DH,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Nick Gonzales,FREEAGENT,16.58,13.81,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Clay Holmes,FREEAGENT,16.21,3.29,NYM,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brandon Young,FREEAGENT,16.08,8.7,Bal,SP,"P,SP,BE,IL",ACTIVE
Nolan Arenado,FREEAGENT,15.54,11.44,Ari,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Luis Robert Jr.,FREEAGENT,15.41,4.31,NYM,CF,"CF,OF,UTIL,BE,IL",SIXTY_DAY_DL
Heliot Ramos,FREEAGENT,14.4,8.68,SF,LF,"LF,OF,UTIL,BE,IL",ACTIVE
Angel Martinez,FREEAGENT,14.13,2.66,Cle,CF,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL,LF,RF",TEN_DAY_DL
J.T. Realmuto,FREEAGENT,14.0,8.01,Phi,C,"C,UTIL,BE,IL",ACTIVE
Seranthony Dominguez,FREEAGENT,13.95,12.24,ChW,RP,"P,RP,BE,IL",ACTIVE
Willi Castro,FREEAGENT,13.89,9.71,Col,RF,"2B,3B,2B/SS,1B/3B,IF,LF,RF,OF,UTIL,BE,IL,SS,1B",ACTIVE
Randy Vasquez,FREEAGENT,13.78,6.4,SD,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Rico Garcia,FREEAGENT,13.51,12.83,Bal,RP,"P,RP,BE,IL",ACTIVE
Dalton Rushing,FREEAGENT,13.48,9.42,LAD,C,"C,UTIL,BE,IL",ACTIVE
A.J. Ewing,FREEAGENT,13.39,8.44,NYM,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Walbert Urena,FREEAGENT,12.64,7.68,LAA,SP,"P,SP,BE,IL",ACTIVE
Noah Cameron,FREEAGENT,12.16,6.77,KC,SP,"P,SP,BE,IL",ACTIVE
Tommy Edman,FREEAGENT,12.16,8.8,LAD,2B,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL,LF",ACTIVE
Adrian Morejon,FREEAGENT,11.59,10.67,SD,RP,"P,RP,BE,IL",ACTIVE
Jack Leiter,FREEAGENT,11.46,4.4,Tex,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Alex Vesia,FREEAGENT,11.27,10.5,LAD,RP,"P,RP,BE,IL",ACTIVE
Paul Goldschmidt,FREEAGENT,10.53,6.89,NYY,1B,"1B,1B/3B,IF,UTIL,BE,IL,DH",ACTIVE
Trevor Story,FREEAGENT,10.45,3.75,Bos,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Keibert Ruiz,FREEAGENT,10.43,7.46,Wsh,C,"C,UTIL,BE,IL",ACTIVE
Nasim Nunez,FREEAGENT,10.39,8.22,Wsh,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Lucas Erceg,FREEAGENT,10.26,8.8,KC,RP,"P,RP,BE,IL",ACTIVE
Royce Lewis,FREEAGENT,10.17,6.81,Min,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Jake Burger,FREEAGENT,10.06,7.28,Tex,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Kyle Karros,FREEAGENT,10.03,8.14,Col,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Daulton Varsho,FREEAGENT,9.98,6.59,Tor,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Francisco Alvarez,FREEAGENT,9.9,5.58,NYM,C,"C,UTIL,BE,IL,DH",ACTIVE
Ryan Walker,FREEAGENT,9.83,7.1,SF,RP,"P,RP,BE,IL",ACTIVE
Jeffrey Springs,FREEAGENT,9.76,6.5,Oak,SP,"P,SP,BE,IL",ACTIVE
Keider Montero,FREEAGENT,9.58,8.02,Det,SP,"P,SP,RP,BE,IL",ACTIVE
Chase Meidroth,FREEAGENT,9.32,7.09,ChW,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Lawrence Butler,FREEAGENT,9.29,4.67,Oak,RF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Andres Gimenez,FREEAGENT,9.21,5.58,Tor,2B,"2B,2B/SS,IF,UTIL,BE,IL,SS",ACTIVE
Jordan Westburg,FREEAGENT,9.11,3.39,Bal,3B,"3B,1B/3B,IF,UTIL,BE,IL",SIXTY_DAY_DL
TJ Friedl,FREEAGENT,8.9,3.09,Cin,CF,"CF,OF,UTIL,BE,IL,LF",ACTIVE
Spencer Horwitz,FREEAGENT,8.79,0.65,Pit,1B,"1B,1B/3B,IF,UTIL,BE,IL",TEN_DAY_DL
Christian Scott,FREEAGENT,8.67,3.8,NYM,SP,"P,SP,BE,IL",ACTIVE
Carlos Correa,FREEAGENT,8.47,3.36,Hou,SS,"3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",SIXTY_DAY_DL
Kyle Leahy,FREEAGENT,8.3,5.8,StL,RP,"P,RP,BE,IL,SP",ACTIVE
Joe Musgrove,FREEAGENT,8.25,0.98,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brady Singer,FREEAGENT,8.13,5.25,Cin,SP,"P,SP,BE,IL",ACTIVE
