Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Nick Pivetta,FREEAGENT,54.57,25.62,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Cole Ragans,FREEAGENT,50.1,32.44,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Gleyber Torres,FREEAGENT,47.54,31.82,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Trevor Rogers,FREEAGENT,46.66,24.92,Bal,SP,"P,SP,BE,IL",ACTIVE
Emilio Pagan,FREEAGENT,46.34,34.85,Cin,RP,"P,RP,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,45.61,26.54,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Luke Keaschall,FREEAGENT,45.26,37.95,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Brooks Lee,FREEAGENT,42.28,38.17,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Nick Lodolo,FREEAGENT,42.24,20.46,Cin,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Yainer Diaz,FREEAGENT,40.87,28.32,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,39.83,34.74,Tor,RP,"P,RP,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,39.63,30.13,Mia,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,39.18,25.82,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.14,11.93,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Bryce Elder,FREEAGENT,39.01,30.38,Atl,SP,"P,SP,BE,IL",ACTIVE
Isaac Paredes,FREEAGENT,38.41,30.26,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Kenley Jansen,FREEAGENT,37.49,31.07,Det,RP,"P,RP,BE,IL",ACTIVE
Caleb Durbin,FREEAGENT,36.49,26.77,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,35.85,21.67,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Jack Flaherty,FREEAGENT,35.22,21.6,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Konnor Griffin,FREEAGENT,34.39,5.66,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Ryan Jeffers,FREEAGENT,33.89,25.29,Min,C,"C,DH,UTIL,BE,IL",ACTIVE
Jo Adell,FREEAGENT,33.42,21.66,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,33.28,25.62,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Brayan Rocchio,FREEAGENT,33.22,30.4,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,32.37,17.07,Tor,C,"C,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,31.97,13.83,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Ryan Pepiot,FREEAGENT,31.97,19.15,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Bryan Abreu,FREEAGENT,30.47,24.96,Hou,RP,"P,RP,BE,IL",ACTIVE
Ildemaro Vargas,FREEAGENT,28.53,23.31,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,27.85,13.63,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Kris Bubic,FREEAGENT,26.85,8.17,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ben Brown,FREEAGENT,26.8,2.34,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Sal Frelick,FREEAGENT,25.72,9.07,Mil,RF,"RF,OF,UTIL,BE,IL",TEN_DAY_DL
Gregory Soto,FREEAGENT,24.85,21.27,Pit,RP,"P,RP,BE,IL",ACTIVE
Seth Lugo,FREEAGENT,23.7,18.21,KC,SP,"P,SP,BE,IL",ACTIVE
Shane Bieber,FREEAGENT,22.32,14.93,Tor,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,21.71,13.63,Ari,SP,"P,SP,BE,IL",ACTIVE
Spencer Torkelson,FREEAGENT,20.33,14.31,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Bubba Chandler,FREEAGENT,20.16,13.76,Pit,SP,"P,SP,BE,IL",ACTIVE
J.T. Ginn,FREEAGENT,20.1,7.85,Oak,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Carlos Estevez,FREEAGENT,19.14,9.58,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Nick Gonzales,FREEAGENT,18.97,14.77,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Tatsuya Imai,FREEAGENT,18.22,9.07,Hou,SP,"P,SP,BE,IL",ACTIVE
Clay Holmes,FREEAGENT,17.35,3.38,NYM,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Alec Bohm,FREEAGENT,16.91,11.2,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Nolan Arenado,FREEAGENT,16.91,14.18,Ari,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Aaron Ashby,FREEAGENT,16.71,14.35,Mil,RP,"P,RP,BE,IL",ACTIVE
Brandon Young,FREEAGENT,15.92,8.41,Bal,SP,"P,SP,BE,IL",ACTIVE
Tommy Edman,FREEAGENT,15.91,11.83,LAD,2B,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL,LF",ACTIVE
Andre Pallante,FREEAGENT,15.47,9.82,StL,SP,"P,SP,BE,IL",ACTIVE
Josh Bell,FREEAGENT,15.19,12.82,Min,DH,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Luis Robert Jr.,FREEAGENT,15.12,5.5,NYM,CF,"CF,OF,UTIL,BE,IL",ACTIVE
J.T. Realmuto,FREEAGENT,14.89,9.08,Phi,C,"C,UTIL,BE,IL",ACTIVE
