Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,56.07,43.78,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,54.88,25.2,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Teoscar Hernandez,FREEAGENT,53.39,33.05,LAD,RF,"RF,OF,UTIL,BE,IL,LF",ACTIVE
Willy Adames,FREEAGENT,51.37,37.77,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Cole Ragans,FREEAGENT,51.09,31.88,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Trevor Rogers,FREEAGENT,47.74,28.97,Bal,SP,"P,SP,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,47.32,24.06,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Emilio Pagan,FREEAGENT,47.24,36.98,Cin,RP,"P,RP,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,46.92,26.46,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Luke Keaschall,FREEAGENT,46.1,37.39,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Brooks Lee,FREEAGENT,43.97,37.02,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.61,33.84,Mia,RP,"P,RP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,41.2,28.74,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.53,35.08,Tor,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.39,27.07,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.88,11.82,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Bryce Elder,FREEAGENT,39.26,24.25,Atl,SP,"P,SP,BE,IL",ACTIVE
Isaac Paredes,FREEAGENT,38.68,31.65,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Jack Flaherty,FREEAGENT,37.9,22.12,Det,SP,"P,SP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,37.84,30.95,Det,RP,"P,RP,BE,IL",ACTIVE
Marcus Semien,FREEAGENT,36.68,21.4,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Konnor Griffin,FREEAGENT,36.4,6.84,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Caleb Durbin,FREEAGENT,35.32,26.85,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jo Adell,FREEAGENT,34.69,23.07,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,33.55,25.97,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,32.83,14.1,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Alejandro Kirk,FREEAGENT,32.71,15.39,Tor,C,"C,UTIL,BE,IL",ACTIVE
Brayan Rocchio,FREEAGENT,32.61,26.81,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
