Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,55.86,43.98,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,54.94,25.4,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Teoscar Hernandez,FREEAGENT,53.54,33.21,LAD,RF,"RF,OF,UTIL,BE,IL,LF",ACTIVE
Cole Ragans,FREEAGENT,51.68,32.26,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Willy Adames,FREEAGENT,50.97,37.59,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,48.08,26.87,Oak,DH,"RF,OF,DH,UTIL,BE,IL",TEN_DAY_DL
Gleyber Torres,FREEAGENT,47.3,24.32,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Emilio Pagan,FREEAGENT,47.22,36.91,Cin,RP,"P,RP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,45.88,37.42,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Trevor Rogers,FREEAGENT,44.24,23.75,Bal,SP,"P,SP,BE,IL",ACTIVE
Brooks Lee,FREEAGENT,44.22,38.1,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.48,33.88,Mia,RP,"P,RP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,41.2,29.05,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jake Bennett,FREEAGENT,40.98,36.51,Bos,SP,"P,SP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.69,25.09,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.41,35.01,Tor,RP,"P,RP,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,39.83,11.96,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Isaac Paredes,FREEAGENT,38.52,31.66,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Jack Flaherty,FREEAGENT,37.99,23.24,Det,SP,"P,SP,BE,IL",ACTIVE
Kenley Jansen,FREEAGENT,37.53,30.69,Det,RP,"P,RP,BE,IL",ACTIVE
Konnor Griffin,FREEAGENT,36.81,7.34,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
