Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Jung Hoo Lee,FREEAGENT,61.57,48.2,SF,CF,"CF,OF,UTIL,BE,IL,RF",ACTIVE
Emilio Pagan,FREEAGENT,53.03,44.5,Cin,RP,"P,RP,BE,IL",ACTIVE
Nick Pivetta,FREEAGENT,52.37,24.9,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Trevor Rogers,FREEAGENT,49.68,26.65,Bal,SP,"P,SP,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,47.94,35.88,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL,DH",ACTIVE
Cole Ragans,FREEAGENT,46.95,31.28,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Luke Keaschall,FREEAGENT,45.14,36.68,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF,CF",ACTIVE
Brandon Woodruff,FREEAGENT,43.91,25.37,Mil,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Caleb Durbin,FREEAGENT,43.91,35.66,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Bryce Elder,FREEAGENT,43.32,27.47,Atl,SP,"P,SP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,42.74,31.12,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,42.66,31.19,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,42.35,25.46,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Pete Fairbanks,FREEAGENT,41.69,33.95,Mia,RP,"P,RP,BE,IL",ACTIVE
Nick Lodolo,FREEAGENT,41.04,18.87,Cin,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Vinnie Pasquantino,FREEAGENT,40.98,20.6,KC,1B,"1B,1B/3B,IF,DH,UTIL,BE,IL",TEN_DAY_DL
Jeff Hoffman,FREEAGENT,39.75,34.41,Min,RP,"P,RP,BE,IL",ACTIVE
Brooks Lee,FREEAGENT,38.9,29.86,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Robert Suarez,FREEAGENT,38.53,14.6,Atl,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Kenley Jansen,FREEAGENT,37.61,30.97,Det,RP,"P,RP,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,36.64,15.67,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Marcus Semien,FREEAGENT,35.45,23.3,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Casey Schmitt,FREEAGENT,35.34,9.52,SF,2B,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,DH,1B,LF,OF",TEN_DAY_DL
Zac Gallen,FREEAGENT,34.63,23.55,Ari,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ryan Helsley,FREEAGENT,34.61,15.88,Bal,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Jo Adell,FREEAGENT,33.16,22.2,Cle,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,33.02,16.88,Tor,C,"C,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,32.67,25.31,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Bryan Abreu,FREEAGENT,31.46,26.76,Hou,RP,"P,RP,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,31.33,13.26,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Jack Flaherty,FREEAGENT,31.26,16.2,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Konnor Griffin,FREEAGENT,31.12,4.56,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Ryan Pepiot,FREEAGENT,31.1,18.64,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ildemaro Vargas,FREEAGENT,26.27,17.67,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Joey Cantillo,FREEAGENT,26.1,19.19,Cle,RP,"P,SP,RP,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,26.05,13.06,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Kody Clemens,FREEAGENT,25.0,21.29,Min,1B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,LF,RF",ACTIVE
Brayan Rocchio,FREEAGENT,24.86,18.45,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Sal Frelick,FREEAGENT,24.25,7.27,Mil,RF,"RF,OF,UTIL,BE,IL",TEN_DAY_DL
Kris Bubic,FREEAGENT,24.0,7.58,LAD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Nick Gonzales,FREEAGENT,23.9,20.94,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Carson Benge,FREEAGENT,23.51,14.25,NYM,CF,"LF,CF,RF,OF,UTIL,BE,IL",DAY_TO_DAY
Seth Lugo,FREEAGENT,23.41,18.05,KC,SP,"P,SP,BE,IL",ACTIVE
Gregory Soto,FREEAGENT,22.87,21.4,Pit,RP,"P,RP,BE,IL",ACTIVE
Kyle Leahy,FREEAGENT,22.32,16.93,StL,RP,"P,RP,BE,IL,SP",ACTIVE
Josh Jung,FREEAGENT,22.06,4.99,Tex,3B,"3B,1B/3B,IF,UTIL,BE,IL",TEN_DAY_DL
Spencer Torkelson,FREEAGENT,21.93,14.74,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Ben Brown,FREEAGENT,21.85,1.69,ChC,SP,"P,SP,RP,BE,IL",SIXTY_DAY_DL
Royce Lewis,FREEAGENT,21.71,17.07,Min,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B,2B,2B/SS",ACTIVE
Merrill Kelly,FREEAGENT,21.61,11.09,Ari,SP,"P,SP,BE,IL",DAY_TO_DAY
Shane Bieber,FREEAGENT,20.11,8.6,Tor,SP,"P,SP,BE,IL",ACTIVE
Keider Montero,FREEAGENT,18.88,16.05,Det,SP,"P,SP,RP,BE,IL",ACTIVE
J.T. Ginn,FREEAGENT,18.87,8.81,Oak,SP,"P,SP,BE,IL",ACTIVE
Brandon Young,FREEAGENT,18.61,10.54,Bal,SP,"P,SP,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,17.98,9.22,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
