Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Amed Rosario","NYY",31,133.554,124.057,33.5283,23.3145,5.74399,0.94414,3.52576,16.5091,15.0164,6.87956,0.0360904,24.1391,0.953198,1.00112,0.241265,2.59095,2.4783,0.703657,0.270266,0.0515113,0.180744,0.284996,0.311241,0.41705,0.318056,0.728291,0.146784,5.3031,0.308057,,0.0408755,15.9678,0.111801,102.647,0.0408755,0,0.45707374066114426,0.01226652693003416,0.529675,999,,,,,,,152.1,4.906451612,152.1,4.906451612,,,,,,,,,,,,,,,,,,,"Amed Rosario","15518",642708
"Cole Carrigg","COL",48,203.584,184.078,47.5162,31.6116,9.35516,1.75277,4.79669,27.2814,21.5038,14.6129,0.3316,45.5578,2.30622,1.24258,1.34492,3.28467,9.04017,2.01378,0.258131,0.0717781,0.223778,0.320755,0.318609,0.40617,0.31846,0.724779,0.148039,7.06751,0.316521,,0.721968,24.407,0.236898,86.9196,0.721968,0,-2.4654380083084106,0.8864601850509644,0.51091,999,,,,,,,231.8,4.829166666,231.8,4.829166666,,,,,,,,,,,,,,,,,,,"Cole Carrigg","33253",694249
"Vinnie Pasquantino","KCR",52,228.083,202.776,51.1653,31.3309,11.494,0.300627,8.03971,26.7595,30.4861,20.3801,1.18688,34.0453,2.17188,2.3845,0.370185,3.88457,0.719675,0.275438,0.252324,0.0893541,0.149267,0.598618,0.32373,0.430918,0.328517,0.754647,0.178593,2.5066,0.264452,,-0.247872,29.1971,2.11844,105.657,-0.247872,-0.12,1.270830899477005,-4.368365876376629,0.50853,77.0999984741211,,,,,,,257.6,4.953846153,257.6,4.953846153,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Eugenio Suárez","CIN",66,287.207,254.969,57.5489,31.1026,11.054,0.138941,15.2534,35.1243,42.8835,24.4457,0.20406,85.9528,4.74849,2.52325,0.328842,3.54957,0.95851,0.401413,0.22571,0.0851155,0.299272,0.284409,0.302572,0.449627,0.326729,0.752198,0.223917,2.33624,0.270629,,-0.291164,36.3507,2.2527,101.229,-0.291164,-0.23,0.13124540448188782,-4.488143905997276,0.504481,97.91999816894531,,,,,,,331.6,5.024242424,331.6,5.024242424,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Mauricio Dubón","ATL",66,276.645,256.288,64.9684,47.1954,11.8659,1.29742,4.60961,29.4598,27.4901,14.808,0.195331,37.7109,1.55504,2.10724,1.88658,5.36229,2.00872,0.741637,0.253498,0.0535273,0.136315,0.392672,0.296011,0.36388,0.291132,0.659891,0.110382,4.03052,0.279342,,-0.2389,27.0585,-5.78551,81.5905,-0.2389,3.75,-6.334793359041214,2.259485125541687,0.498257,743.3800048828125,,,,,,,247.5,3.75,247.5,3.75,,,,,,,,,,,,,,,,,,,"Mauricio Dubon","16530",643289
"Spencer Horwitz","PIT",48,209.231,181.751,46.0872,30.2081,9.64538,0.0253644,6.20834,24.8037,25.4522,23.1702,0.41341,34.2991,2.52083,1.53525,0.253897,4.27694,0.585679,0.27621,0.253573,0.11074,0.163929,0.675534,0.343474,0.409397,0.333883,0.752871,0.155824,2.14246,0.279305,,-0.289709,27.6909,2.85037,109.039,-0.289709,-0.14,1.9739371836185455,-3.8679901510477066,0.497527,738.1500244140625,,,,,,,240.9,5.01875,240.9,5.01875,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Ty France","SDP",53,227.857,204.344,51.9986,36.3967,8.70926,0.233015,6.65969,25.8259,27.7543,14.1494,0.407868,42.7848,7.26672,1.74572,0.351166,5.47446,0.827251,0.394517,0.254466,0.0620976,0.18777,0.33071,0.322694,0.39714,0.318751,0.719834,0.142673,2.72804,0.289437,,-0.300385,27.3705,0.318651,104.419,-0.300385,0.71,0.9048861265182495,-3.453860819339752,0.492419,999,,,,,,,244,4.603773584,244,4.603773584,,,,,,,,,,,,,,,,,,,"Ty France","17982",664034
"Jung Hoo Lee","SFG",69,292.124,266.562,72.5099,51.4599,17.0188,1.33226,2.69896,33.19,28.2797,19.9407,0.498747,30.7605,2.60348,2.65432,0.364324,6.23923,4.10034,1.17804,0.272019,0.0682609,0.105299,0.648255,0.325795,0.376236,0.310804,0.702031,0.104217,4.42026,0.296115,,-0.0543378,33.2149,-1.46691,97.7171,-0.0543378,-1.47,-0.8525604270398617,-3.7832183837890625,0.49237,339.44000244140625,,,,,,,298.8,4.330434782,298.8,4.330434782,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Zach McKinstry","DET",45,192.599,171.629,39.8328,27.086,8.62117,0.924703,3.20087,22.1865,16.9992,16.9852,0.41365,39.8774,1.71342,1.46591,0.805313,2.73553,5.25081,1.56968,0.232087,0.0881895,0.207049,0.425936,0.305179,0.349044,0.292162,0.654223,0.116957,5.41951,0.281748,,0.162446,18.9982,-3.86765,83.4894,0.162446,0.95,-3.5807610005140305,1.572605311870575,0.49112,510.30999755859375,,,,,,,172.9,3.842222222,172.9,3.842222222,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Lawrence Butler","ATH",56,241.468,216.583,52.9699,32.1669,11.718,0.207777,8.87729,32.6041,29.092,22.1135,0.390191,61.2873,0.768547,1.48876,0.514046,3.95913,6.88169,2.30663,0.244571,0.0915793,0.253811,0.360817,0.314798,0.423557,0.323236,0.738355,0.178986,4.70316,0.29811,,0.135232,29.8805,1.21269,102.231,0.135232,-2.86,0.7694045752286911,-4.588394999504089,0.483558,157.22000122070312,,,,,,,275.9,4.926785714,275.9,4.926785714,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Max Muncy","ATH",51,217.619,199.25,47.9665,29.3793,9.53095,0.94747,8.10878,27.6687,26.1287,12.9669,0.257172,63.4327,3.02088,1.2877,1.09422,3.38015,3.0597,1.00389,0.240736,0.0595853,0.291485,0.20442,0.295367,0.42017,0.31192,0.715537,0.179434,4.93669,0.308985,,-0.040711,24.9398,-0.896592,94.4647,-0.040711,-2.47,-1.4586821049451828,-1.5860969424247742,0.476127,672.719970703125,,,,,,,230.6,4.521568627,230.6,4.521568627,,,,,,,,,,,,,,,,,,,"Max Muncy","29779",691777
"Jordan Lawlar","ARI",38,162.713,146.639,35.6566,23.8314,6.92653,1.29443,3.60421,20.7394,16.4117,12.1639,0.342017,42.7758,2.2004,1.0288,0.680629,2.23119,6.09171,1.50671,0.243159,0.0747571,0.262892,0.284365,0.30871,0.381786,0.305048,0.690496,0.138626,6.57358,0.316449,,0.396297,17.7441,-1.57363,90.472,0.396297,0.58,-1.459351807832718,0.8243415206670761,0.472023,261.6499938964844,,,,,,,166,4.368421052,166,4.368421052,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Jake Bauers","MIL",54,234.644,202.609,46.0548,27.1236,9.19466,0.457461,9.27913,29.0826,32.0775,28.3156,1.1341,64.7793,2.16906,1.27876,0.27203,3.36013,4.47846,1.46252,0.227309,0.120675,0.276075,0.437109,0.326573,0.414601,0.326451,0.741174,0.187292,4.20178,0.283263,,-0.00634846,29.6454,1.7878,106.648,-0.00634846,-1.32,1.8606448485516012,-4.839900612831116,0.471095,999,,,,,,,260.1,4.816666666,260.1,4.816666666,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Isaac Collins","KCR",49,214.963,186.224,44.7696,29.2344,9.86359,0.984736,4.68691,26.8983,21.1905,23.2623,0.336094,44.8514,2.9025,1.45298,1.12095,3.66895,5.41165,1.88976,0.240407,0.108215,0.208647,0.518653,0.331714,0.379453,0.317809,0.711168,0.139046,5.20471,0.290163,,0.0112707,25.658,0.13701,98.3077,0.0112707,-0.35,-0.4169571064412594,-2.618518441915512,0.467484,666.1699829101562,,,,,,,229.6,4.685714285,229.6,4.685714285,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Paul Goldschmidt","NYY",42,181.755,165.423,42.1444,26.7014,7.8604,0.22161,7.36104,22.1389,24.0821,13.5274,0.368985,38.8693,1.13544,1.20097,0.305682,3.29159,1.58035,0.637052,0.254768,0.0744266,0.213856,0.348022,0.313357,0.43846,0.327255,0.751817,0.183692,3.24436,0.288915,,-0.163357,23.0813,1.50284,108.96,-0.163357,0.03,1.7537377625703812,-3.650992365553975,0.463247,748.3599853515625,,,,,,,205.2,4.885714285,205.2,4.885714285,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Matt Vierling","DET",37,160.005,144.649,36.2648,23.9191,6.46558,1.22248,4.65761,19.8493,17.6445,12.2127,0.100517,30.698,1.38123,1.32477,0.437906,2.70546,2.00661,0.682148,0.25071,0.0763269,0.191856,0.397833,0.312462,0.40891,0.316484,0.721372,0.1582,5.09654,0.285734,,-0.0778268,18.927,-0.0692849,100.181,-0.0778268,-0.32,-0.043730076402425766,-1.081316888332367,0.463189,999,,,,,,,166.7,4.505405405,166.7,4.505405405,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Austin Hedges","CLE",23,88.5407,77.1064,15.9287,11.3738,2.82545,0,1.72944,8.18734,7.02529,6.63675,0.129839,19.6684,1.02757,0.611709,2.39737,1.65908,0.953047,0.430657,0.20658,0.0749571,0.222139,0.337433,0.276321,0.310512,0.26456,0.586833,0.103931,3.18979,0.252115,,-0.0870315,6.75949,-3.75232,65.9908,-0.0870315,3.25,-3.631641522049904,5.024691343307495,0.461043,999,,,,,,,66,2.869565217,66,2.869565217,,,,,,,,,,,,,,,,,,,"Austin Hedges","12976",595978
"Giancarlo Stanton","NYY",36,154.642,138.604,32.123,17.06,5.02695,0,10.0361,20.2165,25.3896,14.0284,0.570507,46.0648,0.821364,0.957493,0.2126,2.3863,0.255333,0.110205,0.231761,0.0907156,0.29788,0.304537,0.304206,0.485254,0.338946,0.78946,0.253493,1.8943,0.264639,,-0.159808,21.0988,2.73922,116.984,-0.159808,0,2.931868091225624,-3.8888888359069824,0.4609,251.4600067138672,,,,,,,193.7,5.380555555,193.7,5.380555555,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"Mike Yastrzemski","ATL",50,209.194,182.393,42.5393,25.0519,9.86318,0.47141,7.15286,25.5988,24.9725,22.2492,0.612163,48.0659,2.18533,1.5152,0.8511,2.92902,1.66642,0.524569,0.233228,0.106356,0.229767,0.462889,0.321459,0.410124,0.322219,0.731583,0.176895,3.57207,0.274974,,-0.141256,25.7148,0.878692,102.572,-0.141256,-0.46,0.5027315616607666,-2.824595659971237,0.453951,656.0999755859375,,,,,,,226.6,4.532,226.6,4.532,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Lane Thomas","KCR",53,232.119,205.851,48.7308,30.3614,9.06235,2.16717,7.13994,31.5199,24.8366,21.5515,0.0536985,53.8769,2.66541,1.72811,0.323112,3.02136,8.06814,2.49133,0.236728,0.0928464,0.232108,0.400013,0.314706,0.405862,0.317557,0.720568,0.169134,6.62687,0.283775,,0.296944,27.6586,0.100738,98.1349,0.296944,-2.16,-0.21266821026802063,-3.5705833435058594,0.453449,726.6699829101562,,,,,,,256.3,4.835849056,256.3,4.835849056,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Josh Bell","MIN",62,268.194,238.477,58.4592,37.9611,10.5462,0.162501,9.7894,31.6978,32.8556,25.0722,0.426445,53.7541,2.14634,2.0433,0.326234,5.91857,0.686393,0.314137,0.245135,0.0934851,0.20043,0.466424,0.320005,0.41387,0.322816,0.733875,0.168735,2.13656,0.275006,,-0.33413,33.0966,1.25574,104.016,-0.33413,-0.17,0.9338104426860809,-6.087923929095268,0.444402,636.3300170898438,,,,,,,295.6,4.767741935,295.6,4.767741935,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Gavin Lux","TBR",36,154.933,136.946,33.5282,23.5348,7.3319,0.589935,2.07158,16.5196,14.6247,16.0536,0.137798,33.4335,0.708483,1.04962,0.175223,3.14621,1.23822,0.364011,0.244828,0.103616,0.215793,0.480166,0.324961,0.352363,0.304473,0.677323,0.107535,3.94578,0.306921,,-0.114596,16.8238,-1.57034,91.3033,-0.114596,0,-1.7006889507174492,0.555555522441864,0.442843,745.989990234375,,,,,,,151.1,4.197222222,151.1,4.197222222,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Jesús Sánchez","TOR",40,171.399,154.951,38.9942,24.543,7.91409,0.24739,6.28974,21.9195,20.9387,13.5326,0.414944,38.6184,1.6134,0.930194,0.371124,3.25755,2.71754,0.88053,0.251655,0.0789541,0.225313,0.350419,0.316559,0.427697,0.325389,0.744256,0.176043,4.02844,0.294705,,-0.0274009,21.5078,1.15888,107.152,-0.0274009,-1.25,1.4156537875533104,-3.1502662897109985,0.442393,617.4299926757812,,,,,,,193.9,4.8475,193.9,4.8475,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Trevor Larnach","MIN",49,208.596,183.063,45.9536,31.0699,9.30289,0.319171,5.2616,24.396,22.1595,21.3796,0.597963,42.7801,1.96048,1.83925,0.35376,3.87184,1.6944,0.689691,0.251026,0.102493,0.205086,0.499755,0.332755,0.391558,0.321267,0.724313,0.140531,3.40403,0.297325,,-0.229914,25.4807,0.715634,102.953,-0.229914,-0.92,0.4952104687690735,-3.5726062655448914,0.440247,748.52001953125,,,,,,,217.7,4.442857142,217.7,4.442857142,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Gabriel Arias","CLE",43,184.045,168.876,39.2417,26.0726,7.55342,0.47432,5.14132,20.7471,20.1275,11.6589,0.307372,56.2703,2.0819,0.982729,0.445706,3.44151,3.53752,1.25247,0.23237,0.0633477,0.305742,0.207194,0.288576,0.374047,0.292093,0.662623,0.141678,4.74194,0.314442,,-0.0182524,18.1443,-3.70608,84.8864,-0.0182524,0.67,-3.292577078565955,1.068148136138916,0.438283,748.3800048828125,,,,,,,166.4,3.869767441,166.4,3.869767441,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Justin Crawford","PHI",60,265.07,244.226,63.8181,49.3507,11.2232,1.5608,1.68344,31.2719,20.5272,16.2929,0.329489,55.7077,1.46766,1.1172,1.96576,5.60847,12.2252,2.51286,0.261307,0.0614666,0.210163,0.292472,0.310063,0.340722,0.29054,0.650785,0.0794145,6.47501,0.330588,,1.05479,25.7997,-5.67015,80.0573,1.05479,0,-5.2724727392196655,0.9259258508682251,0.432538,999,,,,,,,241.9,4.031666666,241.9,4.031666666,,,,,,,,,,,,,,,,,,,"Justin Crawford","31791",702222
"Austin Martin","MIN",32,139.064,120.85,31.4081,23.0955,5.8672,0.84805,1.5973,17.4198,10.8516,14.0217,0.0926374,23.5666,2.29585,0.890463,1.00598,2.80253,3.87278,1.51231,0.259893,0.100829,0.169466,0.594982,0.345693,0.362129,0.319256,0.707823,0.102236,5.50089,0.308676,,-0.0575392,16.7613,0.251243,101.573,-0.0575392,0.08,0.20003152266144753,-0.9076543301343918,0.43001,748.5599975585938,,,,,,,144.5,4.515625,144.5,4.515625,,,,,,,,,,,,,,,,,,,"Austin Martin","27462",668885
"Miguel Amaya","CHC",34,133.54,117.722,26.1518,17.9833,4.75276,0.18622,3.22959,13.6862,13.6722,10.3018,0.191044,28.4759,2.88799,0.981128,1.64625,2.54945,0.222961,0.0972772,0.222149,0.0771443,0.213239,0.361773,0.298284,0.347987,0.289537,0.646271,0.125838,2.34312,0.26348,,-0.159058,12.8894,-2.96482,82.7656,-0.159058,0.72,-2.913787603378296,2.7821590900421143,0.426959,745.969970703125,,,,,,,109.3,3.214705882,109.3,3.214705882,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Liam Hicks","MIA",52,213.222,185.577,46.0507,32.5404,8.4009,0.347825,4.76159,22.8089,23.1867,20.7376,0.454721,28.3207,4.0931,1.86484,0.948613,4.55887,0.784459,0.293896,0.248148,0.0972586,0.132823,0.732244,0.333916,0.37414,0.316831,0.708057,0.125992,2.54638,0.267486,,-0.264807,25.2817,-0.0325499,98.0694,-0.264807,0.65,-0.7575180530548096,-2.0554674863815308,0.417346,748.5399780273438,,,,,,,218.7,4.20576923,218.7,4.20576923,,,,,,,,,,,,,,,,,,,"Liam Hicks","29844",689414
"Jose Trevino","CIN",31,123.089,112.879,26.1242,19.2543,4.35246,0.03893,2.47854,11.2969,12.2731,6.93099,0.104559,19.2785,0.849592,0.956629,1.0561,2.85086,0.196707,0.106744,0.231436,0.056309,0.156623,0.35952,0.278786,0.336557,0.273215,0.615343,0.105121,1.89643,0.256799,,-0.146841,10.2576,-4.35579,65.1108,-0.146841,2.98,-5.287045270204544,5.3719751834869385,0.414495,999,,,,,,,87,2.806451612,87,2.806451612,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Joey Bart","ATL",14,55.72,49.4999,12.149,8.11905,2.07874,0.0858687,1.86539,6.76013,6.64174,4.77008,0.00120745,15.2161,1.02559,0.337584,0.0868511,1.16845,0.153439,0.0577965,0.245436,0.085608,0.273081,0.313489,0.322554,0.403954,0.321915,0.726509,0.158518,2.87246,0.313947,,-0.0665965,6.83558,0.220348,102.367,-0.0665965,1.09,0.0912366732954979,2.170246958732605,0.413436,999,,,,,,,60.8,4.342857142,60.8,4.342857142,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Max Kepler","ARI",45,193.469,172.015,41.7032,25.5968,9.26902,0.388066,6.44931,22.6408,25.6875,17.6107,0.557309,36.9986,1.98918,1.47862,0.375542,3.38311,0.640366,0.207748,0.242439,0.0910257,0.191238,0.475982,0.317478,0.413314,0.320694,0.730792,0.170875,2.87833,0.271088,,-0.193266,23.5435,0.574295,101.032,-0.193266,0.45,0.04570181667804718,-2.2668614983558655,0.412328,999,,,,,,,207.6,4.613333333,207.6,4.613333333,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Chandler Simpson","TBR",54,235.418,218.078,60.1336,50.8932,7.68255,1.55785,0,28.6408,15.3788,12.4879,0.266324,26.4608,0.524729,1.46131,2.86601,5.09405,18.1173,3.09448,0.275744,0.0530457,0.112399,0.471939,0.314537,0.325259,0.286236,0.639796,0.0495155,7.18266,0.311446,,2.00956,22.095,-5.85454,78.7873,2.00956,2.01,-3.8689117431640625,-0.4402487277984619,0.411935,180.19000244140625,,,,,,,217.4,4.025925925,217.4,4.025925925,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Rhys Hoskins","CLE",47,200.958,172.479,37.5986,21.22,7.75717,0,8.62142,23.9325,27.1662,24.0818,0.258811,53.3426,2.56817,1.52583,0.242506,2.62664,0.910364,0.398707,0.217989,0.119835,0.265442,0.451456,0.320194,0.41292,0.32399,0.733114,0.19493,2.40658,0.25863,,-0.233818,24.9899,1.13161,106.777,-0.233818,-0.4,1.3692230433225632,-4.461728483438492,0.411146,737.989990234375,,,,,,,231.5,4.925531914,231.5,4.925531914,,,,,,,,,,,,,,,,,,,"Rhys Hoskins","16472",656555
"Freddy Fermin","SDP",37,144.909,130.402,29.7103,21.2671,4.58777,0.594929,3.26054,14.8347,14.0667,10.49,0.226803,29.0171,1.09489,1.08796,1.83413,2.83714,0.956778,0.355289,0.227836,0.07239,0.200244,0.36151,0.288626,0.347154,0.282569,0.63578,0.119318,3.85893,0.266598,,-0.127531,13.1711,-4.03291,79.9994,-0.127531,0,-3.596580848097801,2.854938268661499,0.402487,735.3099975585938,,,,,,,121.3,3.278378378,121.3,3.278378378,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Connor Wong","BOS",30,119.751,107.906,25.7329,17.5208,4.84195,0.519741,2.85041,13.4194,12.1893,8.62691,0.0876672,28.2481,1.6119,0.705916,0.900485,2.11471,2.08707,0.712716,0.238476,0.0720404,0.235891,0.305398,0.302664,0.372228,0.299394,0.674892,0.133752,4.83983,0.295208,,-0.0229669,12.5121,-1.70512,84.4836,-0.0229669,-0.42,-2.2102219946682453,1.894814819097519,0.400148,999,,,,,,,120,4,120,4,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Jonah Heim","ATH",23,93.4074,84.9635,19.7267,12.4864,4.03907,0.017705,3.18355,10.3448,11.4104,6.92065,0.103373,17.6766,0.460539,0.763362,0.179062,1.58141,0.368637,0.148514,0.232179,0.074091,0.189242,0.391515,0.291145,0.392544,0.299887,0.683689,0.160365,2.46578,0.255034,,-0.0918963,9.79677,-1.29282,86.2068,-0.0918963,1.28,-1.6085072755813599,2.202839493751526,0.397479,999,,,,,,,87.8,3.817391304,87.8,3.817391304,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Sal Frelick","MIL",55,238.655,213.339,53.87,40.5644,9.66734,1.18696,2.45129,26.1219,21.4604,19.408,0.427851,28.7575,2.35735,1.61525,1.16755,5.08993,6.65978,1.51748,0.252508,0.0813223,0.120498,0.674883,0.319514,0.34342,0.297458,0.662934,0.0909121,5.36464,0.279836,,0.378576,24.5624,-3.77139,87.0794,0.378576,1.81,-3.312264859676361,-0.5365867614746094,0.395993,216.39999389648438,,,,,,,213.6,3.883636363,213.6,3.883636363,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Brooks Lee","MIN",66,284.087,260.486,62.5022,42.9841,11.7488,0.584806,7.18455,29.9648,30.4395,18.8768,0.461443,48.7414,1.71856,2.47994,0.526101,5.29619,2.24779,0.968243,0.239945,0.066447,0.171572,0.387284,0.29305,0.372282,0.293014,0.665332,0.132337,3.41686,0.267183,,-0.283388,28.2185,-5.5092,83.5643,-0.283388,-1.73,-5.7796652019023895,-0.42724382877349854,0.394824,542.5700073242188,,,,,,,263.1,3.986363636,263.1,3.986363636,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Oswald Peraza","LAA",52,220.417,202.749,46.0019,31.0816,7.43731,1.2385,6.2445,25.562,21.2923,12.6821,0.205098,59.2843,3.209,1.08591,0.691276,3.74494,6.99488,1.89694,0.226891,0.0575369,0.268964,0.213921,0.281683,0.368188,0.286758,0.649871,0.141297,6.06886,0.28746,,0.368721,20.7802,-5.38842,78.8483,0.368721,0.42,-5.119354218244553,1.1516629755496979,0.392481,999,,,,,,,192.7,3.70576923,192.7,3.70576923,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Gavin Sheets","SDP",62,265.833,237.755,56.3039,35.003,11.9574,0.430654,8.91277,30.8086,32.7886,23.7854,0.527997,53.9031,2.26455,1.7677,0.260278,4.30413,1.87288,0.589541,0.236815,0.0894751,0.202771,0.441262,0.310099,0.403192,0.31385,0.713291,0.166377,3.40617,0.268191,,-0.188273,30.8797,-0.680757,101.111,-0.188273,-0.73,0.1653611660003662,-4.967213153839111,0.388808,684.8099975585938,,,,,,,274,4.419354838,274,4.419354838,,,,,,,,,,,,,,,,,,,"Gavin Sheets","19901",657757
"Heriberto Hernández","MIA",46,192.869,171.111,40.2108,24.2208,8.06493,1.09677,6.82837,23.1635,23.7299,17.7727,0.491528,52.1886,1.93842,1.37968,0.666677,2.95498,2.69413,0.841111,0.234998,0.0921492,0.270591,0.340548,0.311766,0.414669,0.318341,0.726434,0.17967,4.81885,0.294186,,-0.037784,23.1038,0.205919,99.089,-0.037784,0.86,-0.24810143932700157,-2.2487696409225464,0.382343,999,,,,,,,210.6,4.578260869,210.6,4.578260869,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"Jonny DeLuca","TBR",38,164.994,151.155,35.1465,22.5346,6.9334,1.45623,4.22229,19.8392,16.4663,10.0148,0.342865,33.7633,1.67565,1.05035,1.09813,1.8556,6.04028,1.52993,0.23252,0.0606983,0.204634,0.296619,0.285773,0.381458,0.292346,0.667231,0.148938,6.59668,0.270743,,0.397376,16.2998,-3.28869,82.9809,0.397376,1.67,-2.908089280128479,0.7591778039932251,0.377195,999,,,,,,,150.4,3.957894736,150.4,3.957894736,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Nathan Lukes","TOR",46,198.304,178.757,46.4109,34.0031,8.20921,0.557281,3.64134,22.305,19.0224,14.228,0.503054,30.8822,1.8006,1.27291,2.24556,4.66211,1.63419,0.536831,0.259631,0.0717483,0.155732,0.460718,0.318474,0.372901,0.306553,0.691375,0.11327,3.60676,0.293936,,-0.156219,21.8665,-1.67678,94.2253,-0.156219,0,-1.5042095482349396,-1.8408663272857666,0.375916,999,,,,,,,194.1,4.219565217,194.1,4.219565217,,,,,,,,,,,,,,,,,,,"Nathan Lukes","18123",664770
"Mitch Garver","SEA",21,83.2844,71.8078,14.4242,8.63456,2.73352,0,3.05615,8.96039,9.88702,9.6152,0.0529381,24.4131,0.913074,0.571804,0.117062,1.13555,0.298393,0.111684,0.200873,0.11545,0.293129,0.393854,0.300967,0.36662,0.298957,0.667587,0.165748,2.25564,0.253128,,-0.087281,8.67247,-1.2153,94.9759,-0.087281,0.22,-0.5798354223370552,1.312249630689621,0.37497,999,,,,,,,76.3,3.633333333,76.3,3.633333333,,,,,,,,,,,,,,,,,,,"Mitch Garver","15161",641598
"Mickey Moniak","COL",55,233.233,214.357,55.0554,31.2692,11.4708,1.27672,11.0386,31.2367,35.9339,14.7747,0.332326,55.7369,2.30847,1.54326,0.249373,2.72759,3.99998,1.10756,0.25684,0.0633476,0.238975,0.26508,0.30963,0.476755,0.338775,0.786385,0.219915,5.26124,0.295168,,0.0891688,31.7891,4.09903,100.631,0.0891688,-0.2,0.26520901173353195,-4.201322749257088,0.369249,245.8300018310547,,,,,,,290.8,5.287272727,290.8,5.287272727,,,,,,,,,,,,,,,,,,,"Mickey Moniak","19956",666160
"Nathan Church","STL",37,159.26,146.489,36.423,25.967,6.49162,0.621562,3.34276,18.0179,16.3417,8.90101,0.340578,28.153,1.86256,1.0935,0.914046,3.25508,3.50265,0.876888,0.24864,0.0558898,0.176774,0.316166,0.297996,0.369898,0.29454,0.667895,0.121259,5.02152,0.284961,,0.146343,16.0156,-2.89222,86.496,0.146343,0.9,-2.4278546273708344,0.8751744087785482,0.367428,999,,,,,,,144.7,3.91081081,144.7,3.91081081,,,,,,,,,,,,,,,,,,,"Nathan Church","31357",701675
"Blaze Jordan","STL",39,166.184,154.537,40.8049,28.4057,8.49226,0.378491,3.52837,17.9594,19.4672,8.83984,0.442805,22.2841,1.36105,1.14678,0.299233,3.61078,0.825269,0.311161,0.264045,0.053193,0.134093,0.396688,0.307476,0.392392,0.306758,0.699868,0.128346,3.14741,0.287025,,-0.164831,18.3522,-1.37765,94.7424,-0.164831,0,-1.2106313407421112,-0.6490558981895447,0.359076,999,,,,,,,167.3,4.289743589,167.3,4.289743589,,,,,,,,,,,,,,,,,,,"Blaze Jordan","28199",691458
