Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",6.11286,5.43136,7.43911,3.39027,16,16,0,0,,96.656,394.927,80.6796,39.06,36.41,10.6903,25.4518,0.226424,4.50228,111.11,10.3458,2.36991,4.3655,0.995413,0.281342,0.0644468,0.21689559519290924,0.221056,1.09803,0.287817,0.735714,,,3.17413,2.72578,2.28281,9.649999618530273,,,,,,,503.9,5.1948453608247425,474,4.88659793814433,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",7.15122,4.18777,6.67661,3.01961,16,16,0,0,,92.992,376.235,82.3643,33.73,31.2,6.59269,21.3858,0.224674,2.60807,93.7433,9.07272,2.06978,4.38343,0.638057,0.249162,0.0568418,0.1923200488090515,0.23383,1.11569,0.300795,0.740794,,,2.78521,2.71188,2.57194,24.75,,,,,,,504.90000000000003,5.429032258064517,490,5.268817204301075,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",5.44364,4.21082,5.2454,3.13026,14,14,0,0,,77.658,311.835,65.2913,29.05,27.01,8.01248,15.8294,0.186542,2.34035,87.7336,10.1677,1.83451,5.54245,0.928588,0.281346,0.0507621,0.23058439418673515,0.222333,1.04459,0.289406,0.744897,,,2.88939,2.40899,2.09834,7.019999980926514,,,,,,,431.80000000000007,5.535897435897437,408,5.230769230769231,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Jesús Luzardo","PHI",6.75148,4.65759,7.19249,3.56997,16,16,0,0,,94.816,394.839,82.4117,40.49,37.61,9.21933,29.6354,0.250139,5.96925,104.331,9.90315,2.81301,3.52048,0.875105,0.264236,0.0750569,0.18917959183454514,0.229409,1.18173,0.297913,0.721778,,,3.29555,2.35555,2.03445,70.58999633789062,,,,,,,479.09999999999997,5.043157894736842,458,4.821052631578947,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Jacob Misiorowski","MIL",5.97406,5.65275,5.85122,3.242,19,15,0,0.2958,,88.7229,365.828,63.8476,34.11,31.96,10.1437,35.089,0.330056,5.96073,124.204,12.5992,3.5594,3.5397,1.02897,0.339516,0.0959166,0.2435992807149887,0.196588,1.11512,0.282014,0.765047,,,3.18015,2.3267,2.23505,114.13999938964844,,,,,,,494.20000000000005,5.5528089887640455,440,4.943820224719101,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Chris Sale","ATL",5.77634,4.29062,6.52128,3.60966,14,14,0,0,,84.224,349.011,73.6301,36.24,33.78,8.35472,23.334,0.200816,5.14019,99.2403,10.6046,2.49342,4.25304,0.892767,0.284347,0.0668573,0.21748962253332138,0.229708,1.15126,0.30654,0.71216,,,3.05287,2.28459,1.72995,39.36000061035156,,,,,,,444.80000000000007,5.295238095238096,430,5.119047619047619,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Dylan Cease","TOR",6.5593,4.33006,7.21025,3.58958,15,15,0,0,,91.59,381.761,70.7477,39.12,36.53,10.5076,38.8685,0.296176,3.29371,116.042,11.4028,3.81937,2.98551,1.03252,0.303966,0.101814,0.20215211808681488,0.208328,1.19681,0.282753,0.742803,,,3.44414,2.22834,1.94235,74.7699966430664,,,,,,,466.9,5.075,423,4.5978260869565215,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Webb","SFG",5.20595,5.44626,6.78612,3.84016,15,15,0,0,,88.59,370.543,85.7376,40.45,37.8,7.57533,24.4018,0.277839,2.77443,77.6474,7.88833,2.47902,3.18204,0.76959,0.20955,0.0658541,0.14369620382785797,0.249697,1.24325,0.302786,0.700157,,,3.38463,2.00102,1.63181,57.189998626708984,,,,,,,411.6,4.6247191011235955,416,4.674157303370786,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jacob deGrom","TEX",5.57684,4.18135,5.58874,3.2897,14,14,0,0,,79.366,315.514,60.2971,30.89,29.01,10.413,20.2801,0.280234,1.08088,89.0837,10.102,2.29974,4.39266,1.18082,0.282344,0.0642763,0.21806801110506058,0.204985,1.01526,0.256267,0.752847,,,3.37385,1.95147,1.94144,50.0099983215332,,,,,,,420.6,5.324050632911392,380,4.810126582278481,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Hunter Brown","HOU",5.61138,4.30748,6.20128,3.69005,14,14,0,0,,82.194,340.769,71.7563,36.06,33.7,9.64621,24.9937,0.251388,4.06395,89.0544,9.7512,2.73674,3.56308,1.05623,0.261334,0.0733449,0.18798858672380447,0.230201,1.17709,0.291582,0.72905,,,3.52498,1.82071,1.59511,36.189998626708984,,,,,,,387.6000000000001,4.726829268292684,371,4.524390243902439,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Joe Ryan","MIN",4.75367,5.06915,6.11576,4.0498,14,14,0,0,,81.004,333.892,70.6195,38.98,36.45,12.8797,20.2841,0.189685,3.39267,92.307,10.2558,2.25368,4.5507,1.43101,0.276458,0.0607506,0.21570748835802078,0.227647,1.12221,0.281619,0.712532,,,3.77049,1.80219,1.21122,78.52999877929688,,,,,,,369.9,4.566666666666666,351,4.333333333333333,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Logan Gilbert","SEA",5.70288,4.70928,6.16165,3.77989,15,15,0,0,,85.05,346.664,71.4223,38.27,35.72,12.6691,21.6867,0.246216,3.30296,94.8354,10.0355,2.29489,4.37298,1.34065,0.273566,0.0625582,0.21100734174251556,0.222033,1.09476,0.274329,0.727575,,,3.69352,1.79264,1.57949,37.150001525878906,,,,,,,399.5,4.7,371,4.364705882352941,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Hunter Greene","CIN",4.25068,4.91026,5.6746,3.85953,13,13,0,0,,75.53,311.788,63.0879,34.55,32.39,10.724,22.6955,0.218959,3.27692,90.7891,10.8182,2.70435,4.00031,1.27785,0.291189,0.0727915,0.21839725971221924,0.22073,1.13575,0.28412,0.723945,,,3.57901,1.75932,1.30357,444.32000732421875,,,,,,,367.2999999999999,4.832894736842104,341,4.4868421052631575,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Braxton Ashcraft","PIT",4.87046,5.64272,4.88494,3.82871,18,14,0,0.2984,,78.183,326.464,71.5042,35.72,33.26,8.60128,23.1804,0.281886,2.80004,79.1723,9.11389,2.6684,3.41549,0.990133,0.242515,0.0710044,0.1715102568268776,0.237964,1.21106,0.295721,0.713487,,,3.50746,1.69521,1.2854,239.36000061035156,,,,,,,359.3,4.606410256410257,353,4.5256410256410255,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Gavin Williams","CLE",5.03964,5.64797,6.85467,3.78017,15,15,0,0,,89.115,373.387,77.408,40.27,37.43,11.3587,32.4111,0.186464,2.63423,96.9488,9.79115,3.2733,2.99122,1.14715,0.259647,0.086803,0.1728438213467598,0.228786,1.23233,0.287128,0.740539,,,3.76664,1.69179,1.63181,144.74000549316406,,,,,,,412.09999999999997,4.630337078651685,391,4.393258426966292,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Chase Burns","CIN",4.48264,5.4218,4.69094,3.78208,18,13,0,0.3251,,74.8874,309.49,61.533,33.59,31.47,10.0432,26.1239,0.327453,1.3205,87.9493,10.5698,3.13958,3.36662,1.207,0.284175,0.0844094,0.19976508617401123,0.218166,1.17052,0.279754,0.734641,,,3.5997,1.6864,1.28724,109.72000122070312,,,,,,,365.8,4.8773333333333335,340,4.533333333333333,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Zack Wheeler","PHI",5.9312,4.58063,6.45019,3.82999,15,15,0,0,,86.64,361.064,73.9721,39.49,36.87,11.4635,29.1107,0.209763,3.82384,89.2017,9.26611,3.02397,3.06422,1.1908,0.247052,0.0806247,0.16642741113901138,0.225435,1.18978,0.274806,0.730667,,,3.90698,1.67549,1.60565,110.48999786376953,,,,,,,395.1,4.541379310344828,371,4.264367816091954,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Shohei Ohtani","LAD",5.9289,2.46235,4.9883,3.41989,12,12,0,0,,68.976,286.097,54.7335,28.02,26.21,6.90675,24.1046,0.165796,5.69061,78.1691,10.1995,3.14517,3.24291,0.901193,0.273226,0.0842533,0.18897275626659393,0.213551,1.14298,0.27932,0.734698,,,3.43673,1.6724,1.59311,1.2699999809265137,,,,,,,347.5,5.036231884057971,320,4.63768115942029,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Kevin Gausman","TOR",5.85841,5.18578,6.7049,4.2598,16,16,0,0,,90.448,378.304,83.0191,45.71,42.81,13.2896,27.4042,0.288294,1.65909,90.9696,9.0519,2.72685,3.31955,1.32238,0.240467,0.0724397,0.16802754998207092,0.237713,1.22085,0.284632,0.704801,,,3.96821,1.65027,1.07234,112.94999694824219,,,,,,,385.3,4.2811111111111115,376,4.177777777777778,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"George Kirby","SEA",5.06806,4.59749,5.75472,4.07036,14,14,0,0,,78.848,328.478,76.5292,38.15,35.66,10.0698,18.4236,0.212487,2.71185,74.068,8.4544,2.10294,4.02027,1.1494,0.225489,0.0560879,0.16940070316195488,0.249003,1.20425,0.297751,0.702526,,,3.69132,1.64617,1.18511,64.58000183105469,,,,,,,346.40000000000003,4.384810126582279,350,4.430379746835443,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Yoshinobu Yamamoto","LAD",6.11402,2.45402,5.34092,3.43006,12,12,0,0,,71.028,289.99,59.6781,29.03,27.07,7.82928,20.471,0.156766,1.98074,74.0748,9.38607,2.5939,3.61852,0.992053,0.255439,0.0705922,0.18484704941511154,0.223064,1.12842,0.279307,0.738842,,,3.40114,1.64463,1.61934,26.639999389648438,,,,,,,353,4.971830985915493,333,4.690140845070423,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Ranger Suarez","BOS",4.95821,5.20118,5.49103,3.90946,15,15,0,0,,80.85,338.199,76.34,37.76,35.12,9.2271,23.0658,0.245478,2.65395,73.9208,8.22866,2.56763,3.20477,1.02714,0.218572,0.068202,0.1503698229789734,0.244304,1.22951,0.292646,0.712769,,,3.71507,1.62498,1.31534,183.97999572753906,,,,,,,361.0999999999999,4.458024691358023,358,4.419753086419753,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Landen Roupp","SFG",4.44961,4.74865,5.80174,3.86989,13,13,0,0,,76.258,324.377,68.8994,35.05,32.79,6.41825,30.827,0.244931,2.72282,75.2208,8.87759,3.63821,2.4401,0.757484,0.231893,0.0950346,0.13685888051986694,0.236909,1.30775,0.298684,0.712759,,,3.54687,1.62034,1.30357,690.0999755859375,,,,,,,357.20000000000005,4.7,350,4.605263157894737,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Drew Rasmussen","TBR",4.33973,6.05425,5.96643,3.87957,15,15,0,0,,83.7,344.664,73.9647,38.63,36.08,11.1811,23.2232,0.255606,2.67872,81.6232,8.77668,2.49712,3.51472,1.20227,0.236819,0.0673794,0.16944009065628052,0.232037,1.16115,0.277856,0.718199,,,3.82029,1.6191,1.40709,132.36000061035156,,,,,,,379.9,4.522619047619047,363,4.321428571428571,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Nathan Eovaldi","TEX",5.47672,4.33989,5.84425,3.50965,14,14,0,0,,80.444,326.569,68.5476,33.58,31.37,9.68949,20.1868,0.247605,2.59492,76.2319,8.52876,2.25848,3.77633,1.08405,0.233433,0.0618146,0.1716180369257927,0.225643,1.10306,0.270157,0.733737,,,3.62584,1.60979,1.67756,132.50999450683594,,,,,,,372.6,4.657500000000001,353,4.4125,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"MacKenzie Gore","TEX",5.39497,5.15941,6.71795,4.14973,15,15,0,0,,87.555,370.641,80.1981,43.21,40.37,10.8686,30.25,0.232206,3.31802,87.8663,9.032,3.10947,2.90468,1.11721,0.237066,0.0816152,0.15545059740543365,0.237925,1.26147,0.290887,0.706045,,,3.86249,1.58983,1.2507,164.82000732421875,,,,,,,384.9000000000001,4.373863636363637,374,4.25,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Kyle Harrison","MIL",4.26749,5.33574,5.363,3.92955,14,14,0,0,,76.818,319.161,66.1027,36.07,33.54,11.9122,22.5609,0.222061,3.55549,90.0768,10.5534,2.64324,3.9926,1.39563,0.282229,0.0706882,0.21154125034809113,0.225572,1.1542,0.283636,0.730603,,,3.79632,1.5391,1.26343,446.55999755859375,,,,,,,349.6,4.54025974025974,328,4.259740259740259,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Parker Messick","CLE",4.40341,5.34586,5.76828,3.86963,14,14,0,0,,79.31,333.221,71.9456,36.62,34.1,9.70708,24.4239,0.286721,4.6188,78.3018,8.8856,2.77159,3.20595,1.10155,0.234985,0.0732964,0.16168849915266037,0.236525,1.2151,0.287916,0.72179,,,3.82079,1.52591,1.28957,294.17999267578125,,,,,,,343.40000000000003,4.346835443037975,334,4.227848101265823,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"José Soriano","LAA",5.44979,5.23438,6.79953,3.7099,15,15,0,0,,88.935,376.586,77.3346,39.31,36.66,8.88005,37.6083,0.289884,4.183,89.5771,9.06498,3.80586,2.38185,0.898639,0.237866,0.0998663,0.13799989223480225,0.230991,1.29244,0.289647,0.737804,,,3.79899,1.50793,1.73945,321.80999755859375,,,,,,,401.7,4.513483146067416,382,4.292134831460674,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Max Meyer","MIA",4.26175,5.43803,5.68026,4.01026,14,14,0,0,,78.526,330.676,70.0153,37.5,34.99,9.75467,27.1525,0.239348,3.86946,82.282,9.43048,3.11199,3.03037,1.118,0.248829,0.082112,0.16671739518642426,0.233654,1.2374,0.290248,0.714488,,,3.81006,1.4922,1.18511,281.45001220703125,,,,,,,350.6,4.437974683544304,336,4.253164556962025,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Reid Detmers","LAA",4.45458,5.76138,3.52699,4.02282,20,14,0,0,,72.397,303.416,64.3451,34.66,32.36,9.89709,22.2023,0.377135,3.48541,81.3153,10.1087,2.76006,3.66248,1.23035,0.267999,0.0731742,0.1948249340057373,0.231683,1.19546,0.291921,0.713803,,,3.70092,1.4335,0.984697,350.4599914550781,,,,,,,330.4000000000001,4.58888888888889,317,4.402777777777778,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Nolan McLean","NYM",5.57004,4.22648,6.09405,4.01994,14,14,0,0,,80.934,345.116,73.3644,38.69,36.15,9.42,29.8783,0.220442,6.61286,83.998,9.34072,3.32252,2.81133,1.04752,0.24339,0.0865747,0.15681561827659607,0.237714,1.27564,0.29713,0.716817,,,3.89567,1.41132,1.21122,87.29000091552734,,,,,,,355.8999999999999,4.393827160493826,345,4.2592592592592595,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Cam Schlittler","NYY",4.66805,3.61098,4.86166,3.86065,12,12,0,0,,67.512,281.613,59.0108,31.06,28.96,8.88936,22.1424,0.166515,2.25184,74.9296,9.98883,2.9518,3.38398,1.18504,0.266073,0.0786272,0.18744595348834991,0.229419,1.20206,0.289052,0.729073,,,3.68165,1.3987,1.19961,116.62999725341797,,,,,,,317.1,4.663235294117648,301,4.426470588235294,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Framber Valdez","DET",5.22189,5.0871,5.88341,3.84009,15,15,0,0,,83.295,351.534,76.9518,38.41,35.54,7.60941,27.8741,0.205221,5.67027,68.7704,7.43062,3.01179,2.46718,0.822195,0.195629,0.0792928,0.11633651703596115,0.241995,1.25849,0.287001,0.705256,,,3.85019,1.37004,1.44685,81.13999938964844,,,,,,,351.6000000000001,4.236144578313254,347,4.180722891566265,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Kyle Bradish","BAL",5.39405,4.28705,5.85281,4.1005,14,14,0,0,,79.366,339.311,72.7689,38.66,36.16,9.40121,32.1465,0.253737,3.0434,80.1725,9.09145,3.64537,2.49397,1.06608,0.23628,0.0947404,0.14153970032930374,0.239276,1.32192,0.295355,0.7221,,,3.95541,1.35452,1.08179,72.95999908447266,,,,,,,339.09999999999997,4.292405063291139,333,4.215189873417722,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Tanner Bibee","CLE",4.39477,6.01361,6.24212,4.22979,15,15,0,0,,84.6,357.226,80.7883,42.92,39.76,12.4773,25.399,0.212786,2.89635,75.7683,8.06046,2.70202,2.98312,1.32737,0.212102,0.0711006,0.14100126922130585,0.245609,1.25517,0.283819,0.71312,,,4.23516,1.34771,1.05786,188.6300048828125,,,,,,,338.79999999999995,3.985882352941176,337,3.9647058823529413,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Bryan Woo","SEA",4.58776,4.21711,4.86652,3.97991,13,13,0,0,,70.577,290.277,62.9667,33.46,31.21,11.2718,16.5259,0.229379,2.71101,70.6842,9.01367,2.10739,4.27717,1.43738,0.243506,0.0569314,0.18657413497567177,0.232315,1.12632,0.273396,0.72251,,,3.99655,1.33031,1.18543,34.77000045776367,,,,,,,308.29999999999995,4.34225352112676,294,4.140845070422535,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Matthew Boyd","CHC",4.70901,4.12061,4.96122,4.00017,13,13,0,0,,71.097,297.837,61.7707,33.9,31.6,9.94943,24.2513,0.188654,2.94781,73.0435,9.2464,3.06992,3.01194,1.25947,0.245247,0.0814249,0.163821779191494,0.228241,1.20992,0.276167,0.722985,,,4.01785,1.3298,1.08081,212.75999450683594,,,,,,,306.2,4.312676056338028,290,4.084507042253521,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Garrett Crochet","BOS",3.5656,2.95636,4.33857,3.62029,9,9,0,0,,54.99,225.252,48.1619,23.83,22.12,7.16205,13.2299,0.14931,2.13467,61.5994,10.0817,2.16529,4.65607,1.17218,0.273469,0.0587339,0.21473518759012222,0.229465,1.11642,0.29052,0.731273,,,3.39666,1.31853,1.0863,12.239999771118164,,,,,,,275.09999999999997,5.001818181818181,263,4.781818181818182,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Taj Bradley","MIN",4.67007,5.28008,6.6536,4.35967,14,14,0,0,,83.566,357.353,75.9221,43.22,40.48,12.1557,33.9731,0.202743,1.99274,86.533,9.31954,3.65888,2.5471,1.30916,0.24215,0.0950689,0.14708109200000763,0.236233,1.31507,0.286336,0.717885,,,4.21683,1.26104,0.994112,492.4599914550781,,,,,,,342.4,4.076190476190476,330,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Bryce Miller","SEA",4.53884,4.31223,2.97563,3.81757,19,12,0,0.322,,64.266,263.493,53.8173,29.17,27.26,9.63796,18.0464,0.428239,2.08302,71.8178,10.0576,2.52728,3.97961,1.34973,0.27256,0.0684892,0.20407087355852127,0.221139,1.11822,0.272867,0.731426,,,3.75993,1.25289,1.07751,341.6000061035156,,,,,,,294.20000000000005,4.596875000000001,274,4.28125,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Sonny Gray","BOS",4.32202,5.01909,4.81806,4.13985,14,14,0,0,,73.22,306.361,68.8484,36.28,33.68,10.252,20.3989,0.185964,2.59608,69.2958,8.51765,2.50738,3.39704,1.26014,0.22619,0.0665846,0.15960562974214554,0.242966,1.21889,0.287494,0.707225,,,3.97522,1.22371,1.00348,138.08999633789062,,,,,,,306.80000000000007,4.202739726027398,304,4.164383561643835,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Dustin May","STL",3.77156,7.45229,3.91514,4.43754,23,15,0,0.3495,,79.2805,339.889,75.6059,41.82,39.09,9.50164,28.2667,0.534558,4.50974,72.0133,8.17502,3.20886,2.54764,1.07864,0.211873,0.0831643,0.12870854139328003,0.246183,1.31019,0.293018,0.685132,,,4.0873,1.20696,0.701563,414.6700134277344,,,,,,,309,3.911392405063291,310,3.9240506329113924,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Michael Wacha","KCR",4.53742,5.21992,6.2202,4.59024,14,14,0,0,,80.584,344.514,81.082,43.95,41.1,11.3416,24.5604,0.261655,2.44396,62.6715,6.99945,2.74303,2.55173,1.26668,0.181913,0.0712901,0.11062263697385788,0.255369,1.31096,0.286412,0.687272,,,4.38521,1.19464,0.705626,609.2899780273438,,,,,,,298.5,3.685185185185185,307,3.7901234567901234,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Noah Cameron","KCR",4.48186,5.19775,5.97,4.54022,14,14,0,0,,79.212,337.609,79.2387,42.91,39.96,11.8137,23.0495,0.271638,2.43529,67.133,7.6276,2.61886,2.91256,1.34227,0.198849,0.0682727,0.13057589530944824,0.25387,1.29132,0.289158,0.692465,,,4.31466,1.16633,0.679585,298,,,,,,,290.6,3.6784810126582284,298,3.7721518987341773,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Kris Bubic","KCR",4.1716,4.28707,4.07217,4.04441,16,11,0,0.3151,,64.4667,273.707,60.254,31.07,28.97,6.979,21.9184,0.359436,2.9678,59.328,8.2826,3.05996,2.70677,0.974317,0.216757,0.0800795,0.13667741417884827,0.242158,1.27465,0.291895,0.705817,,,3.83053,1.14652,0.884005,190.69000244140625,,,,,,,274.5,4.2890625,272,4.25,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Trevor Rogers","BAL",4.94483,4.52729,5.49282,4.45968,14,14,0,0,,76.566,324.962,74.2805,40.71,37.94,11.4727,23.634,0.250646,2.4666,64.9033,7.6291,2.77807,2.74618,1.34856,0.199726,0.0727285,0.12699736654758453,0.248545,1.27883,0.282301,0.698871,,,4.38091,1.13386,0.752456,146.07000732421875,,,,,,,294.1,3.81948051948052,294,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Gerrit Cole","NYY",5.35265,4.91511,6.15249,4.42015,15,15,0,0,,83.685,352.722,79.2451,43.95,41.1,13.8515,24.7004,0.259,2.40098,78.6348,8.45687,2.65644,3.18354,1.48967,0.222937,0.0700281,0.152909055352211,0.243367,1.24211,0.280498,0.709557,,,4.34967,1.12692,0.893462,232.89999389648438,,,,,,,321.0000000000001,3.821428571428573,315,3.75,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Blake Snell","LAD",3.97346,1.66909,3.44495,3.48932,8,8,0,0,,46.608,192.377,36.6295,19.41,18.07,4.98321,18.2499,0.152717,1.07705,54.4004,10.5047,3.52405,2.98086,0.962257,0.28278,0.0948654,0.18791513890028,0.21167,1.17747,0.278415,0.740444,,,3.40523,1.11872,1.09376,178.41000366210938,,,,,,,241.10000000000002,5.129787234042554,221,4.702127659574468,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Cade Cavalli","WSN",3.10903,5.80953,4.97512,4.38981,13,13,0,0,,70.486,304.804,69.7921,36.86,34.38,7.98608,24.4316,0.21166,5.67035,64.6517,8.25505,3.11954,2.64624,1.0197,0.212109,0.080155,0.1319541409611702,0.254065,1.33677,0.305873,0.690769,,,4.02531,1.11747,0.711187,305.2200012207031,,,,,,,277.6,3.965714285714286,286,4.085714285714285,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Max Fried","NYY",4.1287,2.93284,4.38981,3.70932,10,10,0,0,,58.45,245.115,51.8894,25.96,24.09,5.82801,18.2958,0.149574,4.57453,52.3899,8.06688,2.81714,2.8635,0.897384,0.213736,0.0746416,0.13909444957971573,0.233479,1.20077,0.280816,0.713011,,,3.78309,1.11612,1.07043,50.04999923706055,,,,,,,255.20000000000005,4.4,247,4.258620689655173,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Casey Mize","DET",4.21153,4.65801,5.08042,4.2396,13,13,0,0,,71.37,300.49,66.8426,36.2,33.62,9.95078,21.5387,0.224192,2.34088,62.7861,7.91754,2.7161,2.91504,1.25483,0.208946,0.0716785,0.1372673064470291,0.241649,1.23835,0.279055,0.700889,,,4.16251,1.10922,0.875251,289.6499938964844,,,,,,,282.2,3.9746478873239437,279,3.9295774647887325,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Eury Pérez","MIA",3.28676,4.87388,4.50984,4.38046,12,12,0,0,,64.596,272.136,54.3438,33.52,31.44,9.71451,24.6845,0.194109,3.01904,66.4128,9.25313,3.43923,2.69047,1.3535,0.244043,0.0907064,0.15333634614944458,0.222326,1.22342,0.265169,0.695548,,,4.29109,1.09357,0.696116,78.6500015258789,,,,,,,265.6,4.086153846153847,243,3.7384615384615385,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Shota Imanaga","CHC",5.11805,4.4738,5.57635,4.05023,14,14,0,0,,77.84,319.018,67.4079,37.6,35.03,14.0998,19.1449,0.189081,2.64362,73.1598,8.45887,2.21356,3.82138,1.63025,0.229328,0.0600119,0.16931627318263054,0.226787,1.11193,0.253884,0.732683,,,4.42047,1.08891,1.12025,157.92999267578125,,,,,,,310.80000000000007,3.9846153846153856,288,3.6923076923076925,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Payton Tolle","BOS",3.59366,4.34802,3.97358,4.24027,12,12,0,0,,61.68,258.452,57.08,31.19,29.06,9.86154,16.826,0.190205,2.56676,61.6647,8.99777,2.45515,3.66486,1.43894,0.238592,0.0651028,0.17348960041999817,0.238769,1.19822,0.281845,0.71075,,,4.12786,1.08416,0.808776,673,,,,,,,251.59999999999997,4.058064516129032,244,3.935483870967742,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Griffin Jax","TBR",3.09897,4.48318,4.26766,3.95066,11,11,0,0.349,,60.643,252.375,53.0982,28.48,26.62,8.02481,19.6677,0.207886,2.31731,62.0187,9.20417,2.91888,3.15332,1.19096,0.245741,0.0779306,0.1678098887205124,0.230471,1.19991,0.2811,0.719731,,,3.86817,1.07418,1.05571,149.2100067138672,,,,,,,273.2000000000001,4.478688524590166,259,4.245901639344262,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Jared Jones","PIT",3.8529,5.13809,3.86236,4.21789,17,12,0,0.2984,,66.0402,281.321,61.3626,33.2,30.95,8.72617,23.8583,0.346004,2.49481,66.1799,9.01903,3.25142,2.77388,1.18921,0.235247,0.0848081,0.15043899416923523,0.240668,1.29044,0.292325,0.712573,,,4.01632,1.07139,0.810154,714.77001953125,,,,,,,273.10000000000014,4.13787878787879,267,4.045454545454546,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Sandy Alcantara","MIA",4.29465,6.37608,7.4111,4.78047,15,15,0,0,,90.33,387.436,91.2996,51.17,47.98,12.3336,27.6576,0.25215,4.87308,67.8998,6.76518,2.75566,2.45501,1.22885,0.175255,0.0713864,0.10386814922094345,0.257251,1.31692,0.287493,0.666606,,,4.45771,1.07037,0.578867,144.57000732421875,,,,,,,318.79999999999995,3.5422222222222217,331,3.6777777777777776,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
