Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Jung Hoo Lee,FREEAGENT,58.84,46.49,SF,CF,"CF,OF,UTIL,BE,IL,RF",ACTIVE
Nick Pivetta,FREEAGENT,53.21,25.1,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Emilio Pagan,FREEAGENT,51.17,42.75,Cin,RP,"P,RP,BE,IL",ACTIVE
Trevor Rogers,FREEAGENT,49.57,37.29,Bal,SP,"P,SP,BE,IL",ACTIVE
Cole Ragans,FREEAGENT,47.49,31.49,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Gleyber Torres,FREEAGENT,47.12,34.3,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL,DH",ACTIVE
Brandon Woodruff,FREEAGENT,45.01,25.51,Mil,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Luke Keaschall,FREEAGENT,44.89,36.35,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF,CF",ACTIVE
Yainer Diaz,FREEAGENT,43.0,32.32,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Brent Rooker,FREEAGENT,42.96,25.66,Oak,DH,"RF,OF,DH,UTIL,BE,IL",SIXTY_DAY_DL
Bryce Elder,FREEAGENT,42.32,35.29,Atl,SP,"P,SP,BE,IL",ACTIVE
Vinnie Pasquantino,FREEAGENT,41.37,20.94,KC,1B,"1B,1B/3B,IF,DH,UTIL,BE,IL",TEN_DAY_DL
Nick Lodolo,FREEAGENT,41.05,18.97,Cin,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Brooks Lee,FREEAGENT,40.87,33.13,Min,SS,"2B,3B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,40.78,33.16,Mia,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.48,29.01,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,39.86,34.6,Min,RP,"P,RP,BE,IL",ACTIVE
Casey Schmitt,FREEAGENT,39.42,10.79,SF,2B,"2B,3B,2B/SS,1B/3B,IF,UTIL,BE,IL,DH,1B,LF,OF",TEN_DAY_DL
Robert Suarez,FREEAGENT,39.41,14.9,Atl,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Brendan Donovan,FREEAGENT,38.1,14.36,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Kenley Jansen,FREEAGENT,37.44,30.87,Det,RP,"P,RP,BE,IL",ACTIVE
Caleb Durbin,FREEAGENT,36.88,28.73,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Zac Gallen,FREEAGENT,35.35,24.01,Ari,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Marcus Semien,FREEAGENT,35.16,22.48,NYM,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Ryan Helsley,FREEAGENT,34.93,15.9,Bal,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Jo Adell,FREEAGENT,33.43,22.45,Cle,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,32.83,25.49,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,32.67,17.09,Tor,C,"C,UTIL,BE,IL",ACTIVE
Konnor Griffin,FREEAGENT,31.69,4.66,Pit,SS,"SS,2B/SS,IF,UTIL,BE,IL",SIXTY_DAY_DL
Jack Flaherty,FREEAGENT,31.67,16.39,Det,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Ryan Pepiot,FREEAGENT,31.31,18.74,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Daniel Palencia,FREEAGENT,31.26,13.31,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Bryan Abreu,FREEAGENT,31.22,26.75,Hou,RP,"P,RP,BE,IL",ACTIVE
Ildemaro Vargas,FREEAGENT,26.92,19.38,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Kody Clemens,FREEAGENT,26.53,23.05,Min,1B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,LF,RF",ACTIVE
Brayan Rocchio,FREEAGENT,26.38,19.48,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Joey Cantillo,FREEAGENT,26.19,23.14,Cle,RP,"P,SP,RP,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,26.17,12.59,Mia,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Nick Gonzales,FREEAGENT,25.92,22.39,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Kris Bubic,FREEAGENT,24.72,7.66,LAD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Sal Frelick,FREEAGENT,24.36,7.43,Mil,RF,"RF,OF,UTIL,BE,IL",TEN_DAY_DL
Ben Brown,FREEAGENT,23.71,1.8,ChC,SP,"P,SP,RP,BE,IL",SIXTY_DAY_DL
Seth Lugo,FREEAGENT,23.61,13.9,KC,SP,"P,SP,BE,IL",ACTIVE
Gregory Soto,FREEAGENT,23.59,22.22,Pit,RP,"P,RP,BE,IL",ACTIVE
Josh Jung,FREEAGENT,22.88,5.36,Tex,3B,"3B,1B/3B,IF,UTIL,BE,IL",TEN_DAY_DL
Merrill Kelly,FREEAGENT,22.65,11.65,Ari,SP,"P,SP,BE,IL",ACTIVE
Spencer Torkelson,FREEAGENT,22.28,14.73,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Carson Benge,FREEAGENT,21.03,17.36,NYM,CF,"LF,CF,RF,OF,UTIL,BE,IL",ACTIVE
Clay Holmes,FREEAGENT,20.25,3.57,ChC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brandon Young,FREEAGENT,19.14,9.82,Bal,SP,"P,SP,BE,IL",ACTIVE
Shane Bieber,FREEAGENT,19.14,7.71,Tor,SP,"P,SP,BE,IL",ACTIVE
Kyle Leahy,FREEAGENT,18.77,13.1,StL,RP,"P,RP,BE,IL,SP",ACTIVE
J.T. Ginn,FREEAGENT,18.36,10.51,Oak,SP,"P,SP,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,18.18,9.26,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Alec Bohm,FREEAGENT,17.94,13.09,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
