Player,Status,Owned %,Started %,MLB Team,Primary Position,Eligible Positions,Injury
Steven Kwan,FREEAGENT,57.17,44.11,Cle,LF,"LF,OF,UTIL,BE,IL,CF",ACTIVE
Nick Pivetta,FREEAGENT,56.06,25.97,SD,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Cole Ragans,FREEAGENT,56.05,33.17,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Willy Adames,FREEAGENT,51.37,38.17,SF,SS,"SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Gleyber Torres,FREEAGENT,48.08,24.93,Det,2B,"2B,2B/SS,IF,UTIL,BE,IL",TEN_DAY_DL
Emilio Pagan,FREEAGENT,47.65,34.09,Cin,RP,"P,RP,BE,IL",ACTIVE
Luke Keaschall,FREEAGENT,44.86,34.47,Min,2B,"2B,2B/SS,IF,UTIL,BE,IL,RF,OF",ACTIVE
Trevor Rogers,FREEAGENT,42.05,23.47,Bal,SP,"P,SP,BE,IL",ACTIVE
Pete Fairbanks,FREEAGENT,41.62,33.23,Mia,RP,"P,RP,BE,IL",ACTIVE
Yainer Diaz,FREEAGENT,40.77,28.6,Hou,C,"C,DH,UTIL,BE,IL",ACTIVE
Jeff Hoffman,FREEAGENT,40.75,35.46,Tor,RP,"P,RP,BE,IL",ACTIVE
Bryson Stott,FREEAGENT,40.65,29.16,Phi,2B,"2B,2B/SS,IF,UTIL,BE,IL",ACTIVE
Brendan Donovan,FREEAGENT,40.03,12.1,Sea,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",TEN_DAY_DL
Troy Melton,FREEAGENT,39.37,24.58,Det,RP,"P,RP,BE,IL,SP",ACTIVE
Isaac Paredes,FREEAGENT,38.88,33.28,Hou,3B,"3B,1B/3B,IF,UTIL,BE,IL,1B",ACTIVE
Kenley Jansen,FREEAGENT,36.82,29.06,Det,RP,"P,RP,BE,IL",ACTIVE
Jack Flaherty,FREEAGENT,35.14,22.07,Det,SP,"P,SP,BE,IL",ACTIVE
Jo Adell,FREEAGENT,34.88,22.68,LAA,CF,"CF,RF,OF,UTIL,BE,IL",ACTIVE
Caleb Durbin,FREEAGENT,34.68,25.04,Bos,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Agustin Ramirez,FREEAGENT,34.36,26.8,Mia,C,"C,DH,UTIL,BE,IL",ACTIVE
Alejandro Kirk,FREEAGENT,33.87,17.04,Tor,C,"C,UTIL,BE,IL",ACTIVE
Ildemaro Vargas,FREEAGENT,33.2,25.49,Ari,2B,"1B,2B,2B/SS,1B/3B,IF,UTIL,BE,IL",ACTIVE
Daniel Palencia,FREEAGENT,33.11,14.77,ChC,RP,"P,RP,BE,IL",FIFTEEN_DAY_DL
Ryan Pepiot,FREEAGENT,32.82,19.32,TB,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Ben Brown,FREEAGENT,31.82,3.38,ChC,SP,"P,SP,RP,BE,IL",FIFTEEN_DAY_DL
Bryan Abreu,FREEAGENT,31.33,26.56,Hou,RP,"P,RP,BE,IL",ACTIVE
Jakob Marsee,FREEAGENT,29.73,15.64,Mia,CF,"CF,OF,UTIL,BE,IL",DAY_TO_DAY
Kris Bubic,FREEAGENT,29.53,8.49,KC,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Brayan Rocchio,FREEAGENT,28.99,19.81,Cle,SS,"2B,SS,2B/SS,IF,UTIL,BE,IL",ACTIVE
Sal Frelick,FREEAGENT,27.82,14.52,Mil,RF,"RF,OF,UTIL,BE,IL",ACTIVE
Shane Baz,FREEAGENT,27.76,14.89,Bal,SP,"P,SP,BE,IL",ACTIVE
Ryan Jeffers,FREEAGENT,26.53,3.26,Min,C,"C,DH,UTIL,BE,IL",TEN_DAY_DL
Esmerlyn Valdez,FREEAGENT,25.72,20.35,Pit,RF,"RF,OF,DH,UTIL,BE,IL",ACTIVE
Seth Lugo,FREEAGENT,24.02,13.65,KC,SP,"P,SP,BE,IL",ACTIVE
J.T. Ginn,FREEAGENT,23.48,13.79,Oak,SP,"P,SP,BE,IL",ACTIVE
Ezequiel Duran,FREEAGENT,23.16,16.19,Tex,SS,"1B,SS,2B/SS,1B/3B,IF,UTIL,BE,IL,OF,2B,LF,3B,RF",ACTIVE
Bubba Chandler,FREEAGENT,22.17,16.56,Pit,SP,"P,SP,BE,IL",ACTIVE
Merrill Kelly,FREEAGENT,20.62,10.91,Ari,SP,"P,SP,BE,IL",ACTIVE
Carlos Estevez,FREEAGENT,20.26,9.69,KC,RP,"P,RP,BE,IL",SIXTY_DAY_DL
Spencer Torkelson,FREEAGENT,20.06,11.76,Det,1B,"1B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Andre Pallante,FREEAGENT,19.84,11.71,StL,SP,"P,SP,BE,IL",ACTIVE
Alec Bohm,FREEAGENT,18.37,13.85,Phi,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Jake Bennett,FREEAGENT,17.65,9.13,Bos,SP,"P,SP,BE,IL",ACTIVE
Ian Seymour,FREEAGENT,17.16,13.68,TB,RP,"P,SP,RP,BE,IL",ACTIVE
Paul Goldschmidt,FREEAGENT,17.13,12.44,NYY,1B,"1B,1B/3B,IF,UTIL,BE,IL,DH",ACTIVE
Brandon Young,FREEAGENT,16.23,9.98,Bal,SP,"P,SP,BE,IL",ACTIVE
Randy Vasquez,FREEAGENT,15.59,9.54,SD,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Nolan Arenado,FREEAGENT,15.39,11.53,Ari,3B,"3B,1B/3B,IF,UTIL,BE,IL",ACTIVE
Seranthony Dominguez,FREEAGENT,15.24,12.98,ChW,RP,"P,RP,BE,IL",ACTIVE
Josh Bell,FREEAGENT,15.05,10.68,Min,DH,"1B,1B/3B,IF,DH,UTIL,BE,IL",ACTIVE
Clay Holmes,FREEAGENT,15.01,3.37,NYM,SP,"P,SP,BE,IL",SIXTY_DAY_DL
Angel Martinez,FREEAGENT,14.7,2.98,Cle,CF,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL,LF,RF",TEN_DAY_DL
Luis Robert Jr.,FREEAGENT,14.68,4.28,NYM,CF,"CF,OF,UTIL,BE,IL",SIXTY_DAY_DL
Rico Garcia,FREEAGENT,14.27,12.97,Bal,RP,"P,RP,BE,IL",ACTIVE
Dalton Rushing,FREEAGENT,14.05,11.01,LAD,C,"C,UTIL,BE,IL",ACTIVE
J.T. Realmuto,FREEAGENT,13.95,8.74,Phi,C,"C,UTIL,BE,IL",ACTIVE
Tommy Edman,FREEAGENT,13.06,10.33,LAD,2B,"2B,2B/SS,IF,CF,OF,UTIL,BE,IL",DAY_TO_DAY
Heliot Ramos,FREEAGENT,12.65,7.13,SF,LF,"LF,OF,UTIL,BE,IL",ACTIVE
Nick Gonzales,FREEAGENT,12.37,9.8,Pit,2B,"2B,2B/SS,IF,UTIL,BE,IL,3B,1B/3B",ACTIVE
Noah Cameron,FREEAGENT,12.14,8.37,KC,SP,"P,SP,BE,IL",ACTIVE
Cole Carrigg,FREEAGENT,11.72,10.44,Col,CF,"CF,OF,UTIL,BE,IL",ACTIVE
Jack Leiter,FREEAGENT,11.66,4.57,Tex,SP,"P,SP,BE,IL",FIFTEEN_DAY_DL
Keibert Ruiz,FREEAGENT,11.61,9.57,Wsh,C,"C,UTIL,BE,IL",ACTIVE
